"","County","PM10_mean","PM25_mean","NO2_mean","SO2_mean","O3_mean","CO_mean","TeCA","112TCA","DBCP","TDI","2Clacephen","2NP","PNP","CH3CN","Acetophenone","Acrolein","Acrylic_acid","C3H3N","Sb","Benzidine","Benzyl_Cl","Be","biphenyl","DEHP","Bromoform","Cd","CS2","CCl4","CS","Cl","C6H5Cl","chloroform","Chloroprene","Cr","Cresol","Cumene","CN","DBP","Diesel","DMF","Me2_phthalate","Me2SO4","ECH","Etacrylate","EtCl","EDB","EDC","EGLY","EOx","Glycol_ethers","HCB","HCBD","HCCPD","Hexane","N2H2","HCl","Isophorone","Pb","Mn","Hg","MeOH","MIBK","MMA","MeCl","Mehydrazine","MTBE","nitrobenzene","DMA","otoluidine","PAHPOM","PCP","PH3","P","PCBs","ProCl2","ProO","Quinoline","Se","Cl4C2","Toluene","C2HCl3","VyAc","VyCl","11DCE"
"1","Autauga",15.072996226,12.058188137,123.65764816,10.661088423,522.38176744,4.4632250049,0.0117679665,0.0063940294,0.00000086666667,0.0003074467,0,0.000000069553909,0.0000371992,0.0000818892,0.0150305963,0.0547169559,0.000000028910303,0.0072332243,0.0000175668,0.0000000066,0.000001937,0.0000438279,0.0000604418,0.5370980612,0,0.000046033,0.0080796754,0.5011442399,0.0002001115,0.0000373274,0.0003441316,0.0623736913,0.0000054757182,0.0011701615,0.0171154936,0.0023839474,0.0548147696,0.000112402,0.3885560442,0.0018470164,0.0000214067,0.00000031591091,0.0000010827818,0.00000041624,0.0157117877,0.0031311626,0.0104061195,0.1218443582,0.0015003986,0.0065576738,0.000001279497,0.00000017553455,0.00000014041091,0.1568925538,0.000000086907526,0.1383907666,0.000000001023073,0.0009507804,0.0008670594,0.0005120944,0.9654712678,0.2448235892,0.0010681669,0.9224996802,0,0.0601520706,0.0000015654364,0.0000723795,0.00000027070067,0.0108072393,0.0000209035,0.0000023882727,0,0.0002792133,0.0041385757,0.0002530912,0.0001560399,0.0001098104,0.0551199936,1.4315883043,0.0403584487,0.0002582423,0.0060354099,0.0002501273
"2","Baldwin",19.994603348,11.119908741,247.74225267,17.146846827,540.78910553,12.875833095,0.0117740052,0.00000064761884,0.00000086666667,0.0002722434,0.00000010588723,0.000000027772217,0.0000185704,0.0004423717,0.0000097391762,0.0655767201,0.000512639,0.0021328022,0.0000034179627,0.000000093588158,0.0000078716777,0.0000263977,0.0000842194,0.5372046453,0.00000060385206,0.0000369512,0.0010945783,0.5025072306,0.0000539112,0.0017413468,0.0000907786,0.0917948421,0.000002363129,0.0003702359,0.0020431653,0.0010696821,0.0210685358,0.0000272364,0.4282780632,0.0005392346,0.000006777913,0.00000087482203,0.0001331849,0.0000808128,0.0009160785,0.003027465,0.0112065143,0.0420055377,0.0035013015,0.0030094039,0.00000060446391,0.000000072177052,0.000000056839087,0.1167030762,0.0000011705653,0.1417103094,0.000029183,0.0014055352,0.0006788524,0.0005248871,0.1243723419,0.1349622969,0.0010135128,0.874006726,0.0000179303,0.033964106,0.0000024032151,0.0000457552,0.000000066044044,0.0119420352,0.0000010025043,0.0000008462087,0.00000039753616,0.0001792249,0.004183678,0.0001393586,0.0000116209,0.0000614165,0.075250858,1.4070867258,0.0187891735,0.0000811526,0.0062061226,0.0000416626
"3","Barbour",15.772306465,12.3604537,183.19362441,23.257118443,896.42302368,19.620538691,0.0064466056,0.00001935,0.00000096555004,0.0000809909,0,0.000000017201111,0.0000076307778,0.0000211246,0.0000091180503,0.0464739955,0.00000065133704,0.0032792223,0.0000051879086,0.0000000066,0.00000050711186,0.0000144321,0.0000281034,0.5370317044,0,0.0000358638,0.0005126282,0.4967984256,0.0000448772,0.000252037,0.0001818477,0.0525150701,0.0000020228519,0.0000752673,0.0007291514,0.0002465957,0.0140271162,0.0000833726,0.1997245577,0.00031928,0.0000043660772,0.000000078183333,0.00000026790222,0.0025876418,0.0004833662,0.0002816558,0.0057008193,0.0347975244,0.001469234,0.0027895719,0.00000040565481,0.000000043454444,0.000000034752222,0.0792653741,0.000000098615264,0.0262391027,0.0000026587323,0.0009776435,0.0022103052,0.0005050771,0.1661176715,0.2292771536,0.0000470925,0.8443390482,0,0.0170001864,0.00000038704333,0.0000177949,0.00000028139354,0.007733157,0.00000098467778,0.0000251392,0.0000094065625,0.0001732866,0.0023904655,0.0000694453,0.0000095948545,0.0000193711,0.0367860821,0.9152595794,0.0233110223,0.0000525192,0.0000418689,0.0000259325
"4","Bibb",14.921319112,12.239906361,127.77993545,7.6309533856,563.47732948,2.9519755921,0.0019150802,0.000088792,0.00000086666667,0.0000803795,0.00000010216013,0.000000010839667,0.0000035496667,0.0000133303,0.000016719,0.0282569054,0.0000094895956,0.0094026381,0.000004488938,0.0000000066,0.0000067559436,0.0000197349,0.000010159,0.5370728221,0.0000016351813,0.0000461759,0.0002250231,0.4967216106,0.0005231314,0.0002555802,0.0000284927,0.0528832835,0.00000085876667,0.0001416096,0.001765565,0.0007101364,0.009612868,0.0000102426,0.2117407101,0.0001448778,0.0000467633,0.00000071356477,0.00000017116667,0.000000076363334,0.0004333377,0.0004023398,0.0019753563,0.0203944373,0.0013758795,0.0111176994,0.00000028202238,0.000000028283333,0.000000022626667,0.0454822132,0.00000010670131,0.0426980086,0.0001677942,0.0009574099,0.0020851412,0.0005130169,0.05177776,0.0629169338,0.0000169894,0.8429912762,0.0000023469023,0.0223748892,0.0000002439,0.0000095883333,0.0000016584308,0.0112954225,0.0000693686,0.0000008425,0,0.0001495467,0.0003433974,0.0000868513,0.0000476702,0.000022697,0.0314336064,0.3624979905,0.0260731915,0.0000440201,0.0001232253,0.0000221705
"5","Blount",17.895014517,12.974280825,95.198093959,8.9137953499,561.93518525,9.3622154736,0.0045582126,0.00000082543758,0.00000086666667,0.0001857986,0.000000096576067,0.00000002326625,0.0000087259993,0.000028622,0.0000168449,0.0245961516,0.0000003520403,0.0161995588,0.0000010812927,0.000000012760861,0.0000068419198,0.0000291116,0.0000308885,0.537092024,0.0000011559836,0.0000527715,0.0004291791,0.4967718644,0.0015511281,0.0000816191,0.0000668863,0.0530323352,0.0000020668708,0.0000894276,0.0021892447,0.0005017258,0.0221277708,0.0000176911,0.3000996331,0.0003694721,0.0000422828,0.00000074290418,0.00000036565,0.0000055962474,0.0008921095,0.0004983841,0.0046354736,0.0413333232,0.0015080439,0.0120204335,0.0000005996713,0.00000006002125,0.00000004801875,0.0821042187,0.0000020844707,0.0205022558,0.0000241916,0.000678371,0.0006229465,0.000513295,0.0880130936,0.116334285,0.0004836041,0.8462601572,0.0000022484773,0.0373187803,0.0000005234375,0.0000340871,0.00000087772113,0.0075412516,0.00000135,0.0000022805,0.000000019532685,0.0001933383,0.0017270628,0.0001526119,0.0001831256,0.000019792,0.0462814488,0.8643410869,0.037564721,0.0001005717,0.0004782879,0.0000465
"6","Bullock",15.947660932,12.161147116,172.55000678,21.086399801,652.28221243,15.363596571,0.001899013,0.0000310031,0.00000090492272,0.0000184706,0.000000000390022,0.0000000048485,0.0000015165,0.0000059989707,0.0000092224973,0.1038530929,0.000000026573403,0.0043958297,0.0000217866,0.0000000066,0.00000014169267,0.0000127552,0.0000340696,0.5370737335,0.000000010631326,0.0000498227,0.0007281479,0.4967288054,0.0001304504,0.0000624273,0.0000414963,0.0501024658,0.00000038714167,0.0000531564,0.0006612662,0.0000926402,0.0042061202,0.0000062658622,0.1605300841,0.0000660933,0.0000017481402,0.00000002259,0.000000076315,0.0001253604,0.0001888941,0.000312185,0.0017759912,0.0086796733,0.0014673517,0.0007713003,0.0000001398614,0.00000001254875,0.00000001003975,0.0251613873,0.000000086704702,0.0098946013,0.0000261692,0.0006747424,0.0007050582,0.0005041454,0.0308543194,0.0246444043,0.0000297955,0.8492612086,0,0.0086897474,0.0000001090925,0.000004387,0.00000031593723,0.0159664608,0.0000002027775,0.00000276775,0.0000033813788,0.0001368316,0.0003364507,0.0000414657,0.000019749,0.0000050125558,0.0242920788,0.269727183,0.0206984489,0.0000197777,0.000088996,0.0000091510852
"7","Butler",13.17690205,11.658882625,134.1369957,13.831403113,578.70347361,8.0189674864,0.006969384,0.00000012377239,0.00000086666667,0.0001183706,0,0.000000016901,0.0000076935378,0.0000205389,0.0000056437786,0.0272739447,0.0000001008212,0.003821059,0.0000010645716,0.0000000074079753,0.00000048538556,0.0000138287,0.0000227337,0.5370853922,0,0.0000295802,0.0003107171,0.4967372437,0.0000156045,0.0001075515,0.0000431228,0.0513437173,0.0000014649889,0.0000597269,0.0004311545,0.0004670146,0.0181632674,0.0000265881,0.2068957711,0.0003952819,0.0000050474444,0.000000076598889,0.00000026283778,0.00000012329296,0.000679808,0.0004091017,0.006485575,0.0275799647,0.0015258778,0.0016237507,0.00000059078186,0.000000042558778,0.000000034041778,0.0860189571,0.000000086832507,0.0122493141,0,0.0004445801,0.0009833271,0.0005035144,0.0922886287,0.043826434,0.0000598137,0.844409445,0,0.0512178098,0.00000038021778,0.0000177649,0.000000072426296,0.0063234439,0.0000120212,0.0000015412222,0.00000017876744,0.0001956238,0.0025708633,0.0000695349,0.0000173906,0.000011767,0.0300807061,0.5052663941,0.0204527996,0.0000629811,0.0001385941,0.0000321723
"8","Calhoun",16.170320949,13.149517108,176.69213907,22.162485995,531.52721395,25.999518829,0.0144968218,0.0000019729335,0.00000086718144,0.0021566489,0.000000037273061,0.000000049538286,0.0005578641,0.0000618574,0.0000633493,0.0514367712,0.0000020028297,0.0126178155,0.0000250011,0.00000022946352,0.0000027644277,0.0000257432,0.0048652474,0.5371018268,0.0000027871398,0.0000749434,0.0010128988,0.4969451183,0.0001035667,0.0000263015,0.0001296353,0.0599768285,0.0000045186119,0.0020083548,0.0014848571,0.0016511754,0.0381759037,0.0000565671,0.4997532304,0.001340881,0.000106191,0.00000036192606,0.00000077287143,0.0000004118875,0.0019737273,0.0045866615,0.0103691484,0.1370988619,0.003059963,0.0094937526,0.00000061402093,0.00000012555411,0.00000010045171,0.2443573788,0.00000053872711,0.0389183197,0.0000406642,0.0024618354,0.0008601133,0.000513211,0.2216264458,0.7583984688,0.0001995922,0.8671163868,0.00000048112398,0.0945254923,0.0000011148011,0.0000903169,0.0000031179921,0.009241426,0.0000013101357,0.0000031465464,0.00000015169127,0.0001925442,0.0049608367,0.0002485546,0.0000255099,0.0000550168,0.0472499119,2.059606018,0.0749782622,0.0002878945,0.0096711747,0.0001008884
"9","Chambers",13.965673988,12.311209973,198.96216918,39.795169765,634.02587791,22.577125445,0.0098394354,0.00000016508296,0.00000088332136,0.0004047394,0.00000011794572,0.000000032031333,0.000014186,0.000040613,0.000128421,0.0347006523,0.0000048295651,0.0070418766,0.00000061555693,0.0000000066,0.0000014558165,0.0000200117,0.0000334108,0.5371161274,0.0000023175444,0.0000483569,0.0013340732,0.4968044484,0.0001716936,0.0000685412,0.0000679143,0.0554672367,0.0000026526667,0.000220315,0.0012077674,0.0009098189,0.02955463,0.0000761684,0.3186708975,0.0008711679,0.0000237128,0.00000016447124,0.0000064987025,0.0002055076,0.0011827464,0.0020941089,0.0076636952,0.0731997757,0.00239135,0.0053676819,0.00000076309469,0.000000081215556,0.000000064968889,0.1034523292,0.000000088016458,0.3539911958,0.0006706769,0.0006766922,0.0008616144,0.0005075024,0.1819739591,0.1043190801,0.0001679008,0.8546324562,0.000000064809056,0.0418720487,0.00000072057778,0.0000325087,0.0000144181,0.0064987019,0.0000016941333,0.0000218311,0,0.0002073756,0.003494107,0.0001812873,0.0000168529,0.0000339816,0.0480029223,1.0952178513,0.0336197564,0.0003213604,0.0037928954,0.0000964848
"10","Cherokee",16.779732625,13.437240635,221.71586877,34.67909386,838.1427024,80.696299033,0.0023176244,0.00000075451172,0.00000087505947,0.0001133651,0.00000012323471,0.00000001544,0.0000087466564,0.0000190854,0.000023833,0.0232588856,0.000002133076,0.0123717712,0.000004960319,0.00000001083672,0.0000082226003,0.0000214911,0.0000227459,0.5370841456,0.0000016983274,0.0000397643,0.0003338929,0.4975085227,0.0000225303,0.0000100244,0.0000352711,0.0553938549,0.00000143082,0.0000873899,0.0011271679,0.0002672547,0.014459806,0.0000124296,0.2761520328,0.000209684,0.0000324243,0.00000087178472,0.00000044707281,0.00000014542933,0.0004401884,0.0005146086,0.0032688855,0.0270319694,0.002227512,0.0095977096,0.00000045477094,0.000000039714,0.000000031772,0.0756555478,0.00000075043134,0.1457572828,0.0000272928,0.0005872124,0.0008031091,0.0005055586,0.1147284402,0.06220822,0.0000305274,0.8414314194,0.0000028344127,0.0176503492,0.00000034744,0.0000343075,0.0000013675793,0.0057304839,0.00000098978,0.0000136144,0.00000076914846,0.0001731027,0.00102462,0.0000914775,0.0000204599,0.0000315152,0.0249828927,0.5391974146,0.0400686299,0.0000472289,0.0000360713,0.0000253355
"11","Chilton",15.95845217,12.280853245,124.50183376,8.0449208302,534.52303053,3.216022669,0.0052650243,0.0005208627,0.00000086666667,0.0000726422,0.000000088981633,0.000000014068444,0.0000060704444,0.0000167675,0.0001023033,0.0236981988,0.0000085900303,0.008662922,0.0000025979919,0.0000000066,0.0000063283977,0.0000289779,0.0000149682,0.5370632782,0.00000049575481,0.0000473655,0.0002586545,0.4972290917,0.0000127566,0.000080381,0.0000377644,0.0524621675,0.000001151437,0.0001131363,0.001347013,0.0003456695,0.0139101564,0.0000137734,0.2366057718,0.0002708663,0.0000067403169,0.00000067466976,0.00000021993222,0.00000009831,0.0006748028,0.0004010482,0.0052635499,0.0234307511,0.0014005145,0.0023905265,0.00000037525926,0.000000035844444,0.000000028678889,0.0564645801,0.000000092319347,0.0389084402,0.0000097054197,0.0010266218,0.0014108874,0.0005167147,0.0651908351,0.0475145812,0.0001867075,0.8437647791,0.0000021609825,0.0278330249,0.00000031655556,0.0000138871,0.000000038548111,0.0072570387,0.0000150263,0.0000014684556,0,0.0001691756,0.0019949063,0.0000852916,0.0000359045,0.0000431653,0.0381505008,0.7052330157,0.026394762,0.0000480798,0.0001051292,0.0000269743
"12","Choctaw",8.6370688019,11.793003147,134.77250329,21.079705882,641.07260713,18.186515863,0.0020048624,0.000147114,0.00000086666667,0.000042447,0.000000046609471,0.00000000337,0.0000012252,0.0000041306135,0.00000062975331,0.0217172026,0.0000045121055,0.0040619081,0.000004377053,0.000000048734246,0.00000068627616,0.0000136543,0.0000046344604,0.5371114793,0.00000025968134,0.0000282678,0.0001175758,0.4975314317,0.0000902514,0.0002833689,0.0004937196,0.055573859,0.00000026306667,0.0000605464,0.0004368982,0.0001639852,0.0044069308,0.000002888875,0.1261311382,0.0000586658,0.00000122095,0.00000033516905,0.00000029594743,0.00000035992358,0.0002231407,0.0003214234,0.0036111111,0.0071847883,0.0028217593,0.000503046,0.00000013471667,0.0000097054372,0.0000000069175,0.0277856098,0.00000024924186,0.0150779247,0.00000087121954,0.0004969764,0.0005173111,0.0005041497,0.1669221174,0.0201938503,0.000007964609,0.8402439582,0.0000011319443,0.0132292345,0.00000007582,0.00000320425,0.00000000637825,0.0029084128,0.000000278975,0.000001427,0.00000093589093,0.0001407873,0.0003878235,0.000025659,0.0000354111,0.0000088439705,0.0240084989,0.1958704814,0.0189874401,0.0000454698,0.0004025908,0.0000266398
"13","Clarke",10.232834374,11.739789969,137.60803459,17.975359472,592.35342693,10.717814254,0.0018501347,0.0001472182,0.00000086666667,0.000022641,0.00000024080866,0.000000004611429,0.0000020870889,0.0000229882,0.0001212482,0.0300067587,0.0000073912194,0.0032701913,0.0000040780075,0.00000004871414,0.0000012926621,0.0000150009,0.0000084702284,0.5371349698,0.0000013416483,0.0000297867,0.0002745618,0.5008424487,0.0000511136,0.0036314632,0.0002304986,0.0962200653,0.00000037342381,0.000048764,0.0006398907,0.0001677175,0.0052163354,0.0000039107143,0.120079757,0.0001777016,0.0000015822429,0.000001672358,0.0004021915,0.0000015802009,0.0001712403,0.0002986552,0.0046884568,0.0085346168,0.0027320653,0.0011300622,0.00000020286297,0.000000011721286,0.000000009377,0.0225042808,0.00000039356962,0.0445351738,0.000001440642,0.0003866109,0.0007679477,0.0005077199,0.3347177382,0.0130246201,0.000037425,0.8420828631,0.0000059639578,0.0050789191,0.0000049341432,0.0000050553154,0.000000013139238,0.0045759494,0.0000059501578,0.00000066274286,0.0000114646,0.0001428368,0.0007433076,0.0000314414,0.0000256945,0.0000736421,0.0381125265,0.4654407355,0.0174700504,0.0000188812,0.0000257124,0.0000071698656
"14","Clay",16.098343505,13.288686797,164.38543591,20.857837917,485.97032198,12.275224791,0.0019203512,0.00000014958594,0.00000086666667,0.0001163132,0.000000049686884,0.000000007725,0.000010113,0.0000095404167,0.0000016718074,0.0230513794,0.0000257257,0.0097361459,0.00000087672842,0.000000040641931,0.0000035375839,0.0000187992,0.0000512595,0.5370440028,0.00000027682692,0.0000436222,0.0001219598,0.4969053833,0.0000114637,0.0000342302,0.0000184997,0.0504897246,0.00000070595833,0.0001581575,0.0007804665,0.0018590546,0.0084229975,0.0000063502861,0.2243928081,0.0001209392,0.0000194088,0.00000037643256,0.00000012119,0.000000069639167,0.000274296,0.0004572802,0.0017403478,0.0183069063,0.0019016166,0.0023340035,0.00000024668333,0.0000000198415,0.0000000158765,0.0252135989,0.00000019041937,0.0144170265,0.0000041172062,0.0006053486,0.00053731,0.0005036317,0.0426762048,0.0932941653,0.0000189658,0.8417309606,0.0000012066815,0.0093871666,0.0000001738,0.00000727425,0.000000015503917,0.0046628458,0.000000515075,0.00000165225,0.00000026201146,0.0001525583,0.0003437885,0.0000474041,0.0000253677,0.0000136144,0.0240915394,0.3116715887,0.0329301967,0.0000497568,0.0000328567,0.0000116178
"15","Cleburne",14.355550052,13.253070647,256.76159609,37.772226077,592.32023539,43.44771805,0.0019512796,0.0000015430901,0.00000087124536,0.0003516187,0.00000011571159,0.0000000105445,0.0000093668844,0.0000130909,0.0000031472049,0.0353884051,0.00000063870954,0.0104786915,0.0000762005,0.000000042672577,0.0000080123549,0.0000197025,0.000052657,0.5370565526,0.00000067090105,0.0000412345,0.0001661611,0.4967183357,0.000017487,0.000005950071,0.0000254757,0.0520091281,0.00000096066667,0.0001691027,0.0013043612,0.0002907906,0.0103882645,0.0000083062209,0.2727285483,0.0001151933,0.0000120196,0.0000008414345,0.000000165875,0.00000009591,0.0002309903,0.0004908554,0.0016500011,0.0235742355,0.0022947804,0.0113441831,0.00000025413836,0.0000000272325,0.000000021785,0.0495485958,0.00000032780308,0.1950287351,0.0000101384,0.0008590425,0.0004574613,0.0005042686,0.041929953,0.10382232,0.0000179178,0.8423672804,0.0000028064691,0.0237629115,0.0000002373,0.000012543,0.000000091220377,0.0062540564,0.000000574625,0.0000267975,0.000000040535423,0.0001547408,0.0003476999,0.000086782,0.0000208037,0.000023116,0.0243968536,0.4250923333,0.0367943775,0.0000386236,0.0000542587,0.000015801
"16","Coffee",15.69912972,11.78053196,170.5620339,14.787142779,789.65905643,16.285538149,0.010089767,0.0000657049,0.000000907818,0.0003638423,0,0.0000000255975,0.0000195034,0.0000312616,0.0000264323,0.033946506,0.00000029474524,0.0027825155,0.0000184397,0.0000000066,0.00000079656583,0.0000138213,0.0000504325,0.5370738895,0,0.0000361472,0.0008223681,0.4967738543,0.0000425123,0.0002204172,0.0001454173,0.0583116826,0.0000022869262,0.0002333339,0.0010169432,0.0008432599,0.0255515403,0.0000300961,0.22919476,0.0006573571,0.0022452044,0.00000011693571,0.00000039940571,0.00000021135095,0.0011154604,0.0020217128,0.0079232353,0.0501566885,0.0012885649,0.0048358137,0.00000067641524,0.000000064956,0.000000051969,1.4372835812,0.00000011890824,0.0159310413,0.000010783,0.0010381576,0.0004309663,0.0005067794,0.1278667514,0.0723359357,0.0001220941,0.8467406311,0,0.036394241,0.00000057587071,0.0000258196,0.0000010566617,0.0082578353,0.00000161945,0.0000029490714,0,0.0002023169,0.0035593313,0.0001192463,0.0000089523643,0.0000177134,0.0511711575,1.0090937903,0.0230781855,0.000109423,0.0041564662,0.0000569119
"17","Colbert",8.0111827508,11.647631511,100.40871277,2.0536583519,1178.5000586,81.244545635,0.0122668482,0.0000029952806,0.00000086666667,0.0005291802,0.00000021371007,0.000000062671,0.0000283866,0.0006995268,0.0000142271,0.0318701607,0.0001813258,0.0198941667,0.0000283645,0.0000000066,0.0000173573,0.000045685,0.0001459531,0.537208185,0.000001189962,0.0000949387,0.0011098376,0.4977947279,0.0001720381,0.0039172786,0.0001291939,0.0651057503,0.0000091000856,0.0002650996,0.0019272966,0.0062158674,0.0413368173,0.000205771,0.4550372437,0.0012099781,0.0000773627,0.0000016814505,0.0000028677301,0.0000023145277,0.001798436,0.0034724058,0.0096698739,0.1325425965,0.0022468222,0.0100974697,0.00000095865494,0.000000157815,0.00000012625417,0.1735902187,0.00000068173541,0.095670861,0.0001675437,0.0010391007,0.0110033606,0.0011288179,0.2969657783,0.4122775751,0.0003034584,0.8515086171,0.0000054269042,0.0756125083,0.000001409625,0.0000655517,0.00000023248478,0.0093290608,0.0000022404838,0.0000025885833,0.000124678,0.0002364778,0.004300848,0.0002419923,0.0000430596,0.0000882423,0.0915996776,1.565698917,0.0533554384,0.0007199399,0.0066883176,0.0001667226
"18","Conecuh",14.72082185,11.628707247,134.87028568,18.876578356,551.69882014,11.608423385,0.001841499,0.0000231302,0.00000086666667,0.0000078257334,0,0.0000000042938,0.0000018517443,0.0000055484667,0.0000156832,0.0283016728,0.000000223716,0.0029101495,0.0000027566116,0.000000019039603,0.000000130208,0.0000313671,0.0001377271,0.5370987685,0,0.0000517681,0.0001086195,0.4997423552,0.0000267651,0.0085110958,0.0000118358,0.0543646439,0.00000055394,0.0000470271,0.0006475252,0.000206885,0.004848637,0.0002634682,0.1423019891,0.000079284,0.0000015199,0.0000000197864,0.000000067282,0.000000094517978,0.0001568404,0.0002593612,0.0026998619,0.00795303,0.0018566197,0.0008652982,0.00000018066863,0.00000011620865,0.0000000087932,0.0292329722,0.00000015952433,0.0104578205,0.000000002920684,0.0003999675,0.0007662094,0.0005037981,0.0722152809,0.0146848577,0.0000115252,0.8405516765,0,0.0195654746,0.0000000966,0.0000041182,0.0000000092324667,0.0041187566,0.0000183223,0.00000117264,0.0000029394988,0.0001425076,0.0003471315,0.0000265322,0.000015462,0.0000190058,0.0235376586,0.2511079627,0.0157554648,0.0000180354,0.0000261246,0.000006520417
"19","Coosa",16.729706439,12.198915691,145.73477532,12.704444687,534.47303027,5.3807430309,0.0019045028,0.0000129183,0.00000086666667,0.0000789295,0.00000013134039,0.000000008603,0.000002802,0.0000106169,0.0000233674,0.0257603251,0.0000156954,0.0087397371,0.0000010947566,0.0000000066,0.0000090066146,0.0000178833,0.0000108699,0.5370483215,0.00000073175358,0.0000634674,0.000155437,0.4975673864,0.0000467939,0.0001845964,0.0000210804,0.0505459091,0.00000076448889,0.000083824,0.0010145006,0.0004426778,0.009228014,0.0000087885956,0.2095849202,0.0001087922,0.0000026597724,0.00000094061646,0.00000013529667,0.000000074057778,0.0003087611,0.0004203073,0.0019027627,0.01688446,0.001548674,0.0048449315,0.00000024382222,0.00000002222,0.00000001778,0.040720132,0.00000010459351,0.02418023,0.0000108831,0.0006662302,0.0017430349,0.0005062979,0.0508257013,0.0626511372,0.0000876931,0.8414966065,0.0000031896951,0.0123869054,0.00000019363333,0.0000078786667,0.000000013468667,0.005398162,0.0000020275862,0.0000010533333,0.0000003809216,0.0001539889,0.0003411955,0.0000568833,0.0000288521,0.0000306808,0.0237697269,0.3764361079,0.0277423291,0.0000296683,0.000047966,0.000013813
"20","Covington",13.537269058,11.350422796,112.74204171,17.161273846,667.18739078,14.431715845,0.0077485153,0.0000024672498,0.00000087329659,0.0000293077,0,0.000000018449,0.0000084140714,0.0000336902,0.0000044690407,0.044608702,0.000008203381,0.0024287437,0.0000018677663,0.0000000081578953,0.00000076087714,0.0000159608,0.0000260215,0.5370703441,0,0.0000312895,0.0002874203,0.4969726126,0.0000353236,0.0000194944,0.0000406715,0.0528394447,0.000010057,0.000118057,0.0006809681,0.000399915,0.0152923489,0.0000182285,0.1767875406,0.0003692417,0.0009136242,0.000000083987143,0.00000028749929,0.0000017873503,0.0005612346,0.0007930824,0.0067869894,0.0370491519,0.0014191092,0.0022608921,0.00000043630095,0.00000004965138,0.000000037327857,0.0834661703,0.00000018543243,0.0084880963,0.0000000000758295,0.0004927967,0.0004341211,0.0005047471,0.0815508927,0.0421247564,0.0000555382,0.8451457695,0,0.0433902187,0.00000041511643,0.0000189127,0.000000064930595,0.0084133245,0.00000098692857,0.0000022352143,0.000000054088904,0.0001739024,0.0028287686,0.0000913383,0.0000102797,0.0000192712,0.0410002825,0.7703141936,0.0166661671,0.0000634552,0.001136336,0.0000279707
"21","Crenshaw",15.630347446,11.597354232,145.34594292,14.015488054,628.36533483,8.9966306271,0.0018605898,0.0000134704,0.00000087300929,0.0000170488,0,0.000000004738167,0.0000018343333,0.0000062756111,0.0000205174,0.0232236335,0.00000031620944,0.003612554,0.0000228621,0.0000000066,0.00000014691111,0.0000123808,0.0000529661,0.5371256898,0,0.0000498885,0.0012114401,0.4966915841,0.000020724,0.0000880317,0.0000294788,0.0502768771,0.00000066822778,0.0000556317,0.0005401506,0.0001238282,0.0049625767,0.0000054932878,0.143396556,0.0000757461,0.0000016141236,0.000000022005,0.000000074476667,0.000000092363333,0.0004434858,0.0002730818,0.0020461253,0.0091353903,0.001353451,0.000537452,0.00000016274778,0.0000000122275,0.000000009780333,0.0272358926,0.000000087394534,0.0101640916,0,0.0006911558,0.0005193588,0.0005060035,0.025738633,0.0201743759,0.0000109321,0.8414310497,0,0.0091173995,0.00000010659167,0.0000043768333,0.0000000081878333,0.003354081,0.0000002969,0.0000020021667,0,0.0001410305,0.0003349318,0.0000364185,0.0000186978,0.0000035923334,0.0243910045,0.1884863057,0.0173434333,0.0000181812,0.000049186,0.0000127587
"22","Cullman",14.60019556,12.715001629,83.978160884,7.313677262,622.29277204,10.764499763,0.0093536332,0.00000042007294,0.00000086666667,0.000267851,0.000000061255292,0.000000027707588,0.0000141409,0.000391629,0.0000069786306,0.0207941407,0.0000212402,0.0199544101,0.0000101676,0.0000000066,0.0000048841293,0.0000391773,0.0001129421,0.5371061263,0.00000034124203,0.0000614728,0.0004359407,0.4967863747,0.0001506443,0.0012640231,0.0000655397,0.0536125719,0.0000027481843,0.0001330109,0.0014131398,0.0007303115,0.0275060744,0.0000200815,0.3096345249,0.0005202264,0.0000119219,0.00000054304233,0.0000030349934,0.0000027713654,0.0009195268,0.0018564402,0.0075563617,0.0565055727,0.001642588,0.01557464,0.00000080374118,0.000000070327059,0.000000056264118,0.0925428845,0.0000018283764,0.0336121376,0.0003071591,0.000734591,0.0005076589,0.0005138089,0.1096031558,0.3393076284,0.0042578816,0.8469396958,0.0000014874787,0.0360052116,0.00000062341177,0.0000278854,0.000000085946824,0.0093820457,0.0000018052353,0.0000023628235,0.0000058322991,0.0002184335,0.0033186065,0.0001486876,0.0001000148,0.0000275689,0.0419545312,1.0253624613,0.0395488761,0.0005152153,0.0030764014,0.0001130632
