"","stfips","County","State","fips","CAT_RUCC","A_TeCA","A_112TCA","A_DBCP","A_TDI","A_2Clacephen","A_2NP","A_PNP","A_CH3CN","A_Acetophenone","A_Acrolein","A_Acrylic_acid","A_C3H3N","A_Sb","A_Benzidine","A_Benzyl_Cl","A_Be","A_biphenyl","A_DEHP","A_Bromoform","A_Cd","A_CS2","A_CCl4","A_CS","A_Cl","A_C6H5Cl","A_chloroform","A_Chloroprene","A_Cr","A_Cresol","A_Cumene","A_CN","A_DBP","A_Diesel","A_DMF","A_Me2_phthalate","A_Me2SO4","A_ECH","A_Etacrylate","A_EtCl","A_EDB","A_EDC","A_EGLY","A_EOx","A_EDCl2","A_Glycol_ethers","A_HCB","A_HCBD","A_HCCPD","A_Hexane","A_N2H2","A_HCl","A_Isophorone","A_Pb","A_Mn","A_Hg","A_MeOH","A_MIBK","A_MMA","A_MeCl","A_Mehydrazine","A_MTBE","A_nitrobenzene","A_DMA","A_otoluidine","A_PAHPOM","A_PCP","A_PH3","A_P","A_PCBs","A_ProCl2","A_ProO","A_Quinoline","A_Se","A_Stryene","A_Cl4C2","A_Toluene","A_C2HCl3","A_EtN","A_VyAc","A_VyCl","A_11DCE","A_PM10_mean","A_PM25_mean","A_SO2_mean","A_NO2_mean","A_O3_mean","A_CO_mean","Per_TotPopSS_ave","Per_PSWith_SW_ave","D303_Percent","SEWAGENPDESperKM","INDNPDESperKM","STORMNPDESperKM","numDays_Close_Activity_tot","numDays_Cont_Activity_tot","numDays_Rain_Activity_tot","CaAve","MgAve","Kave","NaAve","NH4Ave","NO3Ave","ClAve","SO4Ave","HgAve","AvgOfD3_ave","W_As","W_Ba","W_Cd","W_Cr","W_CN","W_FL","W_HG","W_NO3","W_NO2","W_SE","W_SB","W_BE","W_TI","W_ENDRIN","W_LINDANE","W_METHOXYCHLOR","W_TOXAPHENE","W_DALAPON","W_DEHA","W_OXAMYL","W_SIMAZINE","W_DEHP","W_PICLORAM","W_DINOSEB","W_HCCPD","W_CARBOFURAN","W_ATRAZINE","W_ALACHLOR","W_HEPTACHLOR","W_HEPTACHLOR_EPOX","W_24D","W_SILVEX","W_HCB","W_BENZOAP","W_PCP","W_124TCIB","W_PCB","W_DBCP","W_EDB","W_XYLENES","W_CHLORDANE","W_DCM","W_ODCB","W_PDCB","W_VCM","W_11DCE","W_T12DCE","W_EDC","W_111TRICHLORANE","W_CCL4","W_PDC","W_TRICHLORENE","W_112TCA","W_C2CL4","W_CL1BENZ","W_BENZENE","W_TOLUENE","W_ETHYLBENZ","W_STRYENE","W_ALPHA","W_DCE","MEAN_AS","MEAN_SE","MEAN_HG","MEAN_PB","MEAN_ZN","MEAN_CU","MEAN_AL_PCT","MEAN_NA__PCT","MEAN_MG_PCT","MEAN_P_PCT","MEAN_TI_PCT","MEAN_CA_PCT","MEAN_MN","MEAN_FE_PCT","RADON_ZONE","PCT_AU","PCT_DEFOLIATE_ACRES","PCT_DISEASE_ACRES","PCT_HARVEST_ACRES","PCT_NEMATODE_ACRES","Facilities_per_pop","pct_manure_acres","Herbicides","Fungicides","Insecticides","pct_irrigated_acres","farms_per_acres","pct_pub_transport","HWYPROP","RYPROP","fatal_rate","to_unit_rate","rate_food_env_pos","rate_food_env_neg","rate_hc_env","rate_ed_env","rate_al_pn_gm_env","rate_ss_env","rate_trans_env","rate_civic_env","rate_rec_env","rate_ent_env","county_pop_2000","pct_rent_occ","pct_vac_units","med_hh_value","med_hh_inc","pct_pers_lt_pov","pct_no_eng","pct_hs_more","pct_unemp","med_rooms","pct_mt_10units","violent_rate","work_out_co","air_EQI_22July2013","water_EQI_22July2013","land_EQI_22July2013","sociod_EQI_22July2013","built_EQI_22July2013","EQI_22July2013","Cases","Rate","Deaths","Rate.1"
"1",37001,"Alamance","NC",37001,1,0.0148522972,0.000002119681,0.000004127546,0.0038740051,0.000000041644728,0.000000079597826,0.0000512233,0.0001401424,0.0000256995,0.0437905724,0.0003018629,0.001518584,0.0001793333,0.0000010536456,0.0000191558,0.0000282267,0.000057835,0.5379298696,0.00000024257424,0.0000460051,0.001274374,0.4969833099,0.0000141881,0.0009055478,0.0003091693,0.0725828172,0.0000068099996,0.0003474746,0.0022181591,0.0010108409,0.0469378948,0.0000595911,0.5874638563,0.0022464765,0.0000190186,0.0000538709,0.0000035398239,0.0001949326,0.0027629533,0.0048047689,0.0109227193,0.2537665189,0.0039599248,0.0000574833,0.0324962052,0.00000074735221,0.00000020149696,0.00000016118783,0.2123936844,0.0000046146045,0.3158511337,0.00000078056893,0.0016321458,0.000789831,0.0005235902,0.7323881844,0.2559896152,0.0001328365,0.9534968284,0.0000017539889,0.0811245737,0.000001796835,0.0000822678,0.00000089911256,0.0079319993,0.000001523349,0.0000100769,0.000005226793,0.0002051029,0.0064056387,0.0006830154,0.0000331674,0.000070099,0.0357924453,0.1029135783,2.2441683998,0.0414638757,0.0001875063,0.0011503439,0.0098164952,0.000121179,14.832671948,13.383235772,277.03078714,786.63370759,7408.2560103,1612.4982686,43.76,98.56811704,3.92,0,99.89,7.01,0,0,0,0.0851,0.032,0.1057,0.1283,0.2558,0.914,0.2594,1.5227,5.9378,6.71,0.005,0.21,0.001,0.015,0.028,0.34,0,0.85,0.17,0.008,0.003,0,0.001,0.01,0.21,0.1,1,1,0.94,2,0.07,1.32,0.1,0.2,0.1,0.9,0.1,0.2,0.04,0.02,0.1,0.2,0.1,0.02,0.04,0.5,0.1,0.02,0.01,2.98,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.82,0.7,2.2,0.5,2.62,0.246,0.047,21.192,49.46,21.804,5.798,1.174,0.581,0.034,0.634,2.266,1248.11,4.048,3,0.008305088,0.001460063,0.001164409,0.084178847,0.000790648,0.000443425,0.010544368,5495.94003,123.753,627.55659,0.092243456,0.000449232,0.1,0.01873504,0.13658245,0.0003823,0.0118119,0.0019878,0.0010703,0.0026911,0.0005734,0.0002752,0.0005505,0.0000688,0.0000459,0.0002446,0.0003899,130800,29.86973,6.993852,107200,39168,11.1,9.3,76.5,5.1,5.2,4.6,553,25.1,1.184472,1.069551,0.5169656,0.2697008,0.367106,0.9947622,"971",522.2,"326",169.2
"2",37003,"Alexander","NC",37003,1,0.0063161783,0.0001462445,0.0000026726274,0.0000596753,0.00000031236851,0.000000029764286,0.0000143505,0.0000437243,0.0000082828302,0.0253601686,0.0000022074831,0.0021166066,0.0000576765,0.0000002939667,0.0000018618425,0.0000202643,0.0000427248,0.5378352141,0.000001740515,0.000035049,0.0004614082,0.4967983459,0.0000010401592,0.0009531493,0.000066469,0.0561003648,0.0000028415759,0.000076594,0.0024016142,0.0003819578,0.028781808,0.0000991753,0.2935796978,0.000719142,0.000011431,0.0000023524115,0.00000056805802,0.0001088514,0.0010322404,0.000384968,0.0058484846,0.0312054549,0.0036751844,0.0000061116418,0.0344030639,0.0000008820432,0.000000096917312,0.000000079234893,0.063822217,0.0000180653,0.1984275781,0.0000013208734,0.0005070239,0.0010862141,0.0005175041,0.2205000719,0.0522005248,0.0000732384,0.8836539232,0.0000088428364,0.0222157315,0.00000078014345,0.0000299077,0.000000050264762,0.0095599495,0.0000015979043,0.0000149833,0.0000076283691,0.000209039,0.0027222448,0.0001089123,0.0000086769416,0.0000992034,0.0210467379,0.0474772713,1.2184654734,0.0448553425,0.0000230565,0.0005880119,0.0000630496,0.0000437193,15.587160246,12.615415594,279.2467971,925.3468323,7466.7363547,1448.1335169,33.59,96.52995143,NA,0,40.43,0,0,0,0,0.0917,0.0251,0.118,0.0727,0.2002,0.8623,0.1604,1.6206,6.915,12.45,0.005,0.4,0.001,0.02,0.04,0.14,0,0.87,0.1,0.01,0.003,0,0.001,0.01,0.4,0.1,1,1,0.6,2,0.07,1.32,0.1,0.2,0.1,0.9,0.1,0.2,0.04,0.02,0.1,0.2,0.1,0.02,0.04,0.5,0.1,0.02,0.01,1.05,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,0.5,1.806,0.124,0.042,21.113,33.857,7.148,3.134,0.207,0.246,0.028,0.62,0.305,394.094,1.997,2,0,0.000587853,0.000587853,0.10353329,0,0.00038687,0.091146823,2006.672186,201.1205702,215.0423083,0.044106749,0.000273144,0,0,0.06416643,0.0002678,0,0.0015772,0.0006845,0.0014284,0.0004166,0.0001488,0.0004761,0.0000595,0.0000595,0.0002678,0.0001786,33603,19.48695,6.81657,95600,38684,8.5,4,68.7,2.5,5.3,0.4,0,49.2,0.5631993,1.083827,-0.3137869,0.4889871,-0.826026,0.1991782,"200",412.2,"72",152.3
"3",37005,"Alleghany","NC",37005,4,0.0019501928,0.0000017618921,0.0000023486862,0.0004820798,0.000000000123781,0.000000012539333,0.0000055101245,0.0000177699,0.0000027243313,0.0107155482,0.0000033222778,0.0021127009,0.0000098361026,0.00000032090271,0.00000056557984,0.0000165961,0.0000175765,0.5376076237,0.0000000006900745,0.0000424167,0.0002044953,0.496723081,0.00000815741,0.0004674014,0.0000359851,0.0528083561,0.0000042728222,0.0001338415,0.0007650902,0.0001699077,0.0128469288,0.0000047805528,0.1994193363,0.0001815013,0.00000092923174,0.000000058628629,0.00000019646667,0.00000051598174,0.0003549335,0.0004292289,0.0024922376,0.009347108,0.0027874506,0.000064006,0.0134153386,0.00000036772384,0.0000000321,0.00000002568,0.0240853231,0.0000062070659,0.3351328639,0.00000022742419,0.0004983502,0.0005867621,0.0005096612,0.0716922831,0.0601855316,0.0000275027,0.8402104395,0.00000017915221,0.007542539,0.00000028213333,0.0000120567,0.000000029251,0.006443855,0.00000083807019,0.0000043768333,0.000000000686398,0.00016869,0.001135641,0.0001057244,0.0000240339,0.0000245055,0.0138289058,0.0301722839,0.2489939644,0.0292456631,0.0000050138153,0.0000170453,0.0001394127,0.000023524,13.708903759,12.129803152,277.01947905,996.06769295,7513.6169987,1337.0695643,70.36,0,NA,0,18.49,0,0,0,0,0.1056,0.0231,0.1196,0.0551,0.1946,0.9097,0.129,1.5635,6.9697,7.08,0.005,0.02,0.001,0.01,0.04,0.1,0,0.82,0.1,0.01,0.003,0,0.001,0.01,0.02,0.1,1,1,0.6,2,0.07,1.32,0.1,0.2,0.1,0.9,0.1,0.2,0.04,0.02,0.1,0.2,0.1,0.02,0.04,0.5,0.1,0.02,0.01,1.8,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,0.5,1.566,0.129,0.035,22.214,61.792,11.469,4.764,0.677,0.651,0.019,0.8,0.954,1087.92,4.28,1,0.135338285,0,0.001804518,0.114965024,0.002919073,0.000468296,0.020499851,78.72318,14.28,12.29878333,0.030119523,0.000159222,0.5,0,0.14112122,0,0,0.0031844,0.0006556,0.0031844,0.0006556,0.0001873,0.0004683,0.0001873,NA,0.0001873,0.000562,10677,21.03201,28.36868,89700,29244,17.2,6.1,68,4.6,5.3,1.2,389.48194,22.5,0.0006762,0.9897823,0.2280099,-0.6704906,0.1837028,0.0594245,"71",385.9,"30",155.5
"4",37007,"Anson","NC",37007,1,0.002936238,0.0000086098991,0.0000041433719,0.000071381,0.000000005769436,0.000000014374,0.0000060970187,0.0000193979,0.000004579117,0.0175156284,0.00000058517981,0.0015731666,0.0000054372817,0.00000041018808,0.000001755539,0.0000172756,0.0000344459,0.5379948091,0.000000087484884,0.0000301519,0.000455152,0.4968818927,0.0031880563,0.0006711642,0.0000374152,0.0543299601,0.0000016385333,0.0000732212,0.0008792479,0.0003054315,0.0155459705,0.0000409839,0.2526543047,0.0002679842,0.0000496104,0.00000011065417,0.00000027324335,0.0000052350628,0.0005499624,0.0002768772,0.0043557892,0.047007121,0.0036582031,0.0000044962483,0.0144527226,0.00000039903889,0.00000014522652,0.000000029411667,0.0441736988,0.0000196996,0.0444133952,0.0000070754893,0.0004493938,0.0005156956,0.0005069763,0.1075012353,0.0221924138,0.000035491,0.8413840621,0.0000105658,0.0278181578,0.00000032345,0.0000138567,0.00000012540955,0.0091324916,0.00000090285562,0.0000029526292,0.0000017683829,0.0001739472,0.0016609604,0.0000577862,0.000013266,0.0000168649,0.0103648152,0.0396317958,0.5556501669,0.028268681,0.0000217628,0.0001293916,0.0000297323,0.0000215274,12.514014332,11.915160314,250.94589533,857.62762283,6349.4215261,1284.1489569,14.52,100,9.08,1.53,23.02,0.77,0,0,0,0.0925,0.0322,0.1078,0.1451,0.2433,0.9105,0.2847,1.5385,4.6064,7.92,0.004,0.02,0.001,0.053,0.005,0.85,0,1.38,0,0.004,0.002,0,0.001,0.01,0.02,0.1,1,1,0.6,2,0.07,1.32,0.1,0.2,0.1,0.9,0.1,0.2,0.04,0.02,0.1,0.2,0.1,0.02,0.04,0.5,0.1,0.02,0.01,0.5,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,9.952,0.322,0.06,27.253,37.893,16.668,3.927,0.354,0.243,0.037,0.615,0.257,754.068,2.536,3,0.059614861,0.00358968,0,0.064823693,0.001791224,0.000435213,0.022471864,22862.92663,72.9738,2128.18674,0.022221692,0.0000639975,0.2,0.04267855,0.12082664,0.0004748,0.0121068,0.0014243,0.0007517,0.0015826,0.0005539,0.0001187,0.0004352,0.0001187,0.0000396,0.0000791,0.0001978,25275,24.04389,9.950103,64300,29849,17.8,2.8,70.2,6,5.3,0.5,712.71503,40.5,0.2173691,0.9252102,0.1787153,-0.6282832,-0.3522266,-0.0696639,"138",435.7,"66",207.2
"5",37009,"Ashe","NC",37009,4,0.0035490536,0.00000029842443,0.0000021010962,0.0000757413,0.0000000000146735,0.000000012431429,0.0000057489901,0.000015208,0.000002817918,0.0105810523,0.00000029461907,0.0021952625,0.0000024515367,0.00000022028328,0.00000041525901,0.0000171276,0.0000174626,0.537603402,0.000000000095068,0.000042291,0.0001901655,0.4967202,0.00000063042088,0.0003028636,0.000028755,0.0524406711,0.0000282257,0.0001058939,0.0008409989,0.0002535994,0.0132259506,0.0000064515494,0.20648953,0.0001727076,0.00000086980112,0.000000057422159,0.00000019485714,0.0000001796927,0.000347437,0.0004230031,0.0039825011,0.0075183862,0.0028733241,0.0000046785182,0.0062787853,0.00000037671111,0.000000031862857,0.000000025485714,0.0314774567,0.0000055464069,0.2534159691,0.0000024048567,0.0004717517,0.0011277053,0.0005228818,0.0467802087,0.0227774605,0.0000467222,0.8404153025,0.00000078941487,0.0099040234,0.00000027968571,0.0000118686,0.000000026131143,0.0062841034,0.00000086240578,0.000003427974,0.0000084105805,0.0001705945,0.0018623699,0.0000580297,0.0000178899,0.0000242479,0.0097478197,0.0247876526,0.2661633209,0.0312324102,0.0000055167188,0.0000147369,0.0000535781,0.0000184218,12.523020492,12.152638132,306.3097569,847.02933311,7263.2993949,1310.6001829,83.4,30.86510264,1.92,0,33.33,0,0,0,0,0.1012,0.0208,0.1054,0.0504,0.1896,0.883,0.1145,1.4844,7.1059,7.29,0.005,0.15,0.001,0.014,0.02,0.31,0,0.65,0.1,0.006,0.003,0,0.001,0.01,0.15,0.1,1,1,0.73,2,0.07,1.32,0.1,0.2,0.1,0.9,0.1,0.2,0.04,0.02,0.1,0.2,0.1,0.02,0.04,0.5,0.1,0.02,0.01,0.5,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.03,0.5,1.547,0.152,0.04,21.618,63.985,14.561,5.791,0.886,0.737,0.056,0.869,1.54,795.1,3.986,2,1.480936637,0.000743699,0.001142275,0.077758886,0,0.000451115,0.003503708,208.36557,117.3072,52.02577381,0.050747018,0.000336825,0,0,0.11089986,0.000123,0,0.0018865,0.0006972,0.0020505,0.0005741,0.000123,0.0007792,0.000082,0.000082,0.0002051,0.0007792,24384,18.97032,21.53301,91600,28824,13.5,3.3,68.6,4.6,5.3,1.6,423.64092,25.2,-0.0604573,1.035833,0.3364494,-0.4092481,-0.2323467,0.0256475,"172",416.5,"61",141.2
"6",37011,"Avery","NC",37011,4,0.0022278074,0.00000025122173,0.0000019420286,0.0000847234,0.00000000001206,0.0000000149875,0.0000087494842,0.0000196859,0.0000042410286,0.0156389157,0.0000019198513,0.0025152105,0.0000012020708,0.00000012573001,0.00000063256505,0.0000190467,0.0000266089,0.537628853,0.0000000001037275,0.0000356523,0.0002362432,0.4967320099,0.0000048422063,0.0002943259,0.0000402451,0.0546377052,0.0000024964167,0.000071797,0.0011028286,0.0010335501,0.0188360069,0.0000200872,0.2527013039,0.0002387387,0.00000166495,0.000000069542143,0.0000002354,0.0000022315922,0.0006188745,0.0003913797,0.0031971038,0.028736766,0.0034269087,0.0000378437,0.0030763509,0.0000005793012,0.000000093184681,0.000000079754068,0.0557129081,0.0000070340742,0.0364113577,0.0000085303713,0.0004530925,0.0022746808,0.0005071878,0.0999111569,0.032708332,0.0000149229,0.8418442586,0.000000004363694,0.0165989958,0.0000003617911,0.0000202701,0.0000000266425,0.0096501459,0.0000012346132,0.00000302665,0.0000458229,0.0001852556,0.0012242971,0.0000602553,0.0000070822654,0.0000279805,0.0127819838,0.0288446198,0.4379033696,0.0364863455,0.0000263332,0.0000874518,0.0002527784,0.0000248901,13.795065094,12.422300311,392.34961606,982.5059496,7103.129,1315.1606926,41.35,0,2,0,81.31,0,0,0,0,0.0878,0.0193,0.0869,0.055,0.1704,0.7606,0.1095,1.3178,6.8889,10.94,0.005,0.35,0.001,0.018,0.037,0.15,0,1.04,0.1,0.01,0.003,0,0.001,0.01,0.35,0.1,1,1,0.6,2,0.07,1.32,0.1,0.2,0.1,0.9,0.1,0.2,0.04,0.02,0.1,0.2,0.1,0.02,0.04,0.5,0.1,0.02,0.01,0.5,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.25,0.5,0.5,1.73,0.5,1.606,0.156,0.045,17.102,70.513,14.748,5.75,1.269,0.925,0.044,0.632,1.665,650.275,3.792,2,0.026960824,0.004158914,0.010915568,0.062971512,0.000853273,0.000116503,0.000429797,92.58336,57.12,22.90978333,0.022494792,0.000322347,0.2,0.00289106,0.11895644,0.0002913,0,0.0030291,0.0014563,0.0024466,0.0005825,0.0000583,0.000466,0.0001165,0.0001748,0.000466,0.0004078,17167,19.48867,45.15993,88000,30627,15.3,4.7,70.6,7,5.2,9,515.76455,29,0.1199069,1.072274,0.2798569,-0.6828554,0.5219597,0.2492768,"105",410.7,"38",140.1
"7",37013,"Beaufort","NC",37013,3,0.0084438672,0.0000484563,0.0000041307116,0.0001237099,0.0000000055551825,0.0000000364088,0.0000198146,0.0001686626,0.0001432372,0.0145441241,0.0000027623518,0.0008788565,0.0000036443445,0.00000045933723,0.0000035438614,0.0000187402,0.000054182,0.5371732088,0.0000051779226,0.0000777634,0.0005526092,0.4975330329,0.00000063129781,0.001169557,0.0000751629,0.0614475917,0.000006662319,0.0000634451,0.0030033949,0.0005262178,0.0229797678,0.0001142702,0.1703209679,0.0007326773,0.0001508831,0.00000033746829,0.00000062686957,0.00000082280338,0.0010071653,0.0011402853,0.0067990856,0.4684891857,0.0013516228,0.0000025080479,0.0095739521,0.00000055271933,0.000000091912821,0.00000062213172,0.0916110641,0.0000646318,0.0328829793,0.0000015926888,0.0006800961,0.0004989926,0.0005166582,0.9676550671,0.3217062215,0.005709221,0.8447869931,0.0000017580971,0.0626366037,0.000000819167,0.0000382887,0.00000018731656,0.0067969678,0.0000012976182,0.0000128301,0.0000047933406,0.0001932467,0.0050587705,0.0001096653,0.00008936,0.0000267773,0.0672732698,0.0387347268,0.9640071155,0.0492706611,0.0000131751,0.000030737,0.0019740087,0.0000533545,8.5658791045,9.8805231317,460.85097485,191.2170323,5050.391558,1312.1646232,25.67,0,0.82,5.07,31.46,2.54,0,6,0,0.0942,0.0604,0.0988,0.3828,0.1914,0.7032,0.6746,1.0432,3.4956,0,0.005,0.1,0.001,0.005,0.04,0.32,0,0.96,0,0.01,0.003,0,0.001,0.01,0.1,0.1,1,1.1,0.6,2,0.07,1.32,0.1,0.2,0.1,0.9,0.1,0.2,0.04,0.02,0.1,0.2,0.1,0.02,0.04,0.5,0.1,0.02,0.01,0.99,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,0.5,3.1,0.252,0.046,20.938,35.397,4.604,3.021,0.49,0.123,0.021,0.652,0.386,301.066,1.396,3,0.049750203,0.046547894,0.0204902,0.244316137,0.020082743,0.000422617,0.004053383,190155.8241,1594.803855,18052.03516,0.021204065,0.0000603036,0.5,0.0145993,0.13185149,0.0010454,0.0189733,0.0016682,0.0008675,0.0024467,0.0006006,0.0001779,0.0005338,0.0000667,0.0001112,0.0003336,0.0005561,44958,24.90857,17.25462,81900,31066,19.5,4.7,75,6.4,5.4,1.3,0,23.7,0.6094786,0.9507933,-0.209163,-0.2890371,0.4755205,0.3950184,"329",466.5,"124",177.8
"8",37015,"Bertie","NC",37015,4,0.0020271779,0.0001155137,0.000004210611,0.0001185947,0.000000010227546,0.00000000471175,0.0000019605432,0.0000997633,0.0001039496,0.0091432414,0.000000089339167,0.0011766879,0.0000032222785,0.00000059950994,0.0000027504374,0.0000146632,0.000095639,0.5371990252,0.000006425327,0.0000296196,0.0000964091,0.4980110479,0.0000102062,0.000508599,0.0000269158,0.0542636809,0.0000004507,0.0002320109,0.0004224641,0.000130048,0.0056650697,0.0000048839567,0.1470293763,0.0000793133,0.0000785131,0.00000013161257,0.0000000739675,0.00000023499333,0.0002092876,0.0002251873,0.0016569649,0.0107346686,0.001249257,0.0000762878,0.1173807952,0.00000030152333,0.000000012371055,0.00000000969475,0.0255069555,0.0000674423,0.0294596741,0.000008105779,0.0005193537,0.001321358,0.0005085845,0.0577079405,0.0133867365,0.0003724712,0.8384387711,0.0000004824294,0.0087022086,0.0000001060075,0.0000048834443,0.000000021455543,0.0021420344,0.00000034325496,0.0000184125,0.0000024925253,0.0001441951,0.0032307341,0.0000197676,0.0001269523,0.0000096756126,0.0071832838,0.0265446769,0.1679008811,0.014037443,0.0000584047,0.0000048442055,0.0002194079,0.0000138888,9.9135685016,10.558167526,554.31469777,279.30818129,7410.2946613,1973.7624128,29.87,0,22.35,3.82,22.18,1.53,0,0,0,0.089,0.0396,0.0958,0.2355,0.1908,0.763,0.4198,1.1379,3.7644,0.28,0.005,0.29,0.001,0.012,0.04,1.23,0,0.64,0,0.01,0.003,0,0.001,0.01,0.29,0.1,1,1,0.6,2,0.07,1.32,0.1,0.2,0.1,0.9,0.1,0.2,0.04,0.02,0.1,0.2,0.1,0.02,0.04,0.5,0.1,0.02,0.01,0.93,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.77,0.5,1.748,0.228,0.044,21.47,25.949,4.618,2.552,0.325,0.107,0.018,0.623,0.392,438.805,1.891,3,0.013346717,0.059108632,0.039000314,0.18117934,0.031232293,0.000556314,0.013297334,57319.29372,60.1512,5373.35633,0.095870238,0.0000632403,0.3,0.07809304,0.19538676,0.0006069,0,0.002023,0.000708,0.0015172,0.0006069,0.0001517,0.0005057,0.0001011,0.0000506,0.0001517,0.0001011,19773,25.08072,14.44199,59200,25177,23.5,2.3,63.8,7.1,5.4,0.3,562.41169,41.4,-0.060936,1.005548,-0.3804292,-1.209734,-0.2824699,-0.5048094,"117",396.8,"61",202.1
"9",37017,"Bladen","NC",37017,3,0.0023738725,0.00000078536544,0.000003954117,0.0000210204,0.000000048695484,0.000000010703833,0.0000045906899,0.000289743,0.0000031515543,0.0131940365,0.00000010201949,0.0009489603,0.00000543591,0.00000044749863,0.0000097574223,0.0000245001,0.0000396089,0.537600885,0.00000017678613,0.0000371692,0.0001906505,0.4967201086,0.0000204887,0.0014435561,0.0000286831,0.0537256282,0.00000090875,0.0000534318,0.0014513079,0.0001235814,0.0099927272,0.0000099466603,0.1732506504,0.0004011487,0.0000118097,0.00000050205858,0.00000023898589,0.00000014156067,0.0003331231,0.0002095054,0.0039040131,0.0103941154,0.0019266931,0.0000140741,0.0030715593,0.00000026404125,0.00000002737,0.000000021895,0.0295949315,0.0000013723885,0.1307510665,0.00000068609069,0.0005644978,0.000823843,0.0005074342,0.0796085281,0.0128967613,0.0000705621,0.839505191,0.0000028066808,0.0153461189,0.0000002408,0.0000102944,0.00000040106168,0.0038780161,0.00000070951274,0.0000025389708,0.0000034460232,0.0001582872,0.0018638106,0.0000377907,0.0000324158,0.0000324307,0.0067824907,0.0392711047,0.4744207675,0.0164567533,0.0000088930456,0.0000372585,0.0000550888,0.0000169117,11.65697712,11.116479034,233.1716742,391.89734292,7302.7008379,989.44828632,42.27,92.35252733,7.91,43.95,16.8,1.29,0,0,0,0.0885,0.0416,0.0836,0.2645,0.2285,0.7822,0.4788,1.2475,3.8956,0.78,0.005,0.19,0.001,0.012,0.036,0.36,0,1.19,0.07,0.008,0.003,0,0.001,0.01,0.19,0.1,1,1,0.6,2,0.07,1.32,0.1,0.2,0.1,0.9,0.1,0.2,0.04,0.02,0.1,0.2,0.1,0.02,0.04,0.5,0.1,0.02,0.01,1.73,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,0.5,0,0.5,1.572,0.209,0.068,16.012,9.801,3.394,0.945,0.059,0.03,0.016,0.467,0.075,101.74,0.407,3,0.028631796,0.032291631,0.008260486,0.114401567,0.033205745,0.000433732,0.02029191,64108.83441,204.2486851,5873.543812,0.065486809,0.000184936,0.5,0,0.25403051,0.0010533,0.0119586,0.00158,0.0009604,0.0017659,0.0005267,0.0000929,0.0002169,0.0000929,0.0000929,0.0000929,0.0000929,32278,22.20671,15.79394,65200,26877,21,5.1,70.6,5.6,5.4,1.2,0,35.3,-0.0119186,1.040473,-1.193339,-0.5117022,-0.2533623,-0.4295949,"177",373.3,"70",149.9
