"","County","PM10_mean","PM25_mean","NO2_mean","SO2_mean","O3_mean","CO_mean","BENZENE","TOLUENE","XYLENES","Pb","Hg","As","WaterCR","Cd","Air","PCB","HCB","EOx","VyCl","TRICHLORENE","C2CL4","DCM","C3H3N","Benzidine","24D","ATRAZINE","HCCPD","pct_manure_acres","Herbicides","Fungicides","Insecticides","Per_TotPopSS_ave","med_hh_inc","pct_pers_lt_pov","med_hh_value","pct_unemp","pct_hs_more","pct_mt_10units","med_rooms","violent_rate","work_out_co","Instances"
"32","Durham",19.922115019,13.0716146,523.14640175,304.2420081,7978.4573401,1562.7597586,0.5,0.5,11.46,0.001144862,0.0005436697,0.005,0.013,0.0000603794,0.0003730853,0.1,0.1,0.0067856257,0.0164273087,0.5,0.5,0.5,0.0014144996,0.0000013710074,0.1,0.1,0.1,0.002340156,559.06859,21.513,58.32211,23.08,43337,13.4,129000,5.1,83,16.8,5.1,936.20001,25.1,"1,224"
"33","Edgecombe",13.729570248,11.338350923,255.48697261,372.23374936,7395.2610878,1849.666527,0.5,0.5,0.6,0.000508744,0.0005175866,0.005,0.016,0.0000458726,0.0000673595,0.1,0.1,0.0016558786,0.0059141067,0.5,0.5,0.5,0.0010946561,0.00000084268572,0.1,0.12,0.1,0.008731962,47226.68422,111.0582,3959.376927,58.31,30983,19.6,70800,9.6,65.6,1.7,5.2,564.59998,43.9,"312"
"34","Forsyth",20.346813531,14.297337493,1522.6589437,318.80401161,10357.008199,1133.8104777,0.5,0.5,0.5,0.0030548267,0.0005557613,0.004,0.008,0.0000732233,0.0008410263,0.1,0.1,0.0056805427,0.0164912226,0.5,0.5,0.5,0.0024077071,0.00000063890282,0.1,0.1,0.1,0.003276967,9265.612181,204.5285702,672.0709147,21.97,42097,11,114000,4.6,82,11.6,5.4,663.15002,19.3,"2,030"
"35","Franklin",14.883965713,11.693461521,387.34123738,334.21692814,7337.5708144,2222.5970323,0.5,0.5,0.5,0.0005440992,0.0005047842,0.005,0.012,0.0000306404,0.0000561831,0.1,0.1,0.001915843,0.0001878748,0.5,0.5,0.5,0.0011681256,0.0000013293406,0.1,0.1,0.1,0.007461989,18533.58058,217.8452,1184.37336,76.46,38968,12.6,101800,4.7,73.6,0.7,5.2,0,65.1,"350"
"36","Gaston",19.338293133,13.64237835,1079.9817607,286.03995833,7745.2529968,1081.3653581,0.5,0.67,1.12,0.0015730598,0.000554373,0.006,0.011,0.000063311,0.0004754532,0.1,0.1,0.0057862297,0.0124139496,0.68,0.7,0.52,0.0026277924,0.00000022382366,0.1,0.1,0.1,0.013035876,834.21554,13.4616,59.94975,34.54,39482,10.9,90300,5.7,71.4,4.8,5.2,0,37,"1,220"
"37","Gates",11.180546474,10.512098905,559.6924676,1133.574231,8916.2309876,2661.6592318,0.5,0.5,0.5,0.0005083575,0.0005195016,0,0,0.0000356096,0.0003407815,0.1,0.1,0.0013519073,0.0000289251,0.5,0.5,0.5,0.0010209246,0.00000049847915,0.1,0.1,0.1,0.012451172,28403.84782,131.5062,2432.303424,13.07,35647,17,77200,4.4,71.4,0,5.7,549.14055,65.3,"54"
"38","Graham",12.94818497,12.685847647,2543.8125334,745.31941338,7462.7347564,1003.8451334,0.5,0.5,0.5,0.000345857,0.0005021071,0.005,0.02,0.0000283541,0.000049565,0,0,0.0032335329,0.0000160275,0.5,0.5,0.5,0.0053407446,0.0000000066,0,0,0,0.000279758,455.39886,33.32,60.8237,55.39,26645,19.5,76100,5.9,68.4,0.6,5.1,521.99509,24.4,"38"
"39","Granville",14.469011042,11.501085639,446.89278771,322.0438748,7121.808204,1921.4745686,0.5,0.5,0.5,0.0009348697,0.0005123822,0.004,0.012,0.0000750574,0.0000892358,0.1,0.1,0.0022902291,0.0013564954,0.5,0.5,0.5,0.0014432822,0.0000073973794,0.1,0.1,0.1,0.001016312,5137.850841,288.1097702,535.8845647,59.29,39965,11.7,100400,4.4,73,1.4,5.4,0,46.5,"336"
"40","Greene",14.646940868,11.281214165,319.89293264,320.61060803,7617.241793,1694.6860829,0.5,0.5,0.5,0.0004231629,0.0005060797,0.005,0.013,0.0000299349,0.00005218,0.1,0.1,0.0014754989,0.0001529771,0.5,0.5,0.5,0.0009727418,0.00000072502859,0.1,0.1,0.1,0.036058144,57747.46703,322.3175702,4599.340065,15.58,32074,20.2,74300,7.3,65.4,0.9,5.3,654.89004,64.1,"96"
"41","Guilford",19.142518608,13.772679019,1035.6431817,283.01249203,10326.493878,1383.7446256,1,0.5,3.54,0.0022594353,0.0005361444,0.005,0.012,0.0000563466,0.0005294156,0.1,0.1,0.0050666261,0.0179847095,0.5,0.5,0.5,0.0018426394,0.0000011863974,0.1,0.1,0.1,0.007937224,13660.38362,285.2788,1388.04,29.13,42618,10.6,116900,5.5,83,10.9,5.3,748.55005,12.2,"2,693"
"42","Halifax",12.010932144,11.246253244,336.70785493,398.50766608,7144.8627664,1979.4377593,0.5,0.5,0.5,0.0006930755,0.0005118315,0.005,0.005,0.0000545599,0.0001573142,0.1,0.1,0.0016472398,0.005480495,0.5,0.63,0.5,0.0010556102,0.00000092348749,0.1,0.1,0.1,0.006289738,27149.87494,266.9132851,2011.972412,16.78,26459,23.9,68300,8.1,65.4,2.2,5.2,547.70001,29.5,"361"
"43","Harnett",17.210094747,11.777809894,550.4802256,253.04511301,7915.0990478,1321.3809236,0.5,0.5,0.5,0.0005703124,0.0005091814,0.005,0.014,0.0000324816,0.0000615384,0.1,0.1,0.0025917432,0.0025470107,0.5,0.5,0.5,0.0012852245,0.00000083499239,0.1,0.1,0.1,0.024834213,30006.94679,132.9322,1695.43123,14.74,35105,14.9,91200,8.3,75,0.8,5.2,1504.5,60.8,"556"
"44","Haywood",14.70322979,12.996112375,1097.9099407,595.36244698,9150.268117,1177.9132311,0.5,0.5,0.5,0.0020539616,0.0005182309,0.016,0.023,0.0003155747,0.0002030209,0.1,0.1,0.0037939859,0.0042080648,0.5,0.5,0.5,0.0044746126,0.0000000077189333,0.1,0.1,0.1,0.004611829,526.88178,42.84,71.2695,35.66,33922,11.5,99100,4.6,77.7,1.2,5.2,0,27.2,"472"
"45","Henderson",16.468754947,12.39694929,1365.619597,614.00693186,12086.030018,1273.4343595,0.5,0.5,0.5,0.0009075247,0.0005346764,0.006,0.017,0.0000513407,0.0000982244,0.1,0.1,0.0053013656,0.008074379,0.5,0.57,0.5,0.0037369036,0.000000027485723,0.1,0.1,0.1,0.032788169,6070.935073,52.36,711.5871133,46.38,38109,9.7,130100,4.6,83.2,1.5,5.4,0,25.9,"792"
"46","Hertford",10.413063441,10.699263014,425.91192119,689.1116634,8082.3306168,2137.1317396,0.6,0.5,0.81,0.0005534413,0.0005143533,0.005,0.015,0.0000360392,0.0002981196,0.1,0.1,0.001509949,0.0000350013,0.5,0.5,0.5,0.001020001,0.0000006129341,0.1,0.1,0.1,0.011353941,37081.21487,59.7252,3590.803217,46.04,26422,18.3,61700,8.7,65.6,1.2,5.5,542.8663,31.9,"110"
"47","Hoke",14.291728162,11.828062471,580.77801908,229.10583886,6961.7437498,969.73531976,0.5,0.5,0.5,0.0006124754,0.0005163885,0.005,0.016,0.0000490223,0.0000736053,0.1,0.1,0.0029302272,0.0001013895,0.5,0.5,0.5,0.0014515889,0.00000060014918,0.1,0.1,0.1,0.005097619,14041.68354,165.9696,974.31052,15.5,33230,17.7,83900,7,73.5,0.3,5.3,0,64.1,"200"
"48","Hyde",6.29122481,8.7334143252,127.53029429,229.29320223,3179.3062693,1096.4864467,0.5,0.5,0.5,0.0002742584,0.0005018936,0,0,0.000028762,0.0000342293,0.1,0.1,0.000583328,0.0000024833116,0.5,0.5,0.5,0.0005152387,0.00000021548476,0.1,0.1,0.1,0.0000636412,110681.3658,452.1564,10630.84126,5.67,28444,15.4,76500,5.3,68.4,0.5,5.4,514.73609,12.6,"22"
"49","Iredell",16.917395977,12.367975201,1055.1094315,262.79938648,7173.8754656,1615.3940608,0.55,0.5,0.89,0.0009046766,0.0005333438,0.005,0.015,0.0000538896,0.0001073155,0.1,0.1,0.0045280317,0.0070100706,0.5,0.5,0.5,0.0021618098,0.00000037460347,0.43,0.1,0.1,0.039231964,19665.25553,222.9258,1773.95752,46.32,41920,8.2,116100,4,78.4,3.1,5.5,817.29999,30.6,"832"
"50","Jackson",13.050540386,12.43118544,1106.3007345,712.65509123,8205.2620899,1070.4916876,0.5,0.5,1.17,0.0004012922,0.000504342,0.006,0.016,0.0000321723,0.0000538437,0.1,0.1,0.0040863438,0.0001439139,0.5,0.5,0.5,0.0040892094,0.0000000066,0.1,0.1,0.1,0.0000600354,17.7378,9.52,4.0911,48.07,32552,15.1,106700,10.2,78.8,2,5.1,549.69919,25.7,"203"
"51","Johnston",16.984530146,11.541288833,394.70264692,288.47367815,8152.78032,1885.9403156,0.5,2.2,0.87,0.0008371139,0.0005077943,0.005,0.016,0.00003109,0.0003393993,0.1,0.1,0.0019952513,0.0039420039,0.5,0.5,0.93,0.0012609112,0.00000091647071,0.1,0.1,0.1,0.011949604,74982.08626,392.8148,4202.20056,54.42,40872,12.8,108800,4,75.9,1.1,5.4,921.55005,54,"781"
"52","Jones",12.105957005,10.285556902,235.13547304,295.6338271,5718.6676907,1220.4398081,0.5,0.5,0.7,0.0004294873,0.0005021333,0.005,0.02,0.0000355226,0.0000478119,0.1,0.1,0.0010894759,0.0000809314,0.5,0.5,0.5,0.0007666162,0.0000004613288,0.2,0.1,0.1,0.011950161,28324.54341,303.6344851,2582.01031,6.29,30882,16.9,75100,5,72.2,1.4,5.5,660.05905,72.5,"58"
"53","Lee",15.253443712,11.902186672,628.31563028,247.15590965,6948.4614906,1385.9715197,0.5,0.5,0.5,0.0006014634,0.0005169935,0.005,0.012,0.0000383946,0.0001223678,0.1,0.1,0.0037609474,0.004883354,0.5,0.5,0.5,0.0013353512,0.00000084841718,0.1,0.1,0.1,0.014574818,9322.98704,60.2364,567.1591,27.32,38900,12.8,95100,4.6,76.3,2.8,5.3,862.5,28.4,"325"
"54","Lenoir",13.893718792,11.307080226,288.09756088,303.63703103,7715.9662385,1482.5229961,0.5,0.5,1.54,0.0008900213,0.0005165984,0.005,0.014,0.0000364694,0.00043099,0.1,0.1,0.0017282004,0.0086434946,0.5,0.5,0.5,0.0013145841,0.00000061392389,0.1,0.1,0.1,0.022184865,63253.85325,298.2426,5652.03721,10.13,31191,16.6,82600,8,71.9,2.8,5.2,1127.2,20.3,"374"
"55","Lincoln",19.195460597,12.804950102,1017.1872529,287.42062891,7566.6201319,1248.7352918,0.5,0.5,0.65,0.0009107305,0.0005382415,0.005,0.01,0.0000579601,0.0001711551,0.1,0.1,0.0048262851,0.00430749,0.5,0.5,0.5,0.0024594877,0.00000023873735,0.1,0.1,0.1,0.009903348,9527.708692,563.4638255,767.1178917,59.54,41421,9.2,104500,3.9,71.7,0.9,5.4,0,52.1,"442"
"56","McDowell",16.857388987,13.728106347,1115.1872385,392.75725715,8129.2662997,1334.1686098,0.5,0.5,0.5,0.0004935028,0.0005134843,0.017,0.013,0.0000421926,0.0000734023,0.1,0.1,0.0041774086,0.0030278382,0.5,0.5,0.5,0.0026328475,0.000000090060144,0.1,0.1,0.1,0.002796616,824.8994233,9.52,82.72002048,71.86,32396,11.6,72000,4.5,70.2,1.1,5.1,0,25.3,"296"
"57","Macon",12.039494252,12.410983506,1138.0107166,671.6709775,7094.6222946,968.17116558,0.5,0.91,0.64,0.0003718285,0.0005024871,0.005,0.02,0.0000286175,0.0000526721,0.1,0.1,0.0038757035,0.0000199656,0.5,0.5,0.55,0.00458524,0.0000000066,0.1,0.1,0.1,0.002872519,219.33468,28.56,31.9151,59.58,32139,12.6,103700,4.9,77.3,0.7,5.2,0,16.9,"258"
"58","Madison",13.281715303,12.361369851,1219.3340102,519.69323829,6882.8005506,1233.7525556,0.5,0.5,0.5,0.0005144754,0.0005117917,0.005,0.02,0.0000391103,0.0000727028,0.1,0.1,0.0037376352,0.0001083532,0.5,0.5,0.5,0.0036039018,0.000000022565101,0.1,0.1,0.1,0.001034539,331.71084,28.56,45.2022,74.39,30985,15.4,94600,5.2,69.3,1.3,5.1,524.51431,54.2,"128"
"59","Martin",10.263267155,10.647477908,231.80103262,461.529136,7086.6468253,1757.7720821,0.5,0.5,2.58,0.0004403195,0.0005075414,0.006,0.018,0.0000326579,0.0000673738,0.1,0.1,0.0013761588,0.0000397301,0.5,0.5,0.5,0.0009129598,0.00000062002215,0.64,0.1,0.1,0.0033316,18830.04029,206.8898851,1486.776042,53.04,28793,20.2,68400,8,70.7,1.1,5.4,566.7034,41.7,"176"
"60","Mecklenburg",25.767664207,14.794914122,1271.227414,269.37919976,7730.8671148,918.5581434,0.5,0.5,2.87,0.00274172,0.0006605157,0.005,0.009,0.0000737348,0.0009035726,0.1,0.1,0.0073291165,0.0194937804,0.59,0.6,0.5,0.0029101268,0.00000029906349,0.1,0.1,0.1,0.002508719,2296.1504,152.3192851,222.6808223,4.21,50579,9.2,141800,5.2,86.2,16,5.4,468.47501,9.2,"4,064"
"61","Mitchell",14.93362836,12.552199003,1105.2749634,427.35956043,7217.4599343,1321.9397256,0.5,0.5,0.5,0.0004125163,0.0005069752,0.005,0.01,0.0000359501,0.0000716049,0.1,0.1,0.003572478,0.0001535336,0.5,0.5,0.5,0.00257048,0.000000084087889,0.1,0.1,0.1,0.002096088,150.13422,71.4,32.7052,65.41,30508,13.8,78800,4.1,68.6,1.1,5.3,517.16942,30.5,"101"
"62","Montgomery",12.521117248,12.227483606,852.78090302,234.46047256,6634.0521607,1431.5797745,0.5,0.5,0.5,0.0009502898,0.000504229,0.005,0.005,0.0000291008,0.0002131866,0.1,0.1,0.0032681734,0.000029808,0.5,0.5,0.5,0.0015021638,0.0000010239802,0.25,0.1,0.1,0.017751151,2230.209091,268.5380553,297.680647,32.41,32903,15.4,77200,5.1,64.2,0.6,5,656.8629,29.6,"184"
"63","Moore",13.100170224,11.838157396,682.50457265,232.40697519,6466.3633206,1265.7997971,0.5,0.5,0.5,0.0006043367,0.0005070287,0.005,0.015,0.0000302594,0.0000694362,0.1,0.1,0.0034952364,0.0034346419,0.5,1.27,0.5,0.0013883687,0.00000076328283,0.1,0.1,0.1,0.013761301,8771.8992,77.3056,626.51934,42.81,41240,11.4,131100,5.5,82.6,2.5,5.7,372.14999,23.9,"711"
"64","Nash",14.703661313,11.521526069,400.05545654,334.0957841,7256.1885839,2069.2978434,0.53,0.5,0.75,0.0005328341,0.0005193704,0.006,0.011,0.000052261,0.0000683361,0.1,0.1,0.0022740071,0.0069725822,0.68,0.77,0.5,0.0010963432,0.000001037869,0.1,0.1,0.1,0.034040497,32300.67053,272.8346851,1682.948942,13.74,37147,13.4,95800,5.5,75.6,2.5,5.3,0,31.4,"497"
"65","New Hanover",11.604918444,10.311923196,241.29545174,241.7623726,14169.049411,1291.8654584,0.5,0.5,2.98,0.0014351258,0.0005746689,0.005,0.012,0.0000565115,0.0004040432,0.1,0.1,0.0026855225,0.0134146404,0.5,0.5,0.5,0.0008003235,0.00000026175449,0.1,0.1,0.1,0.001743947,1801.05807,NA,127.5370071,20.51,40172,13.1,135600,5.7,86.3,10.9,5.3,1273.1,9.7,"1,063"
"66","Northampton",10.884360314,11.076988566,385.73125483,489.17269594,7493.3674849,1954.8660971,0.5,0.5,0.5,0.0004780266,0.0005046644,0.005,0.01,0.0000467396,0.0002254091,0.1,0.1,0.001540749,0.000034341,0.5,0.5,0.5,0.0010419637,0.0000007949755,0.1,0.1,0.1,0.014830143,10995.3916,88.2246,803.0514871,43.54,26652,21.3,57500,8.6,62.5,0.7,5.3,582.65094,58,"151"
"67","Onslow",14.259642632,10.887213297,214.32225115,227.58437161,5840.9617043,1100.5706439,0.5,0.5,0.5,0.0008273231,0.0005071236,0.005,0.015,0.0000301645,0.0000593735,0.1,0.1,0.0015210156,0.0108590036,0.5,0.5,0.5,0.0008309358,0.00000037181205,0.1,0.1,0.1,0.006713921,42141.2278,125.031,3904.266147,26.85,33756,12.9,85900,6.9,84.3,3.4,5.1,188.5,12.1,"642"
"68","Orange",16.124133929,12.387259554,673.9674852,288.15399573,7767.7007547,1725.5344176,0.5,0.5,0.69,0.0009693398,0.0005205938,0.005,0.013,0.0000469635,0.0003205353,0.1,0.1,0.0039509171,0.0119820992,0.5,0.5,0.5,0.0013722911,0.0000011884242,0.1,0.1,0.1,0.008123863,3938.88466,74.6016,370.61028,20.33,42372,14.1,179000,3.7,87.6,17.3,5.1,401.54999,42.4,"604"
"69","Pamlico",7.3769881078,9.2357962036,179.95237175,417.96475884,3510.3717761,1017.1039097,0.5,0.5,0.5,0.0004189252,0.0005076094,0.005,0.009,0.000063335,0.0000545977,0.1,0.1,0.0008295298,0.0000399735,0.5,0.5,0.5,0.0006950934,0.00000034635949,0.1,0.1,0.1,0.001089075,61023.31183,12196.527,7682.28566,27.11,34084,15.3,89900,5.7,75.2,0.2,5.3,553.9311,48.1,"116"
"70","Pasquotank",11.862471486,10.454152372,409.64279786,1263.8961454,7390.1045211,3639.9811892,0.5,0.5,0.5,0.0006512631,0.0005135158,0.005,0.005,0.0000332596,0.0000779292,0.1,0.1,0.0019015284,0.0071148449,0.5,0.5,0.5,0.001041741,0.00000035664609,0.1,0.1,0.1,0.003535923,127738.7967,25782.203,15861.65522,19.21,30444,18.4,85500,9.8,76.8,3,5.6,838.59998,22.9,"206"
"71","Pender",11.598661959,10.280773728,269.47260507,265.45370594,10579.240631,1250.3816476,0.5,0.5,6.25,0.0004864633,0.0005437307,0.005,0.009,0.0000350344,0.0000856686,0.1,0.1,0.0013564807,0.0000319673,0.5,0.5,0.5,0.000706034,0.00000034233305,0.15,0.1,0.1,0.00583525,35403.10902,134.5308,3096.12405,71.5,35902,13.6,113400,5.7,76.8,1.7,5.3,0,61.8,"313"
"72","Perquimans",10.898378628,10.210207356,365.76262862,942.04615866,7047.0180992,2891.1325505,0.5,0.5,0.65,0.0004058694,0.0005051694,0.005,0.005,0.0000283276,0.0000718189,0.1,0.1,0.0011258947,0.000030997,0.5,0.5,0.5,0.0009017674,0.00000040645009,0.1,0.1,0.1,0.013120193,83101.98752,2405.3168,7203.32558,8.93,29538,17.9,82800,5.9,71.9,0.9,5.4,544.39567,62.2,"108"
"73","Person",13.786732568,11.574564191,526.01804541,312.6164352,7169.4802587,1693.4552945,0.5,0.5,1.49,0.0007598725,0.0005312109,0.005,0.013,0.0002654688,0.0001340196,0.1,0.1,0.0024747708,0.0006514759,0.5,0.5,0.5,0.0013600851,0.0000014808448,0.1,0.1,0.1,0.002857501,11832.73397,229.901,1115.31425,72.12,37159,12,90400,4.7,74.9,0.6,5.4,0,41.9,"235"
