"","County","HWYPROP","RYPROP","fatal_rate","pct_pub_transport","rate_al_pn_gm_env","rate_ent_env","rate_ed_env","rate_food_env_neg","rate_food_env_pos","rate_hc_env","rate_rec_env","rate_trans_env","rate_civic_env","to_unit_rate"
"654","Marshall",0.02927567,0.24540093,0.000607,0.6,0.0007587,0.0003794,0.0006829,0.0006829,0.0016692,0.0016692,0.0000759,NA,NA,0.0092564
"655","Mason",0.02317743,0.19231148,0.0003741,0.2,0.0011223,0.0002494,0.0006859,0.0006859,0.0016835,0.0025564,0.0004365,NA,0.0001247,0.0124704
"656","Massac",0.05310198,0.25272327,0.000066,0.3,0.0002638,0.0002638,0.0006596,0.0007915,0.0021766,0.0025724,0.0002638,0.0001979,0.0001319,0.0153684
"657","Menard",0,0.24435668,0.0007208,0.2,0.0004805,0.0000801,0.0009611,0.0003204,0.0010412,0.0016018,0.0001602,NA,0.0000801,0.0244274
"658","Mercer",0.01724452,0.19441679,0.0004718,0,0.0005897,0.0002359,0.0008846,0.0006487,0.0006487,0.0017102,0.0002359,0.0001179,NA,0.0056024
"659","Monroe",0.00944183,0.207095,0.0009776,0.8,0.000869,0.000181,0.0005793,0.0006155,0.0018828,0.0025707,0.0001448,0.000181,NA,0
"660","Montgomery",0.03149697,0.21218814,0.0011745,0.2,0.0008809,0.0003262,0.0005872,0.0009135,0.0016312,0.0027078,0.0003262,0.0001305,0.0000652,0.0105703
"661","Morgan",0.06697808,0.21908767,0.0007374,0.4,0.0004916,0.000355,0.0013109,0.0007647,0.0012563,0.0035504,0.0004097,0.0000546,0.0001366,0.0168506
"662","Moultrie",0.01393714,0.19089018,0.0010499,0.2,0.0006999,0.00035,0.0011899,0.0008399,0.0011899,0.0027997,0.00028,0.00007,0.00021,0
"663","Ogle",0.03252259,0.2683615,0.000823,0.4,0.0005683,0.0004899,0.0010974,0.0006858,0.0015089,0.0020771,0.0001764,0.000098,NA,0.0053104
"664","Peoria",0.04406651,0.25421206,0.0002235,2,0.0007087,0.0004198,0.0006378,0.0007196,0.0016246,0.0039688,0.000278,0.0000654,0.0001145,0.0155043
"665","Perry",0,0.23014276,0.0006062,0.3,0.0004763,0.0000866,0.0004763,0.0009093,0.0012124,0.0025981,0.0002165,0.0001299,NA,0.0158916
"666","Piatt",0.05323402,0.21551521,0.0001222,0.2,0.00055,0.0003666,0.0019554,0.00055,0.0014665,0.0021998,0.0002444,0.0001222,0.0000611,0.0036664
"667","Pike",0.0675176,0.16769084,0.0006903,0.4,0.0002301,0.0002301,0.0012655,0.0009779,0.0017257,0.0022434,0.0002876,NA,0.0000575,0.0134607
"668","Pope",0,0.27565011,0,0.3,NA,NA,NA,0.0004532,0.0004532,0.0009064,0.0002266,NA,0.0002266,0.0278722
"669","Pulaski",0.07774374,0.22539658,0.0008165,0.8,0.0002722,0.0001361,0.0009526,NA,0.0016331,0.001497,0.0002722,NA,0.0002722,0.0182363
"670","Putnam",0,0.24488568,0.0001643,0.3,0.0009859,0.0006572,0.0013145,0.0004929,0.0016431,0.0013145,0.0001643,NA,NA,0
"671","Randolph",0,0.20661942,0.0004426,0.3,0.0007376,0.0003836,0.0008556,0.0009441,0.0014162,0.0024489,0.0001475,0.0002065,0.0000885,0.0079958
"672","Richland",0.02197457,0.19142871,0.0002477,0.2,0.0003715,0.0002477,0.0006192,0.0011765,0.0012385,0.0033439,0.0003096,0.0001238,NA,0.0095981
"673","Rock Island",0.05583132,0.21837935,0.0002209,1.4,0.0006962,0.0003749,0.0007766,0.0007029,0.001687,0.0032737,0.0002008,0.0000603,0.0000803,0.0151566
"674","St. Clair",0.0367714,0.19969964,0.0004959,2.9,0.0006443,0.0003046,0.0009294,0.0006951,0.0015269,0.0029678,0.0001835,0.0001015,0.0000469,0.0287135
"675","Saline",0,0.25524439,0.0002244,0.7,0.0003741,0.0004115,0.0005611,0.0010848,0.0014215,0.0041148,0.0002244,0.0001122,0.0000374,0.0230427
"676","Sangamon",0.05496791,0.20525925,0.0002223,1.7,0.0006774,0.0004657,0.0011696,0.0007409,0.0017782,0.003784,0.0002964,0.0001323,0.0001588,0.0155278
"677","Schuyler",0.04815948,0.16294282,0.0001391,0,0.0004173,0.0002782,0.0008346,0.0012519,0.0019474,0.0019474,0.0001391,0.0001391,0.0001391,0
"678","Scott",0.07109445,0.21794156,0.0003612,0.1,0.0007224,0.0001806,0.0019866,0.000903,0.0010836,0.0012642,0.0001806,NA,NA,0.0189633
"679","Shelby",0.01361375,0.18281169,0.0005679,0.6,0.0001747,0.0002621,0.000961,0.0007426,0.0011357,0.0015725,0.0003931,0.0000437,NA,0.0071201
"680","Stark",0,0.32602487,0.0006317,0.1,0.0003159,NA,0.0003159,0.0006317,0.0007896,0.0020531,0.0003159,0.0001579,NA,0
"681","Stephenson",0.0319651,0.2535697,0.0002858,0.6,0.0004696,0.0004083,0.0012863,0.0007758,0.0016334,0.0030217,0.0001429,0.0001225,0.0000613,0.0092897
"682","Tazewell",0.04483281,0.22876806,0.0002646,0.5,0.0004592,0.0003425,0.0007005,0.0008406,0.0013776,0.0022259,0.0002101,0.0000623,0.0000311,0.0030432
"683","Union",0.04166637,0.23565272,0.0013666,0.8,0.0005467,0.0002187,0.0005467,0.0007653,0.00164,0.0028973,0.000164,0.0001093,NA,0.0189143
"684","Vermilion",0.02018996,0.21077289,0.0004409,0.6,0.0006077,0.0002979,0.0010367,0.0007269,0.0010725,0.0020258,0.0002264,0.0000953,0.0000119,0.0176003
"685","Wabash",0,0.25990399,0.0002319,0.1,0.0004638,0.0001546,0.0008503,0.000773,0.0008503,0.0022416,0.0003092,0.0000773,0.0000773,0.0120584
"686","Warren",0.07083353,0.17982264,0.000427,0.1,0.0006405,0.0002669,0.0008006,0.0005338,0.0014412,0.0021884,0.0001601,0.0000534,0.0001601,0.0206031
"687","Washington",0.05570218,0.24170884,0.0005281,0.6,0.0008582,0.000198,0.0009242,0.0003961,0.0012543,0.0021785,0.0003301,0.000066,0.000066,0
"688","Wayne",0.04994245,0.14900778,0.0001166,0.7,0.0002332,0.0002332,0.0006414,0.0006997,0.0008746,0.0022739,0.0004081,0.0000583,0.0000583,0.0177832
"689","White",0.02360999,0.21983108,0.0005855,0.4,0.0005205,0.0000651,0.0005205,0.0009759,0.001106,0.0026674,0.0003253,0.0001301,0.0000651,0.0116453
"690","Whiteside",0.05439527,0.24399649,0.0001649,0.7,0.0007419,0.0002638,0.0005606,0.0006925,0.0015333,0.0028688,0.0002803,0.0000824,0.0001154,0.009068
"691","Will",0.04109302,0.20802034,0.0003862,4.1,0.0003225,0.0002509,0.0006471,0.0005137,0.0011508,0.0017222,0.0001533,0.0001414,0.0000398,0.0046987
"692","Williamson",0.0299054,0.20231871,0.0004894,0.1,0.0004731,0.0004242,0.0005384,0.000881,0.0014846,0.0036055,0.0002773,0.0001142,0.0000326,0.0205886
"693","Winnebago",0.04137731,0.22541752,0.0003484,1.1,0.0004059,0.0004346,0.0009734,0.0006286,0.0016378,0.003563,0.0002191,0.000079,0.0000862,0.0173265
"694","Woodford",0.0468794,0.22969843,0.0003947,0,0.0002537,0.0003383,0.0002537,0.0007894,0.0012687,0.0014379,0.0001128,NA,0.0000282,0.0085709
"695","Adams",0.03993533,0.09474224,0.0006245,0.3,0.0003271,0.0002379,0.0004164,0.0005651,0.0013086,0.0018439,0.0002082,NA,0.0000595,0.0052937
"696","Allen",0.06461948,0.15268141,0.0001748,0.8,0.0004821,0.0004249,0.00044,0.000678,0.001347,0.0027633,0.0001989,0.0000693,0.0000814,0.0108272
"697","Bartholomew",0.03496964,0.13981921,0.000322,0.5,0.000294,0.000308,0.0005739,0.0007419,0.0013579,0.0024218,0.000294,0.00007,0.000042,0.011353
"698","Benton",0.04537916,0.15476641,0.0005307,0.6,0.0005307,0.0002123,0.0003184,0.0002123,0.0011676,0.0018045,0.0001061,NA,0.0001061,0
"699","Blackford",0,0.10452838,0.0003559,0.3,0.000783,0.0002136,0.0006407,0.0005695,0.0012101,0.0017084,0.0002136,0.0001424,0.0000712,0
"700","Boone",0.05692457,0.15524296,0.0006073,0.1,0.000282,0.0003253,0.0006073,0.0008459,0.0011929,0.0022773,0.0000868,0.0001084,0.0000651,0
"701","Brown",0,0.09229134,0.0001337,0.7,0.0003343,0.0017383,0.000468,0.0006017,0.0021395,0.0016046,0.000468,NA,NA,0
"702","Carroll",0,0.13308224,0.0002975,0.4,0.0004959,0.0000992,0.0004463,0.0005951,0.0015869,0.0014381,0.0001984,0.0000496,0.0000496,0
"703","Cass",0.03024001,0.12890493,0.0002688,1.1,0.0005864,0.0003665,0.0004886,0.0006841,0.0012705,0.0025654,0.0002443,0.0000733,0.0000977,0.0069142
"704","Clark",0.03817628,0.15917057,0.0001348,0.7,0.0004043,0.0002384,0.000311,0.0007049,0.0014201,0.0021561,0.0001451,0.0001037,0.0000622,0.011962
"705","Clay",0.0242426,0.13396272,0.0003013,0.4,0.0004895,0.0002259,0.0006778,0.0006778,0.0011673,0.0023347,0.0003389,0.0000377,NA,0.0156274
"706","Clinton",0.01962943,0.17231614,0.001004,0.6,0.0003839,0.0001772,0.0003248,0.0007382,0.001565,0.0019784,0.0002067,NA,0.0000886,0
"707","Crawford",0.04837776,0.14641327,0.0003723,0.7,0.0005585,0.0001862,0.0001862,0.0013963,0.0015824,0.0006516,0.0003723,NA,0.0001862,0
"708","Daviess",0.02528236,0.09949654,0.0008048,0.1,0.0003689,0.0002347,0.0004024,0.0006372,0.0012072,0.0026492,0.0003353,0.0001341,0.0000671,0.0063716
"709","Dearborn",0.07568922,0.11107647,0.0004121,0.5,0.0004771,0.0004771,0.0005856,0.0008675,0.0016916,0.002776,0.0004338,0.0000868,0.0001084,0.0010844
"710","Decatur",0.06271877,0.17122393,0.0009774,0.1,0.000733,0.0004072,0.0005294,0.000733,0.0020362,0.0027693,0.0000814,0.0000407,0.0001629,0.0119324
"711","De Kalb",0.03559233,0.17074741,0.0006454,0.3,0.0004468,0.0002482,0.0005709,0.0008936,0.0013653,0.0018617,0.0002979,NA,0.0001241,0
"712","Delaware",0.04444609,0.15346342,0.0001937,1.1,0.0005894,0.0003368,0.0004378,0.0008588,0.0014482,0.0029806,0.0002105,0.0000926,0.0000842,0.0136483
"713","Dubois",0.02818551,0.12605803,0.0003781,0,0.0004789,0.0004033,0.0003025,0.0011847,0.0021425,0.0034531,0.0003277,0.0000504,0.0000252,0.0012603
"714","Elkhart",0.03906751,0.17420447,0.0003392,0.5,0.0002735,0.000383,0.0005197,0.0007167,0.0016522,0.0025056,0.0002298,0.0000711,0.0000383,0.0094042
"715","Fayette",0,0.15721239,0.0000391,0,0.0003908,0.0001563,0.0003126,0.000977,0.0015242,0.0022667,0.0001954,0.0000391,0.0000782,0.0146944
"716","Floyd",0.06944782,0.12115678,0.000353,0.7,0.000353,0.0002259,0.0003671,0.0004377,0.0013696,0.0024286,0.0001412,0.0000141,0.0000706,0.0210807
"717","Fountain",0.03648716,0.17913804,0.0004456,0,0.0005013,0.0001114,0.0002228,0.0008355,0.0012811,0.0016152,0.0001671,NA,0.0001114,0
"718","Franklin",0.01005984,0.18602403,0.0009029,0.1,0.0004514,0.000316,0.0003612,0.0008577,0.0021218,0.0018961,0.0001806,0.0000451,0.0000451,0.0045145
"719","Fulton",0.02896455,0.12038442,0.0004388,0.4,0.0005363,0.0002438,0.0004875,0.0007801,0.0013651,0.0022427,0.0002438,0.0000488,0.0000488,0.008532
"720","Gibson",0.04541551,0.10995102,0.0007385,0.2,0.0005538,0.0001846,0.0004,0.0011077,0.0012923,0.0024,0.0002154,0.0001538,0.0000308,0
"721","Grant",0.02890537,0.15988891,0.0002725,0.4,0.0004359,0.0003678,0.0004359,0.000722,0.0012397,0.0022615,0.000218,0.0000681,0.0000272,0.0094138
"722","Greene",0,0.16797915,0.000181,0.1,0.0004826,0.0003318,0.0004524,0.0010857,0.0009349,0.0019905,0.0003016,0.0000302,0.0000302,0.0139035
"723","Hamilton",0.03074166,0.16091638,0.0003338,0.2,0.000197,0.0003502,0.0006184,0.0008427,0.0014611,0.0027963,0.0002298,0.0000602,0.0000711,0.0010124
"724","Hancock",0.0369192,0.14886063,0.0003069,0.1,0.0002347,0.0003611,0.0005416,0.0007221,0.0012457,0.002022,0.0001805,0.0000542,0.0000542,0
"725","Harrison",0.03467324,0.12912764,0.0005535,0.1,0.0002039,0.0001748,0.0002039,0.0006118,0.0013401,0.0018063,0.0003205,0.0000874,0.0000583,0
"726","Hendricks",0.03412036,0.14710186,0.0001729,0.2,0.0001921,0.0002882,0.000586,0.0006725,0.0010471,0.0019886,0.0001729,0.0000384,0.0000672,0
"727","Henry",0.03702265,0.15680855,0.0004948,0.2,0.0003917,0.0002474,0.0003711,0.0007215,0.0013606,0.0019584,0.0003917,0.0000412,0.0000825,0.0095242
"728","Howard",0.02181527,0.17384123,0.0002236,0.4,0.0005179,0.0003296,0.0002472,0.0009298,0.0013417,0.0025305,0.0003178,0.0000824,0.0000471,0.0144296
"729","Huntington",0.08734117,0.18459665,0.0002101,0.2,0.0004202,0.0004465,0.0004202,0.0008667,0.0017597,0.0016546,0.0001576,0.0000263,0.0000525,0
"730","Jackson",0.06397996,0.11361045,0.000508,0.4,0.0003629,0.0002419,0.000629,0.0008225,0.0022015,0.0026612,0.0003871,0.0000968,0.0000242,0.0038224
"731","Jasper",0.05868299,0.11566558,0.0006657,0.3,0.000466,0.0002996,0.0001997,0.0006657,0.0015644,0.0019639,0.000233,NA,0.0000333,0
"732","Jay",0.01967995,0.12397836,0.0001376,0.2,0.0005962,NA,0.0005503,0.0007796,0.0012841,0.0016051,0.0001376,0.0000459,0.0000459,0.0022929
"733","Jefferson",0.0195935,0.14306661,0.0002839,0.6,0.0002839,0.0003469,0.0005362,0.0008201,0.0012616,0.0024602,0.0003785,0.0000315,0.0000631,0
"734","Jennings",0.02201058,0.06192071,0.0006896,0.3,0.0003629,0.000254,0.0003992,0.000617,0.0013428,0.0012339,0.000254,NA,NA,0
"735","Johnson",0.0343659,0.15103626,0.0003125,0.1,0.0002344,0.0003125,0.0004253,0.0005989,0.0011197,0.0020571,0.0001823,0.000026,0.0000781,0
"736","Knox",0.07131198,0.13596036,0.0002293,0.2,0.0005095,0.0003821,0.0003821,0.0010444,0.0015794,0.0035918,0.0003566,0.0001528,0.0001528,0.0292439
"737","Kosciusko",0.02714699,0.15042068,0.0006076,0.6,0.0004321,0.0003241,0.0005131,0.0008777,0.0019039,0.002147,0.0004321,0.000054,0.000081,0.002363
"738","Lagrange",0.04873081,0.14763411,0.0005729,0.5,0.0002005,0.0004297,0.000401,0.0005443,0.0013177,0.0016615,0.0002005,NA,0.0000573,0
"739","Lake",0.04899617,0.18771445,0.0002869,3.2,0.0005943,0.0002353,0.000454,0.0007326,0.0014921,0.0030275,0.0001321,0.0001011,0.0000454,0.013895
"740","La Porte",0.05386533,0.21049829,0.0005813,1,0.0006993,0.0004723,0.0003996,0.0009264,0.0015712,0.0034603,0.0002815,0.0000363,0.0000999,0.0043413
"741","Lawrence",0.06170269,0.12753194,0.0003049,0.5,0.0003266,0.0003702,0.0006315,0.0006751,0.0013937,0.0027873,0.0002395,NA,0.0001307,0.0073603
"742","Madison",0.02067406,0.1634804,0.0003374,0.5,0.0004649,0.0002924,0.0003374,0.0007274,0.0012898,0.002482,0.0001725,0.0000375,0.000075,0.0119228
"743","Marion",0.05481896,0.15533977,0.0002789,2.3,0.0004614,0.0003277,0.0006229,0.0007787,0.0015294,0.002716,0.0001569,0.0000744,0.0001278,0.017478
"744","Marshall",0.07001511,0.12066215,0.0005318,0.4,0.0003324,0.000421,0.0005318,0.0010415,0.0017949,0.0027477,0.0002659,0.0000886,0.0000886,0.0037892
"745","Martin",0.04511438,0.04111481,0.0012537,0.1,0.0004822,0.0002893,0.0005786,0.0005786,0.0017359,0.0015431,0.0000964,0.0001929,NA,0
"746","Miami",0.08185379,0.11874541,0.0004434,0.5,0.0003603,0.0003326,0.0002494,0.0004157,0.0012194,0.0018846,0.0001663,0.0000277,0.0000831,0.0087855
"747","Monroe",0.03969391,0.13590452,0.0001576,1.8,0.0002903,0.0004728,0.0008211,0.0008046,0.0016838,0.0035832,0.000365,0.0000995,0.0000415,0.0132213
"748","Montgomery",0.03799805,0.182495,0.0003455,0.2,0.0003721,0.0002658,0.0003455,0.0007707,0.0011959,0.0024183,0.0004784,0.0000797,0.0000532,0.0132079
"749","Morgan",0.05067163,0.13470121,0.0002849,0.3,0.0001949,0.0001649,0.0004199,0.0006148,0.0011096,0.0016494,0.0001649,0.00003,0.000075,0
"750","Newton",0.02664776,0.17725586,0.0008238,0.5,0.0009611,0.0000687,0.0006865,0.0006865,0.0018536,0.001579,0.000206,NA,NA,0
"751","Noble",0,0.1519716,0.0001945,0.3,0.0003241,0.0003458,0.0005186,0.0007131,0.0013182,0.0019449,0.0003025,0.0000432,0.0001729,0.0039546
"752","Ohio",0,0.15914485,0.0001778,0,0.0001778,0.0005335,0.0001778,0.0005335,0.0007114,0.0017784,0.0003557,NA,NA,0
"753","Orange",0.04015963,0.08822488,0,0.1,0.0006216,0.0003626,0.0001554,0.000777,0.0016057,0.0021237,0.000259,0.0000518,0.0000518,0
"754","Owen",0,0.13762139,0.0005508,0.1,0.0002295,0.0001377,0.0002295,0.0005049,0.0006885,0.0009639,0.0002295,0.0000459,0.0000459,0
"755","Parke",0,0.16422412,0.000348,0.2,0.000406,0.000174,0.00029,0.000638,0.001276,0.001914,0.000058,0.000174,0.000058,0.0077142
"756","Perry",0.03121069,0.16866809,0.0007408,0.2,0.0007408,0.0001587,0.0002646,0.0010053,0.0014286,0.0020107,0.0004762,0.0000529,0.0000529,0.0235462
"757","Pike",0,0.15256569,0.0004674,0.1,0.0005453,0.0000779,0.0003895,0.0005453,0.0008569,0.0017917,0.0000779,NA,0.0000779,0
"758","Porter",0.07116354,0.15971486,0.0002384,1.3,0.0003542,0.0002861,0.0003883,0.0007834,0.0014987,0.003297,0.0002044,0.0000954,0.0000749,0
"759","Posey",0.032559,0.11953696,0.0002217,0,0.0005543,0.0003326,0.0003326,0.0004434,0.0009238,0.0012195,0.0002217,NA,0.000037,0.0106057
"760","Pulaski",0,0.1234037,0.0005816,0.3,0.0006543,0.0002908,0.000727,0.0008724,0.0015267,0.0027626,0.0003635,NA,0.0002908,0
"761","Putnam",0.03591664,0.15026852,0.0001666,0.1,0.0003054,0.0002499,0.0003609,0.0008051,0.0013604,0.0019712,0.0001943,0.0000278,0.0001111,0.0051084
"762","Randolph",0.02325444,0.11966222,0.000365,0.2,0.000365,0.0002555,0.0004379,0.0006934,0.0015693,0.0024817,0.000292,NA,0.000073,0.0058757
"763","Ripley",0.05757476,0.12004419,0,0.3,0.0005655,0.0004147,0.0002639,0.0004901,0.0018852,0.0032048,0.0004147,0.0001131,0.0000377,0
"764","Rush",0.00011063,0.1529552,0.0010405,0.8,0.0004381,0.0001643,0.0007119,0.0010405,0.0012048,0.0019714,0.0001095,NA,0.0001095,0
"765","St. Joseph",0.05066591,0.1842882,0.0002071,1.2,0.0005385,0.0003314,0.0004858,0.0006929,0.0017322,0.0033702,0.0001808,0.0001205,0.0000979,0.0141739
"766","Scott",0.04535247,0.13281779,0.0003484,0.4,0.0004355,0.0001742,0.000392,0.0010453,0.0012631,0.0026132,0.0003049,NA,NA,0
"767","Shelby",0.04875709,0.13194406,0.0001381,0.3,0.0002762,0.0001841,0.0003683,0.0007596,0.0014961,0.0021176,0.0001611,0.0000921,0.000023,0
"768","Spencer",0.04757622,0.13065039,0.0003433,0.1,0.0004414,0.0003433,0.0003923,0.0005395,0.0013241,0.0015693,0.0001471,NA,NA,0.0070619
"769","Starke",0.02912502,0.14892486,0.0001274,0.2,0.0004245,0.0002547,0.0003396,0.000849,0.0018679,0.0012736,0.0002123,NA,NA,0
"770","Steuben",0.08224592,0.16866575,0.0009333,0.5,0.0006925,0.0004516,0.0003613,0.0008731,0.0020774,0.0019871,0.0004215,0.0000602,0.0000602,0.0068646
"771","Sullivan",0.04399826,0.07891551,0.0002758,0,0.0005517,0.0000919,0.0005057,0.0009195,0.0016551,0.0017011,0.0002299,NA,0.0000919,0.0119075
"772","Switzerland",0,0.17418893,0.0008825,0,0.0003309,0.0001103,NA,0.0003309,0.0011031,0.0005516,0.0001103,NA,NA,0
"773","Tippecanoe",0.0317223,0.18835944,0.0002618,1.5,0.0003692,0.0004364,0.0004498,0.0006982,0.0014702,0.0025243,0.0002148,0.0000806,0.000047,0.0080897
"774","Tipton",0.03826873,0.12584324,0.0004223,0,0.0003619,0.000181,0.0003619,0.0006636,0.0010858,0.002413,0.0003016,0.0001206,0.000181,0
"775","Union",0.03791407,0.18993196,0,0,0.0004082,0.0004082,0.0004082,0.0006804,0.0009525,0.0013607,0.0008164,NA,NA,0
"776","Vanderburgh",0.04033549,0.17822736,0.0003315,1.2,0.0004537,0.0003897,0.0003781,0.0007794,0.0016403,0.0030304,0.0002385,0.0000931,0.0001221,0.0173334
"777","Vermillion",0.14325888,0.0954258,0.000417,0.2,0.0010722,0.0001191,0.0001787,0.0006552,0.0016083,0.0005957,0.0001787,NA,0.0000596,0
"778","Vigo",0.0540662,0.139063,0.0002456,0.3,0.0006613,0.0003873,0.0005291,0.000907,0.0018801,0.0038924,0.0001795,0.0000945,0.0001228,0.0168544
"779","Wabash",0.03227569,0.14126945,0.0003432,0.2,0.0003719,0.0002574,0.0001144,0.0007723,0.0014302,0.002746,0.0003432,0.0000572,0.0002002,0
"780","Warren",0.07098248,0.18127337,0.0008315,0,0.0007127,NA,0.0002376,0.0001188,0.0003563,0.0005939,0.0002376,NA,0.0002376,0
"781","Warrick",0.04714397,0.15468919,0.0006872,0.2,0.0002673,0.0002864,0.0002291,0.0005345,0.0010309,0.0020808,0.0001336,0.0000191,0.0000382,0
"782","Washington",0.00903716,0.15816579,0.0004041,0.4,0.0004041,0.0003673,0.0005877,0.0005143,0.0012857,0.0016897,0.0004408,0.0001469,0.0000367,0.0069794
"783","Wayne",0.07273588,0.13096022,0.0003516,0.6,0.0005204,0.0004923,0.000422,0.0009283,0.0013643,0.0027146,0.0001828,0.0000844,0.0001407,0.0081157
"784","Wells",0.00230619,0.15179514,0.0001449,0.4,0.0002536,0.0002899,0.0006884,0.0006884,0.0013406,0.0017029,0.0001812,NA,NA,0
"785","White",0.05783823,0.09353873,0.0009894,0.2,0.0004749,0.0003166,0.0008707,0.0009894,0.0022163,0.0016227,0.0004749,0.0000792,NA,0
"786","Whitley",0.04102392,0.15755768,0.0003582,0.2,0.0002931,0.0003582,0.0004559,0.0009118,0.001498,0.0020516,0.0003582,NA,0.0000651,0
"787","Adair",0.03956628,0.1092918,0.0031542,0.4,0.0004853,0.0007279,0.0006066,0.0013345,0.0013345,0.0032755,0.0004853,0.0001213,0.0002426,0
"788","Adams",0.02911875,0.10592052,0,0.7,0.0011156,0.0002231,0.0006693,0.0011156,0.002008,0.0049085,0.0006693,0.0004462,0.0002231,0.0111557
"789","Allamakee",0.00202665,0.19092641,0.0005451,0.1,0.0008859,0.0002726,0.0000681,0.0010903,0.0018399,0.0018399,0.0002726,NA,0.0001363,0.0277342
"790","Appanoose",0,0.15183264,0.0010203,0.2,0.000583,0.0001458,0.0002915,0.0007288,0.0013847,0.0029152,0.0006559,NA,0.0001458,0.0144304
"791","Audubon",0.03009927,0.11770479,0,0.1,0.0008785,0.0004392,0.0002928,0.0005857,0.0014641,0.0020498,NA,NA,NA,0
"792","Benton",0.01490581,0.1903837,0.000079,0.3,0.0004742,0.0002371,0.0001581,0.0009878,0.0008298,0.0020152,0.0003556,0.0000395,0.000079,0
"793","Black Hawk",0.07503979,0.19529026,0.0002656,0.8,0.0005078,0.0004531,0.0003203,0.0007734,0.0016327,0.0033122,0.0002812,0.0000625,0.0001172,0.0142565
"794","Boone",0.03265678,0.17124163,0.0001525,0.2,0.0004576,0.0003813,0.0003051,0.0006864,0.0014109,0.0025549,0.0003051,0.0000763,0.0000381,0
"795","Bremer",0.06635949,0.13475265,0.0005145,0.2,0.000343,0.0003001,0.000686,0.000686,0.0016292,0.0026581,0.0003859,0.0001286,0.0001286,0.0020579
"796","Buchanan",0.05943642,0.16233774,0.0003319,0.3,0.0007111,0.0003793,0.0003319,0.0009008,0.0015171,0.0019912,0.0003319,NA,0.0001896,0
"797","Buena Vista",0.01974084,0.18253648,0.000098,0.2,0.0003919,0.0004409,0.000245,0.0007349,0.0019597,0.0032336,0.0003919,NA,0.000147,0
"798","Butler",0,0.18344498,0.000196,0.2,0.000392,0.0002614,0.0001307,0.0009801,0.0016988,0.0018948,0.0001307,NA,NA,0
"799","Calhoun",0.02016063,0.15640361,0.0001799,0.2,0.0003599,0.0006298,0.0004498,0.0008997,0.0017994,0.002789,NA,NA,0.0003599,0
"800","Carroll",0.04149041,0.11806594,0.0004668,0.7,0.0006069,0.0004201,0.0005135,0.0007002,0.0018206,0.0048084,0.00014,0.00014,0.00014,0.0447225
"801","Cass",0.06297654,0.11556963,0.0001362,0.4,0.0007491,0.0004086,0.0004086,0.0010215,0.0021111,0.003337,0.0005448,0.0000681,0.0002043,0
"802","Cedar",0.06088205,0.14400734,0.0007148,0.3,0.0004399,0.000165,0.0002199,0.0006048,0.0009897,0.0024193,NA,NA,0.000055,0
"803","Cerro Gordo",0.0632891,0.17044548,0.0003445,1.2,0.0006674,0.0006674,0.0004091,0.001098,0.001787,0.0041122,0.0004737,0.0002584,0.0001938,0.0205395
"804","Cherokee",0,0.17361433,0.0006904,0.1,0.0009206,0.0004603,0.0002301,0.0008439,0.0016878,0.0034522,0.0004603,NA,0.0001534,0
"805","Chickasaw",0.06527393,0.13497046,0.0002291,0.4,0.00084,0.0005346,0.0006109,0.0010691,0.00168,0.0022146,0.0001527,0.0003055,0.0001527,0.0061092
"806","Clarke",0.07766035,0.05123805,0.000657,0.7,0.0008759,0.0001095,0.0005475,0.000657,0.0019709,0.0029563,0.0003285,0.000219,0.0005475,0
"807","Clay",0.0471629,0.14998114,0.0002878,0.6,0.0008059,0.0006908,0.0005756,0.0012088,0.0016694,0.0037417,0.0004029,0.0001151,0.0000576,0.0300484
"808","Clayton",0.01756523,0.19093909,0.0006425,0.2,0.0004819,0.0006425,0.0003212,0.0008031,0.0018203,0.0023557,0.0002142,0.0000535,0.0000535,0
"809","Clinton",0.06542121,0.16345,0.0002792,0.8,0.0008375,0.0002991,0.0002991,0.0008774,0.0015155,0.0039084,0.0001795,0.0000399,0.0000798,0.0094518
"810","Crawford",0.03402063,0.11219678,0.0001771,0.1,0.0011805,0.0004722,0.0005902,0.0006493,0.0020068,0.002302,0.0002951,0.000118,NA,0
"811","Dallas",0.0301009,0.17842557,0.0002945,0.3,0.000319,0.0003436,0.0005399,0.0009571,0.0011534,0.0019632,0.0002209,0.0000982,0.0000491,0
"812","Davis",0.0285229,0.08733951,0.0003512,0.7,0.0003512,0.0007025,0.0007025,0.0009367,0.0009367,0.00281,0.0003512,0.0002342,NA,0
"813","Decatur",0.05122136,0.14171391,0.0009207,0.7,0.0005754,0.0006905,0.0004604,0.0005754,0.0014961,0.0021867,NA,NA,0.0003453,0.0048337
"814","Delaware",0.03875243,0.17823184,0.000163,0.2,0.0005977,0.000326,0.0003804,0.0005977,0.0013584,0.0020104,0.0002717,0.0000543,0.0001087,0
"815","Des Moines",0.06294023,0.08441116,0.0002833,0.6,0.0007084,0.0005431,0.0005431,0.0010625,0.0016765,0.0040377,0.0004959,0.0001417,0.0001417,0.1051923
"816","Dickinson",0.0320259,0.164117,0.000548,0.1,0.0010351,0.0004871,0.0006089,0.0011568,0.0028008,0.0034705,0.0009133,0.0000609,0.0001827,0.0086459
