"","County","HWYPROP","RYPROP","fatal_rate","pct_pub_transport","rate_al_pn_gm_env","rate_ent_env","rate_ed_env","rate_food_env_neg","rate_food_env_pos","rate_hc_env","rate_rec_env","rate_trans_env","rate_civic_env","to_unit_rate"
"2505","Smith",0.04492761,0.12879933,0.0010163,0.4,0.0001129,NA,0.0005646,0.0007904,0.0014679,0.0020325,0.0002258,0.0000565,0.0000565,0.0039521
"2506","Stewart",0.03280458,0.09884712,0.000485,0.5,0.0000808,0.0002425,0.000485,0.0010509,0.0017785,0.0012126,0.0005659,0.0000808,0.0001617,0
"2507","Sullivan",0.03717225,0.18907316,0.0003594,0.2,0.0001437,0.0003202,0.000477,0.0008102,0.0015485,0.0026528,0.0002614,0.000098,0.0000719,0.0153089
"2508","Sumner",0.00668065,0.15197216,0.0003833,0.3,0.0002453,0.0002913,0.0004063,0.0006056,0.0014718,0.0021541,0.0001993,0.000115,0.000046,0.0042622
"2509","Tipton",0.0400721,0.12720739,0.0005851,0.3,0.0002731,0.000078,0.0003316,0.0007217,0.0010727,0.0015408,0.000156,0.000039,0.0000585,0.004798
"2510","Trousdale",0,0.14616328,0.000551,0.3,0.0002755,NA,0.0009643,0.0009643,0.0012398,0.0017909,0.0001378,0.0001378,0.0002755,0.0046838
"2511","Unicoi",0.11638157,0.15058645,0.0001132,0,NA,0.0002264,0.0001698,0.0009056,0.0016981,0.0018113,0.0001132,0.0000566,0.0001132,0.004132
"2512","Union",0,0.09224852,0.0005054,0,0.0001123,0.0002246,0.0005054,0.0005054,0.00146,0.0009546,0.0002246,0.0001123,NA,0
"2513","Van Buren",0.08326973,0.07820597,0.0009078,0.3,0.0001816,NA,0.0001816,0.0003631,0.0005447,0.0001816,0.0001816,NA,NA,0
"2514","Warren",0.04080017,0.14313482,0.000627,0.2,0.0003396,0.0002874,0.0006009,0.0007315,0.002064,0.0025081,0.000209,0.0000784,0.0000523,0.0113126
"2515","Washington",0.02830399,0.1531431,0.0002612,0.4,0.0002892,0.0004478,0.0004478,0.0008116,0.001903,0.0032557,0.0003078,0.000084,0.0000466,0.0117819
"2516","Wayne",0.02598266,0.11185606,0.0010094,0.8,0.0002969,0.0001188,0.0005344,0.0005344,0.0022563,0.0017813,0.0002969,NA,NA,0
"2517","Weakley",0.03447951,0.14700788,0.0000573,0.2,0.0001719,0.0003439,0.0004585,0.0008311,0.0010317,0.0017481,0.0001719,NA,0.0000287,0.0128099
"2518","White",0.06019675,0.09325842,0.0010822,0.1,0.0003463,0.0001731,0.0004761,0.0006926,0.0015583,0.0023807,0.0002164,0.0000866,NA,0.0070124
"2519","Williamson",0.0445384,0.16386604,0.0002606,0.2,0.0002448,0.0007502,0.0005922,0.0008212,0.002061,0.0036008,0.0002448,0.000079,0.0001027,0.0023453
"2520","Wilson",0.05136562,0.17238816,0.000518,0.3,0.0002365,0.0002702,0.000563,0.0007319,0.0015877,0.0021507,0.0002365,0.0001013,0.0000338,0.0039861
"2521","Anderson",0.01654557,0.24198113,0.0003811,0.3,0.0001996,0.0004174,0.0003266,0.0006351,0.0013428,0.0025767,0.000254,0.0000363,0.0000363,0.0071313
"2522","Andrews",0.06403736,0.20358399,0.001538,0.1,0.0001538,0.0005383,0.0004614,0.0008459,0.0023839,0.0025377,0.0003076,NA,0.0000769,0
"2523","Angelina",0.06251053,0.10349471,0.0006489,0.1,0.0000998,0.0004368,0.0006115,0.0007613,0.0018096,0.0031574,0.0002371,0.0000874,0.0000874,0.0050418
"2524","Aransas",0,0.19998985,0.0010224,0.2,0.0006668,0.0011557,0.0005779,0.0010224,0.0022225,0.0023114,0.0011557,0.0002223,NA,0.0145797
"2525","Archer",0.06270701,0.22906269,0.0010165,0.2,0.0002259,0.0004518,0.0003388,0.0006777,0.0005647,0.0006777,0.0002259,NA,0.0001129,0.0722837
"2526","Armstrong",0.07428908,0.12218795,0.0004655,0.2,NA,0.0004655,NA,0.0009311,0.0027933,0.0018622,0.0004655,NA,NA,0
"2527","Atascosa",0.04062788,0.18448251,0.0008543,0,0.0002071,0.0003624,0.0003365,0.0007508,0.0018898,0.0016309,0.000233,0.0000518,NA,0.0065238
"2528","Austin",0.02546824,0.25013384,0.000763,0.1,0.0005935,0.0006783,0.000763,0.000975,0.0024587,0.001738,0.0002967,NA,0.000212,0.3069097
"2529","Bailey",0.02945099,0.17333228,0.0006066,0,NA,0.0001517,0.0006066,0.0007583,0.0022748,0.0040946,0.000455,NA,0.0001517,0
"2530","Bandera",0,0.12616934,0.0016435,0.1,0.0005101,0.0009634,0.00034,0.0003967,0.0014168,0.0011901,0.0007368,0.0000567,0.0000567,0
"2531","Bastrop",0.04539511,0.16991379,0.0009873,0.2,0.0003291,0.0007275,0.0005196,0.0006755,0.0021132,0.0012991,0.0002425,0.0000346,0.0000866,0.0054735
"2532","Baylor",0.11783205,0.13585239,0,0,0.0002443,0.000733,0.0002443,0.0019546,0.0029318,0.0021989,0.0004886,NA,0.0002443,0.0430002
"2533","Bee",0.02126246,0.25414076,0.0008962,0.6,0.0005254,0.0001545,0.000309,0.0006799,0.0015761,0.0018542,0.0003708,0.0001236,NA,0.0166878
"2534","Bell",0.03858445,0.14518863,0.0006681,0.3,0.0003488,0.0005127,0.000853,0.0009035,0.0018363,0.0018363,0.0001891,0.0000756,0.000084,0.0169094
"2535","Bexar",0.05810375,0.17942048,0.0002843,3.3,0.0004386,0.0005305,0.0005722,0.0006942,0.0018601,0.0028759,0.0001795,0.0000732,0.0000675,0.0159706
"2536","Blanco",0.0601987,0.12992571,0.0019007,0.3,0.0004752,0.000594,0.0010691,0.0008316,0.0022571,0.0023759,0.0002376,NA,0.0002376,0.0059397
"2537","Borden",0,0.19852615,0.005487,0,NA,0.0013717,NA,0.0013717,0.0013717,NA,NA,NA,NA,0
"2538","Bosque",0,0.19314602,0.0002906,0.2,0.0001744,0.0006975,0.0002906,0.0007556,0.0014532,0.0013369,0.000465,NA,0.0000581,0.0041851
"2539","Bowie",0.07069319,0.193276,0.0006271,0.2,0.0003583,0.0006383,0.0006718,0.001075,0.0021387,0.0041319,0.0003471,0.0000784,0.0001456,0.0168298
"2540","Brazoria",0,0.23294548,0.0003557,0.3,0.0003599,0.0005501,0.0008272,0.0008024,0.0017455,0.0020557,0.0003309,0.000062,0.0000414,0.0024238
"2541","Brazos",0.03544867,0.27842007,0.0005183,1,0.0003937,0.000807,0.0007545,0.001076,0.0021323,0.0029065,0.0003477,0.0001115,0.0000919,0.0144474
"2542","Brewster",0.07264803,0.23275246,0.0007895,0,0.0010151,0.0018046,0.0010151,0.0004512,0.0038349,0.0034965,0.0004512,0.0001128,0.0002256,0.0195127
"2543","Briscoe",0,0.18957144,0.001676,0,0.0005587,NA,0.0005587,0.0022346,0.0011173,0.0011173,0.001676,NA,NA,0
"2544","Brooks",0,0.27423171,0.0023821,0,0.0005015,0.0002508,0.0007523,0.0013791,0.0028837,0.0018806,NA,0.0001254,0.0003761,0.0384905
"2545","Brown",0.03508546,0.17523411,0.0003451,0.3,0.0003982,0.0004512,0.0007167,0.0010087,0.0019642,0.0037161,0.0004247,0.0000265,0.0001062,0.0211552
"2546","Burleson",0,0.23783649,0.0004857,0,0.0003036,0.0003643,0.0007893,0.0007893,0.0022465,0.0007893,0.0002429,0.0000607,NA,0.0024287
"2547","Burnet",0.02102545,0.14954623,0.001025,0.1,0.0003221,0.0005857,0.0003807,0.0011421,0.0019914,0.0028699,0.0004978,0.0001171,0.0001171,0.0107476
"2548","Caldwell",0.04393549,0.22987397,0.0007765,0.2,0.0004038,0.000497,0.0003106,0.0007765,0.0017705,0.0016152,0.0001242,0.0001242,0.0000932,0.008573
"2549","Calhoun",0,0.17809029,0.0009202,0.2,0.0006296,0.0002422,0.0005328,0.0011624,0.002567,0.0015499,0.0008234,0.0001937,0.0001937,0.0074103
"2550","Callahan",0.04662658,0.22235452,0.0009299,0,0.0002325,0.0003874,0.0003874,0.0010074,0.0017823,0.0013948,0.00031,0.0000775,0.0000775,0.0127857
"2551","Cameron",0.0312537,0.13865898,0.0003222,0.8,0.0002327,0.0002595,0.0003908,0.0007637,0.00159,0.0021448,0.0001283,0.0001134,0.0000567,0.0206099
"2552","Camp",0.02519032,0.23734811,0.0020781,0.2,0.0006061,0.0004329,0.0002598,0.0005195,0.0022513,0.0024245,0.0002598,NA,0.0000866,0.0099576
"2553","Carson",0.09977123,0.18156652,0.0021486,0,0.0001535,0.0006139,NA,0.0003069,0.002302,0.0010743,0.0001535,NA,NA,0
"2554","Cass",0.02624564,0.23672564,0.0004928,0.4,0.0003285,0.0005585,0.0003614,0.001117,0.0017741,0.0020698,0.0004271,0.0001314,0.0000329,0.0067021
"2555","Castro",0.00312376,0.21083705,0.0003621,0.1,0.0003621,0.0002414,0.0006035,0.0004828,0.0016898,0.0019312,0.0001207,NA,NA,0
"2556","Chambers",0.07620454,0.31137219,0.0019208,0,0.0003457,0.0001537,0.0003457,0.0007299,0.0016903,0.0010372,0.0002689,NA,NA,0
"2557","Cherokee",0.0509618,0.18690569,0.0012002,0.3,0.0002143,0.0004072,0.0003858,0.0008573,0.0015217,0.0024218,0.0002143,0.0000429,0.0000857,0.010716
"2558","Childress",0.10965893,0.1820175,0.0002601,0,0.0003902,0.0002601,0.0002601,0.0011707,0.0022112,0.0026015,0.0003902,0.0001301,0.0001301,0.0104058
"2559","Clay",0.06304943,0.23311696,0.0030892,0.2,0.0000909,0.0001817,0.0007269,0.000636,0.0013629,0.0009086,0.0000909,0.0000909,NA,0.0038161
"2560","Cochran",0,0.27078151,0.0010724,0.5,NA,0.0002681,NA,0.0005362,0.002681,0.0010724,NA,NA,NA,0
"2561","Coke",0.01116091,0.1938731,0,0.2,NA,0.0002588,0.0002588,0.0002588,0.0028468,0.0020704,0.0015528,NA,NA,0.0186335
"2562","Coleman",0.04979641,0.14608914,0.000758,0.1,0.0006497,0.0005414,0.0003249,0.0012994,0.0021657,0.002274,0.0005414,0.0002166,0.0001083,0.0195994
"2563","Collin",0.04081431,0.20834426,0.0002319,0.8,0.0001159,0.0006976,0.0008746,0.0006976,0.0018854,0.0028149,0.0002563,0.0001281,0.0000386,0.0494859
"2564","Collingsworth Cou",0.03773266,0.1966294,0.0021834,0,NA,NA,0.0006238,0.0009357,0.0028072,0.0031192,0.0003119,NA,NA,0.0102932
"2565","Colorado",0.06517739,0.17101919,0.0032859,0.5,0.0006866,0.0006866,0.0007357,0.0009809,0.002207,0.0026484,0.0002943,0.0000981,0.000049,0
"2566","Comal",0.0363639,0.15171366,0.0009356,0.1,0.0004358,0.0009741,0.0005383,0.001051,0.0022814,0.0032812,0.0005896,0.0000641,0.0000385,0.0059215
"2567","Comanche",0.02546773,0.21708656,0.0003565,0,0.0003565,0.0004278,0.0009269,0.0012833,0.0024241,0.0028518,0.0000713,0.0000713,NA,0.0111935
"2568","Concho",0.06139884,0.13495627,0.0005043,0.3,0.0005043,NA,0.0002521,0.0015129,0.0010086,0.001765,0.0007564,NA,NA,0.0090772
"2569","Cooke",0.0715505,0.22744299,0.00088,0.8,0.000385,0.0005225,0.00066,0.000935,0.002145,0.0026675,0.000385,0.0001375,0.0000825,0.0114402
"2570","Coryell",0.02780469,0.15715489,0.0004135,0.2,0.0000667,0.0002801,0.0005868,0.0005068,0.0008803,0.0007602,0.00012,0.0000267,0.00004,0.0026408
"2571","Cottle",0.03433587,0.1484652,0.0031513,0.2,NA,NA,NA,0.0010504,0.0015756,0.0015756,0.0010504,NA,0.0005252,0.0315126
"2572","Crane",0.12688784,0.18199538,0.002002,0,0.0002503,0.0007508,0.0002503,0.0015015,0.002002,0.0032533,0.0005005,0.0005005,NA,0
"2573","Crockett",0.09572672,0.20107699,0.0009758,0.3,0.000244,0.0004879,0.0009758,0.0017077,0.0029275,0.0014638,0.000244,NA,NA,0.0683093
"2574","Crosby",0.04219125,0.17947549,0.0005656,0.2,0.0001414,0.0005656,0.0005656,0.0008484,0.0011312,0.002121,NA,NA,0.0001414,0.0179581
"2575","Culberson",0.07134299,0.05177305,0.0026891,1.1,0.0003361,0.0003361,0.0006723,0.0006723,0.0053782,0.0023529,0.0003361,NA,NA,0.0117647
"2576","Dallam",0.03542382,0.1622494,0.0038573,0.5,0.0009643,0.0004822,0.0001607,0.0020894,0.002893,0.0014465,0.0004822,0.0003214,0.0001607,0
"2577","Dallas",0.06230333,0.27000694,0.0002907,3.6,0.0003511,0.0005805,0.0007423,0.0008473,0.002398,0.0032566,0.0002127,0.0001537,0.0000635,0.0047564
"2578","Dawson",0.04909679,0.10712149,0,0.1,0.0000667,0.0008008,0.0003337,0.0006673,0.0019353,0.0023357,0.0003337,0.0000667,0.0000667,0.0118785
"2579","Deaf Smith",0.02813366,0.21049858,0.0003771,0.5,0.0001616,0.0001616,0.0003771,0.0009159,0.0025322,0.0024783,0.0003233,0.0000539,NA,0
"2580","Delta",0,0.29247827,0.0016895,0.3,0.0001877,0.0003754,NA,0.0007509,0.0030036,0.0015018,0.0003754,NA,0.0001877,0.0157687
"2581","Denton",0.05727619,0.19322005,0.0003534,0.7,0.0002056,0.0005843,0.0009007,0.0007575,0.0016952,0.0024874,0.0002772,0.0000716,0.0000508,0.0123748
"2582","DeWitt",0.0460872,0.24489223,0.0009494,0.1,0.0005496,0.0004497,0.0006496,0.0011992,0.0020986,0.0024484,0.0005996,0.0000999,0.0000999,0.020037
"2583","Dickens",0.05389861,0.15571012,0,0.7,0.0003621,0.0003621,0.0003621,0.0007241,0.0025344,0.0010862,0.0007241,NA,NA,0.0094135
"2584","Dimmit",0.06186518,0.14107115,0.0014637,0.3,0.0001952,NA,0.0008782,0.0012685,0.0012685,0.0024395,0.0000976,NA,0.0001952,0.025566
"2585","Donley",0.08404307,0.1223974,0.0002612,0,0.0002612,0.0002612,0.0013062,0.0013062,0.0010449,0.0020899,0.0013062,NA,NA,0.0185475
"2586","Duval",0.05960787,0.19571753,0.0009146,0,0.0002287,NA,0.0003049,0.0007622,0.0014482,0.0012957,0.0001524,0.0000762,NA,0.0128811
"2587","Eastland",0.04892304,0.2316953,0.0007105,0.1,0.0003279,0.0003826,0.0004919,0.001257,0.002678,0.0022955,0.0002186,0.0000547,0.0000547,0.0179811
"2588","Ector",0.07325337,0.19212046,0.0003798,0.2,0.0007183,0.0005697,0.0006853,0.0010485,0.0021631,0.0031208,0.000322,0.000066,0.0000495,0.0092138
"2589","Edwards",0.00907856,0.14298414,0.0023127,0.3,0.0004625,NA,NA,0.0004625,0.0013876,0.0004625,NA,NA,NA,0
"2590","Ellis",0.09449915,0.21373818,0.0003951,0.8,0.0001347,0.0005208,0.0005208,0.0007453,0.0018678,0.0019037,0.0002335,0.0000718,0.0000359,0.0020654
"2591","El Paso",0.04362454,0.13232129,0.0002237,2.2,0.0003399,0.0003531,0.0006798,0.0006077,0.0015523,0.001876,0.0001736,0.0000471,0.0000383,0.0174715
"2592","Erath",0.05632725,0.16833267,0.0006666,0.1,0.000303,0.001,0.0004545,0.0007273,0.0020302,0.0025454,0.0002424,0.0000303,0.0000909,0.0022424
"2593","Falls",0.05277444,0.2297489,0.001292,0.2,0.0002153,0.000323,0.0004845,0.0008613,0.0017765,0.0017227,0.000323,0.0001077,NA,0.0127584
"2594","Fannin",0.02436995,0.23404069,0.0005121,0.3,0.000128,0.0003201,0.0003521,0.0007362,0.0020805,0.0022726,0.0002881,0.000032,0.000096,0.0139876
"2595","Fayette",0.08715748,0.22460216,0.0005962,0.1,0.0008255,0.0008255,0.0005504,0.0014676,0.0025225,0.0039901,0.0002293,0.0000459,0.0001376,0.1324986
"2596","Fisher",0.00140464,0.15738174,0.0025322,0.2,NA,0.0002302,0.0006906,0.0002302,0.0020718,0.0020718,0.0002302,NA,NA,0.0322284
"2597","Floyd",0,0.22549369,0.0002574,0.4,NA,0.0006434,0.0005147,0.0006434,0.002445,0.0020589,NA,NA,0.0001287,0.028053
"2598","Foard",0,0.18224082,0,0,NA,0.001233,NA,0.001233,0.0018496,0.0024661,NA,NA,0.0006165,0.0184957
"2599","Fort Bend",0.01878983,0.1878867,0.0003809,1.7,0.0002962,0.000553,0.0009818,0.0007787,0.0018761,0.0026492,0.0001918,0.000127,0.0000282,0.0575508
"2600","Franklin",0.03677188,0.2149449,0.0002115,0.3,0.0002115,0.0004229,0.0004229,0.0006344,0.001586,0.0022203,0.0002115,NA,0.0003172,0.0144851
"2601","Freestone",0.07722497,0.18456505,0.0005597,0,0.0002239,0.0004478,0.0008955,0.0008395,0.0022388,0.001847,0.0001679,NA,0.000056,0.0061566
"2602","Frio",0.0565684,0.1989581,0.0007384,0.1,0.0003077,0.0000615,0.0002461,0.0007999,0.0011076,0.0020921,0.0000615,0.0000615,0.0001231,0.0143982
"2603","Gaines",0.08346467,0.06152203,0.0011751,0,NA,0.0002765,0.0003456,0.0006221,0.0022811,0.0015207,0.0004147,0.0001382,NA,0.0043547
"2604","Galveston",0.01903952,0.19998445,0.0003358,1.4,0.0006916,0.0006236,0.0009194,0.0008954,0.0022026,0.0027063,0.0003518,0.0000959,0.000044,0.0100217
"2605","Garza",0.12319746,0.17190031,0.0020525,0,0.0006158,0.0012315,0.0014368,0.001642,0.0028736,0.0024631,0.0004105,NA,NA,0.0184729
"2606","Gillespie",0.04157926,0.10816906,0.0008168,0.1,0.0003844,0.0014413,0.0007687,0.0009128,0.0040838,0.0040357,0.0006246,0.0001922,0.0001922,0
"2607","Glasscock",0.01993536,0.11100913,0,0,NA,NA,0.0007112,0.0014225,NA,NA,NA,NA,NA,0
"2608","Goliad",0.04574051,0.35882115,0.0025982,0.5,0.0005774,0.0005774,0.0002887,0.0008661,0.0021651,0.0017321,0.000433,0.0001443,NA,0.0067841
"2609","Gonzales",0.06019788,0.22059274,0.002201,0.3,0.0005368,0.0004295,0.0003758,0.0008052,0.0015568,0.0020399,0.000161,0.000161,0.0000537,0.0156216
"2610","Gray",0.05042748,0.20716621,0.0005276,0.2,0.0006155,0.0008794,0.0004836,0.0010552,0.0018466,0.0035174,0.0004397,0.0001319,0.0000879,0.0005276
"2611","Grayson",0.06381492,0.16993639,0.0007957,0.2,0.0003707,0.0007505,0.0006149,0.0008861,0.0020164,0.0039152,0.0003888,0.0000543,0.0000904,0.0052082
"2612","Gregg",0.0420578,0.22427629,0.0007542,0.2,0.0007183,0.0007003,0.0007003,0.0014545,0.0025588,0.0046418,0.0003591,0.0000898,0.0001437,0.0089424
"2613","Grimes",0.02144261,0.19010785,0.0014012,0.2,0.0003821,0.0004671,0.0005095,0.000552,0.0017833,0.0014012,0.0001698,0.0000425,0.0000425,0.0042884
"2614","Guadalupe",0.0428316,0.20615567,0.0002696,0.2,0.0003819,0.000674,0.0005055,0.000674,0.0016625,0.0017187,0.0001685,0.0000337,0.0000899,0.0130865
"2615","Hale",0.03475626,0.18913705,0.000683,0.2,0.0001366,0.0004645,0.0004371,0.0007923,0.0020764,0.0027594,0.0003005,0.0001912,0.0000546,0.0115841
"2616","Hall",0.03629009,0.19269023,0,0.3,0.0002644,NA,0.0002644,0.0013221,0.0026441,0.0015865,0.0007932,NA,NA,0.0211528
"2617","Hamilton",0.04518742,0.20986199,0.0012152,0.1,0.0001215,0.000243,0.0009722,0.0003646,0.0023089,0.0031596,0.0006076,NA,0.000243,0.0106939
"2618","Hansford",0,0.3458084,0.0011175,0,NA,0.0005588,0.000745,0.0009313,0.0026076,0.00149,0.0005588,0.0001863,NA,0.0018625
"2619","Hardeman",0.0639834,0.22021625,0.0006351,0,0.0002117,0.0002117,0.0012701,0.0010584,0.0021169,0.0019052,NA,NA,0.0006351,0.0429721
"2620","Hardin",0.04752665,0.14078542,0.0009777,0,0.0001872,0.00052,0.0006865,0.0010817,0.0015809,0.0015393,0.0003744,0.0000624,NA,0
"2621","Harris",0.04961111,0.23259531,0.0003105,4.1,0.0005355,0.000514,0.0008357,0.000901,0.0021914,0.0031989,0.0002203,0.00014,0.0000712,0.0017453
"2622","Harrison",0.06328775,0.23499414,0.0010304,0.2,0.0002415,0.0005313,0.0004508,0.0007406,0.0017872,0.002238,0.0002093,0.0000322,0.0000805,0.0256963
"2623","Hartley",0.05543653,0.19413345,0.0025284,0,0.0001806,0.0007224,NA,0.0001806,0.0019866,0.0019866,NA,NA,NA,0
"2624","Haskell",0.04501046,0.13671866,0.0001641,0.1,0.0003282,0.0008206,0.0004924,0.001313,0.0019695,0.0034466,0.0001641,0.0001641,0.0001641,0.0180535
"2625","Hays",0.03653315,0.16932319,0.0003996,0.6,0.0003791,0.0010657,0.0005226,0.0010145,0.0021724,0.002449,0.0001947,0.0000717,0.0001742,0.0055129
"2626","Hemphill",0.08670399,0.20589067,0.0023873,0,0.0002984,0.0011937,0.0005968,0.0020889,0.0029842,0.0038794,0.0002984,0.0005968,0.0002984,0.0059684
"2627","Henderson",0,0.21270074,0.0006141,0.1,0.0003275,0.0006005,0.0003002,0.0007779,0.0018696,0.0021016,0.0005049,0.0000409,0.0000273,0.0051039
"2628","Hidalgo",0.02151499,0.13694891,0.0004074,0.3,0.0002511,0.0002177,0.000425,0.0007744,0.0016419,0.0022126,0.0000931,0.0001106,0.0000386,0.0155041
"2629","Hill",0.03463562,0.1934025,0.001021,0.1,0.0002166,0.0003094,0.0005879,0.0010829,0.0021967,0.0016707,0.0003094,0.0001238,0.0001238,0.0019801
"2630","Hockley",0.01793464,0.214157,0.0003082,0.3,0.0003522,0.0004402,0.0007924,0.0009245,0.002069,0.0017169,0.0001761,0.0001321,0.000088,0.0238598
"2631","Hood",0,0.20807707,0.000438,0,0.0003163,0.0007786,0.0007299,0.0012165,0.0022628,0.003017,0.0007543,0.0000973,0.000073,0.0024331
"2632","Hopkins",0.04076797,0.26145148,0.0011577,0.1,0.0000939,0.0004068,0.0005006,0.0008448,0.0019086,0.0026283,0.0003442,0.0000626,0.0000939,0.0007822
"2633","Houston",0,0.22584217,0.0006038,0.4,0.0001725,0.0003451,0.0001725,0.0005607,0.0019409,0.0025016,0.0001294,0.0000431,NA,0.0025879
"2634","Howard",0.09364991,0.12575262,0.0006245,0.2,0.0004758,0.000565,0.0004163,0.0011598,0.0015761,0.0033901,0.0002379,0.000119,0.0000595,0.0108841
"2635","Hudspeth",0.0859377,0.05028847,0.0056818,0.1,0.000299,0.000299,NA,0.000299,0.0011962,NA,0.000299,NA,NA,0
"2636","Hunt",0.04791625,0.22224816,0.0008878,0.1,0.0003003,0.0005092,0.0005092,0.0010706,0.0017364,0.0024936,0.0005092,0.0000522,0.0000653,0.0135516
"2637","Hutchinson",0,0.28542167,0.0000419,0.2,0.0003772,0.0004192,0.0005868,0.0007545,0.0021377,0.0031437,0.0005449,0.0000838,0.0000838,0.0085509
"2638","Irion",0,0.21675791,0,0.2,NA,0.0005647,NA,0.0022586,0.0022586,0.0005647,0.0011293,NA,NA,0
"2639","Jack",0.08548944,0.20187501,0.0007988,0.1,0.0002282,0.0005706,0.001027,0.0006847,0.0012553,0.0015976,NA,NA,0.0001141,0.0015976
"2640","Jackson",0.03870134,0.26322859,0.0011118,0,0.000278,0.0003474,0.0004864,0.0011813,0.0015287,0.0022236,0.0000695,0.0000695,0.0000695,0.011257
"2641","Jasper",0.06186246,0.12996439,0.0010673,0.2,0.000309,0.0005056,0.0005056,0.0011235,0.0019099,0.0025278,0.0003651,NA,0.0001123,0.0566509
"2642","Jeff Davis",0.04158809,0.1707391,0.0009062,0,NA,0.0009062,0.0004531,0.0004531,0.004531,0.0013593,0.0004531,NA,NA,0
"2643","Jefferson",0.02437406,0.22779133,0.0004166,0.9,0.0004642,0.000611,0.0005634,0.0009998,0.002321,0.0040825,0.0003372,0.000123,0.0000714,0.0228208
"2644","Jim Hogg",0,0.27345184,0.0009468,0,0.0003787,NA,0.0003787,0.0013255,0.0035978,0.0020829,0.0001894,0.0001894,NA,0.0142019
"2645","Jim Wells",0.0281502,0.18023485,0.0008391,0.3,0.0003814,0.0002797,0.0004831,0.0009917,0.001958,0.0025428,0.0002034,0.0000509,0.0001017,0.0143925
"2646","Johnson",0.05934688,0.15783299,0.0003549,0.1,0.0001025,0.0006466,0.0004101,0.0006466,0.0015456,0.0018374,0.0001893,0.0000631,0.0000158,0.0029572
"2647","Jones",0.04995435,0.10849253,0.0003368,0.1,0.0001443,0.0000962,0.0004811,0.0007217,0.0013952,0.0012028,0.0002406,0.0000481,NA,0.0815492
"2648","Karnes",0,0.29406552,0.0005827,0,0.0005827,0.0005179,0.0007769,0.0006474,0.0023307,0.0018128,0.0000647,0.0001295,0.0001295,0.0106824
"2649","Kaufman",0.04459758,0.26240631,0.0011779,0.2,0.0004347,0.0005048,0.0006731,0.0008133,0.0020052,0.0020333,0.0003225,0.0000421,0.0000561,0.0074601
"2650","Kendall",0.06116451,0.20202203,0.0008002,0.1,0.0002527,0.0016005,0.0008424,0.0006739,0.002148,0.0029061,0.0004212,0.0000842,0.0001685,0.0042539
"2651","Kenedy",0.15529294,0,0.0072464,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178744
"2652","Kent",0,0.17644697,0.0023283,0,NA,NA,NA,NA,NA,0.0023283,NA,NA,NA,0
"2653","Kerr",0.04209761,0.11641026,0.0005956,0.3,0.000504,0.0016265,0.000756,0.0009621,0.0024741,0.0046503,0.0004811,0.0001145,0.0000916,0
"2654","Kimble",0.06767858,0.12507028,0.0011191,0,0.0004476,0.0004476,0.0002238,0.0011191,0.0042525,0.0020143,0.0002238,NA,NA,0.0089526
"2655","King",0.0699874,0.05118298,0,0,0.002809,NA,NA,0.002809,NA,0.002809,0.002809,NA,NA,0
"2656","Kinney",0.03555257,0.08450739,0.0026635,0.4,0.0005919,0.0002959,0.0005919,0.0002959,0.0008878,0.0011838,0.0005919,NA,NA,0.0142054
"2657","Kleberg",0.04829552,0.06923556,0.0001902,0.2,0.0007924,0.0004121,0.0003487,0.0010143,0.0022188,0.0022188,0.0001268,0.0001268,0.0001268,0.1226346
"2658","Knox",0.05037704,0.15531116,0,0.1,NA,NA,0.0002351,0.0007054,0.0016459,0.001881,0.0002351,NA,0.0004703,0.0251587
"2659","Lamar",0.04536716,0.21562918,0.000701,0.3,0.0002887,0.0004536,0.0006804,0.0012371,0.0024743,0.0041032,0.0003299,0.0000412,0.0000825,0.0122271
"2660","Lamb",0.03591064,0.18446945,0.0008158,0.1,0.000068,0.0004759,0.0004759,0.0006799,0.0015637,0.0021076,0.0002719,0.000068,0.000136,0.0012237
"2661","Lampasas",0.06292028,0.13455548,0.0014075,0,0.0003378,0.000563,0.000563,0.0007319,0.0013512,0.0020268,0.0003941,0.0000563,0.0001689,0.001126
"2662","La Salle",0.09545174,0.15179951,0.0008524,2.3,0.0005114,NA,0.0005114,0.0006819,0.0022162,0.0017047,NA,NA,0.0001705,0.0182407
"2663","Lavaca",0.02354418,0.27197591,0.000937,0.2,0.0004685,0.0004685,0.0009891,0.0009891,0.0015617,0.0019261,0.0003644,0.0001041,NA,0.0070276
"2664","Lee",0.05026699,0.16912028,0.0012774,0,0.0003193,0.0004471,0.0007664,0.0007664,0.0028102,0.0024909,0.0003832,0.0000639,NA,0
"2665","Leon",0.0593753,0.22257575,0.0021519,0.1,0.0003261,0.0006521,0.0001304,0.0008477,0.0018259,0.0019563,0.0003261,0.0000652,0.0002608,0.0046951
"2666","Liberty",0.00977604,0.19837611,0.0008695,0.2,0.0001283,0.0002708,0.0003849,0.000727,0.0012971,0.0020526,0.0001283,0.0000285,NA,0.0062862
"2667","Limestone",0.01666552,0.20218257,0.0005442,0.1,0.0003174,0.0003174,0.0005442,0.0009523,0.0019047,0.0023128,0.0000907,0.0000453,0.0000907,0.0098408
"2668","Lipscomb",0.0206344,0.26518287,0,0.6,NA,0.0009814,0.0003271,0.0003271,0.0013085,0.0019627,0.0003271,NA,NA,0
