"","County","pct_rent_occ","pct_vac_units","med_hh_value","med_hh_inc","pct_pers_lt_pov","pct_no_eng","pct_hs_more","pct_unemp","work_out_co","med_rooms","pct_mt_10units","violent_rate"
"977","Smith",20.2765,16.03611,37400,28486,10.7,1.9,84.6,2.3,15.7,5.8,0.7,305.75948
"978","Stafford",22.33831,18.2262,34400,31107,11.8,5.6,82.9,3.5,26.2,5.9,0.6,417.21964
"979","Stanton",32.16783,14.79642,73400,40172,14.9,18.8,78,2.8,18.1,5.4,2.1,385.64258
"980","Stevens",24.64789,12.22958,79000,41830,10.3,18.1,80.5,3.8,18.2,5.4,2,384.77482
"981","Sumner",23.30097,9.092581,62100,39415,9.5,3.4,86.3,5,41.9,5.7,2.8,373.62341
"982","Thomas",30.96714,9.432903,75500,37034,9.7,3.5,92.7,5.8,9.6,6,4.4,325.6809
"983","Trego",18.55524,18.04991,47400,29677,12.3,4.2,84.3,1.8,23.7,6,1.3,359.93101
"984","Wabaunsee",17.09077,13.18826,62600,41710,7.3,2.8,89.9,2.7,64.4,5.8,0.6,403.83297
"985","Wallace",23.44214,14.7914,45700,33000,16.1,5.1,84,1.5,11.7,6,0.3,355.208
"986","Washington",20.53872,14.9268,32200,29363,10.1,2.8,81.2,2.2,27.6,5.9,0.7,331.9693
"987","Wichita",25.74974,13.58356,55300,33462,14.8,16.3,77.7,3,12.5,5.7,0,371.19739
"988","Wilson",21.91292,14.86733,37700,29747,11.3,2.2,81.1,4.2,22.1,5.3,0.5,475.62754
"989","Woodson",18.63581,20.90559,34300,25335,13.2,2.2,83.4,3.6,40,5.5,1.2,455.4543
"990","Wyandotte",37.134,9.397196,54300,33784,16.5,15.6,74,8.2,52.1,5.2,10.2,372.16423
"991","Adair",19.86068,13.41119,60800,24055,24,5,60.1,10.8,37.7,5.2,2.2,562.45971
"992","Allen",21.0275,14.23607,69300,31238,17.3,3.6,64.5,4.9,44.6,5.3,0.2,514.87637
"993","Anderson",20.16393,5.572755,89500,45433,7.5,2.5,80.4,4,64.2,5.5,0.5,346.85983
"994","Ballard",18.14433,11.51942,58800,32130,13.6,2,76.3,4.2,47.6,5.3,1,594.74357
"995","Barren",27.73361,10.23106,77900,31240,15.6,3.4,69.5,5.4,19.9,5.5,1.6,515.92888
"996","Bath",20.20247,10.99319,65000,26018,21.9,1.7,59,6.7,58.6,5.4,1.8,351.50091
"997","Bell",32.53915,10.02174,52500,19057,31.1,2.2,56.6,11.1,19.6,5.1,2.8,485.82862
"998","Boone",25.7918,6.275674,131800,53593,5.6,5.2,85.1,3.1,47,6,12.3,369
"999","Bourbon",34.4877,8.000958,84500,35038,14,4.1,75.4,3.8,47.7,5.4,2.3,349.55963
"1000","Boyd",27.08146,8.946123,68800,32749,15.5,2.9,78,8.5,27.7,5.7,5.1,386.39999
"1001","Boyle",30.73577,7.391838,86400,35241,11.9,4.3,76.6,4.3,26.7,5.6,2.2,435.36166
"1002","Bracken",23.14126,13.10902,69000,34823,10.8,1.4,69.6,4.9,66.7,5.5,2.7,297.37807
"1003","Breathitt",23.4846,9.424545,46500,19155,33.2,2.1,57.5,10.1,33.3,5.1,0.5,446.7861
"1004","Breckinridge",18.14582,25.9454,64600,30554,15.8,2.2,68.9,6,50.6,5.1,1.6,368.22874
"1005","Bullitt",16.08407,4.270294,105100,45106,7.9,1.9,76,3.2,72.5,5.5,1.3,347.59106
"1006","Butler",20.51789,13.00086,59900,29405,16,3.1,60.7,4.8,39.6,5.1,1.9,459.20395
"1007","Caldwell",22.61094,11.34509,53600,28686,15.9,2,73.1,5.5,37.2,5.3,1.9,442.51622
"1008","Calloway",31.69817,13.73452,83100,30134,16.6,5.2,77.9,9.6,17.5,5.3,2.1,105.7
"1009","Campbell",30.99706,5.843135,101000,41903,9.3,3.2,80.8,3.9,63.9,5.4,12.3,292.11772
"1010","Carlisle",15.98732,11.3253,49400,30087,13.1,0.7,73.4,6.2,61.9,5.4,0.4,591.52835
"1011","Carroll",33.22335,11.24127,79900,35925,14.9,2.6,68.1,6.7,22.2,5.2,3.3,307.61517
"1012","Carter",19.03887,10.33466,57100,26427,22.3,2,64.4,8.2,45,5.2,1.2,332.45916
"1013","Casey",18.92971,13.55979,49500,21580,25.5,5.2,57.4,5.9,45.7,5.2,1,481.8413
"1014","Christian",44.71577,8.553454,72500,31177,15,7.4,77.2,6.8,12.5,5.2,3.8,390.60001
"1015","Clark",31.36381,5.33857,93700,39946,10.6,2.6,75,4.6,45.2,5.6,3.2,364.99317
"1016","Clay",25.22207,9.354805,43800,16271,39.7,2.3,49.4,10.7,35.8,5,1.6,504.25106
"1017","Clinton",22.80959,16.40753,50200,19563,25.8,3.2,53.5,6.1,25.7,5.1,1.4,595.87685
"1018","Crittenden",19.66571,13.1746,48300,29060,19.1,6.1,67,6.7,43.3,5.2,0.1,448.61828
"1019","Cumberland",22.41263,16.56854,50300,21572,23.8,1.7,56,6.5,28,5.3,0.6,610.06295
"1020","Daviess",29.695,6.242194,81800,36813,12.3,3.2,80.7,5.8,13.8,5.3,5.8,257.5
"1021","Edmonson",14.37177,23.85321,63700,25413,18.4,1.1,61.7,6.9,65.4,5.3,1.4,468.94555
"1022","Elliott",17.7028,15.09495,54800,21014,25.9,0.9,52.6,10.5,64.4,5.2,1.7,364.92443
"1023","Estill",26.08055,10.49238,50200,23318,26.4,1.6,58.5,7.4,57,5.1,1.5,406.15322
"1024","Fayette",44.67069,6.782477,110800,39813,12.9,8.3,85.8,5.4,14,5.3,18.5,541.70001
"1025","Fleming",21.20365,12.30392,63600,27990,18.6,2.4,66.5,6.7,37.2,5.7,0.1,322.8328
"1026","Floyd",23.80191,9.00221,53100,21168,30.3,1.7,61.3,10,31.3,5.3,1.9,440.88194
"1027","Franklin",35.19867,7.015741,91600,40011,10.7,3.6,78.8,6.2,19.3,5.4,8.5,317.16275
"1028","Fulton",35.77386,12.44252,40500,24382,23.1,2.2,69.5,8.6,40.2,5.4,1.8,604.04863
"1029","Gallatin",22.98415,13.68233,87100,36422,13.4,2.2,68,3.5,63.3,5.2,3.6,299.59559
"1030","Garrard",23.61958,10.49267,81300,34284,14.7,3.2,69.4,5.1,67.4,5.6,0,436.7904
"1031","Grant",25.87156,12.15345,93100,38438,11.1,2.5,72.4,5.4,59.3,5.2,1.9,303.35797
"1032","Graves",22.10768,9.173806,63600,30874,16.4,4.3,73.4,5.5,33.7,5.4,1,586.44457
"1033","Grayson",22.69696,25.04296,65600,27639,18.1,2.5,62.8,5.7,26.2,5.1,1.8,436.1875
"1034","Green",21.63196,13.17343,52500,25463,18.4,2.2,61.4,5.1,47.1,5.5,1.5,481.35165
"1035","Greenup",18.24436,9.019216,67500,32142,14.1,1.8,75.1,7.3,57,5.6,1.7,329.91569
"1036","Hancock",17.54277,10.69444,71800,36914,13.6,2,77.2,5.1,41.9,5.4,1.8,353.48221
"1037","Hardin",33.11013,8.430441,88300,37744,10,7.8,82.3,5.7,19.6,5.4,3.9,350.70001
"1038","Harlan",26.50666,11.49364,43000,18665,32.5,1.6,58.7,13.2,13.3,5.2,1.8,458.74349
"1039","Harrison",29.47804,8.45953,83100,36210,12,3.3,74.2,3.6,40.4,5.5,2.1,342.02116
"1040","Hart",22.736,15.86078,60100,25378,22.4,6,58.2,6.6,40.3,5.2,0.9,477.08592
"1041","Henderson",32.71069,7.043049,76600,35892,12.3,3,78.3,5.4,26.3,5.2,5.7,384.51026
"1042","Henry",22.57016,8.415608,82100,37263,13.7,2.6,73.4,3.7,59.4,5.5,0.5,311.05503
"1043","Hickman",18.60146,10.18062,49200,31615,17.4,1.5,64.4,6.5,51.8,5.5,0.1,598.96823
"1044","Hopkins",25.27099,8.941359,57200,30868,16.5,2.8,71.3,7,21,5.4,2.8,358
"1045","Jackson",19.80403,12.49794,48300,20177,30.2,1.9,52.9,8.8,39.6,5.1,0.3,451.92495
"1046","Jefferson",35.06961,6.154626,103000,39457,12.4,5.5,81.8,5,7.7,5.4,12.5,785.09998
"1047","Jessamine",32.86219,5.318859,102100,40096,10.5,3.2,79.1,4.3,53.8,5.4,3.7,359.30685
"1048","Johnson",23.61859,11.06878,64700,24911,26.6,1.8,63.8,8.4,33,5.4,3.3,392.09661
"1049","Kenton",33.64848,6.491954,105600,43906,9,3.5,82.1,3.5,59.6,5.6,11.3,290.62045
"1050","Knott",20.35135,11.37353,46500,20373,31.1,1.8,58.7,15.6,45.3,5.2,0.9,469.42831
"1051","Knox",28.63241,11.30795,59400,18294,34.8,1.8,54.1,8.9,35.9,5.1,1.8,533.05832
"1052","Larue",19.71564,9.982935,72100,32056,15.4,2,71,4.8,58,5.4,1,460.47698
"1053","Laurel",23.01381,8.800466,77300,27015,21.3,2.1,63.9,5.4,23.1,5.3,1.9,505.93036
"1054","Lawrence",21.95163,15.42614,56300,21610,30.7,1.4,58.2,11.5,49.3,5.2,1.7,367.7202
"1055","Lee",23.21608,10.11743,52300,18544,30.4,1.8,50.9,9.4,41.5,5.1,4.6,409.39375
"1056","Leslie",17.87103,11.2141,36900,18546,32.7,0.9,52.5,10.2,40.4,5.1,0.5,498.94625
"1057","Letcher",19.20674,11.57387,39500,21110,27.1,1.7,58.5,11,27.6,5.3,1.5,459.76528
"1058","Lewis",18.77536,12.16588,44700,22208,28.5,1.4,57.4,11.7,57.5,5.3,0.6,311.80963
"1059","Lincoln",21.08408,9.0945,65100,26542,21.1,2.7,64.6,5,60.1,5.3,1,436.09375
"1060","Livingston",14.81481,16.26153,58200,31776,10.3,2.1,74.3,4.7,61,5.3,0.5,514.97305
"1061","Logan",24.80487,11.52842,67100,32474,15.5,3.2,68.5,4.2,27,5.5,1.2,489.70803
"1062","Lyon",17.83989,30.81881,80700,31694,12.7,2.3,68,5.5,50.9,5.3,0.2,508.53064
"1063","McCracken",31.27704,8.64596,84300,33865,15.1,2.3,80.3,6,16.2,5.4,4.5,641.90002
"1064","McCreary",24.43252,11.95138,46300,19348,32.2,1.6,52.6,11.3,36.6,4.9,1.2,540.89847
"1065","McLean",19.67871,9.289618,58200,29675,16,1.5,70.8,6.1,61.5,5.3,2.7,396.69423
"1066","Madison",40.27696,8.254773,93500,32861,16.8,3.5,75.2,5,30.2,5.3,6.2,374.60001
"1067","Magoffin",18.05334,7.765743,55600,19421,36.6,1,50.1,12.8,41.2,5.2,1.6,436.59007
"1068","Marion",21.77529,9.12464,70300,30387,18.6,2.4,70.5,5.9,33,5.5,0.9,405.66825
"1069","Marshall",17.40251,15.73659,82800,35573,9.5,1.7,76.9,4.2,39.6,5.6,1.7,546.80706
"1070","Martin",20.7077,13.96145,62100,18279,37,1.1,54,12.8,33.2,5.3,0.6,386.01461
"1071","Mason",32.58361,11.69719,71900,30195,16.8,2.8,73.3,5.4,20.9,5.5,6.3,307.39725
"1072","Meade",26.14572,7.995725,85500,36966,11.3,4.6,77.9,7.2,65.7,5.2,1.8,357.06515
"1073","Menifee",18.84115,31.61725,54500,22064,29.6,2.7,57.6,8.3,55,4.8,0.1,382.19673
"1074","Mercer",25.53722,9.322855,83800,35555,12.9,3,75.8,3.6,45.5,5.5,2,382.89907
"1075","Metcalfe",20.69223,12.54355,52600,23540,23.6,2,58,6.5,46.1,5.2,1.5,500.40388
"1076","Monroe",24.86817,10.34418,57600,22356,23.4,3.2,57.8,10.1,26.9,5.3,1.4,534.23698
"1077","Montgomery",28.54415,8.056187,82100,31746,15.2,2.1,70.5,5.9,36.9,5.4,2.3,373.87539
"1078","Morgan",20.13889,13.3953,55400,21869,27.2,2.9,56.4,8.4,34.8,5.2,1.6,385.02368
"1079","Muhlenberg",17.08344,9.638025,58200,28566,19.7,2.1,65.8,7.6,27.1,5.4,2,434.69485
"1080","Nelson",21.9881,6.568903,87100,39010,12.2,2.6,79,3.7,36.4,5.5,2,350.81732
"1081","Nicholas",25.20295,11.17666,62000,29886,13.2,1.4,62.9,9.6,64.3,5.4,3.4,328.10035
"1082","Ohio",19.76627,10.19275,56600,29557,17.3,1.8,67,5.3,42.4,5.3,0.4,416.84719
"1083","Oldham",13.24717,4.407696,158600,63229,4.1,3.6,86.5,2.5,66.8,6.8,1.7,302.65631
"1084","Owen",21.80617,23.55472,72800,33310,15.5,1.8,67.9,5.3,58.2,5.2,0.9,313.28334
"1085","Owsley",21.59451,15.70984,40800,15805,45.4,1,49.2,8.8,43.9,4.9,0,453.00854
"1086","Pendleton",22.147,10.18068,77700,38125,11.4,2,72.8,5,61.6,5.5,1.8,322.05998
"1087","Perry",22.60035,10.05416,52500,22089,29.1,2,58.3,11.6,11.1,5.2,2.8,455.40487
"1088","Pike",21.26974,10.70724,65900,23930,23.4,1.5,61.8,9,14.6,5.3,2.3,391.02846
"1089","Powell",25.97145,8.722404,63000,25515,23.5,0.7,56.1,5.6,50.8,5.1,2,411.88139
"1090","Pulaski",24.03715,16.41588,74100,27370,19.1,2.1,65.6,5.1,11.3,5.3,2.1,492.68582
"1091","Robertson",22.05543,16.24758,58500,30581,22.2,2.8,60.9,5.7,61.2,5.5,1.8,319.78154
"1092","Rockcastle",20.44621,11.00231,57000,23475,23.1,1.5,57.7,6.7,48.5,5.1,1.4,437.93476
"1093","Rowan",30.26366,11.77518,80000,28055,21.3,3.7,70.9,8.1,23,5.2,2.8,349.08845
"1094","Russell",20.559,23.42233,62000,22042,24.3,3,61.8,6.5,24.8,5,1.9,516.06695
"1095","Scott",30.23121,6.681051,107900,47081,8.8,3.9,80.5,3.8,38.6,5.5,4.3,342.87308
"1096","Shelby",27.25545,5.856732,114600,45534,9.9,5.6,79.1,3.9,44.4,5.8,2.1,313.97724
"1097","Simpson",28.21512,8.566134,81400,36432,11.6,2.9,73.6,3.2,30.5,5.5,1.7,505.2322
"1098","Spencer",17.40767,6.673985,122400,47042,8.8,2.4,75.4,4.1,77.9,5.8,1.9,337.64006
"1099","Taylor",27.72663,9.302554,70700,28089,17.5,2.8,68,7.3,23.3,5.5,1.6,452.85487
"1100","Todd",23.50624,10.77914,58300,29718,17.2,7.7,63.5,4.4,43.7,5.4,0.5,500.12784
"1101","Trigg",18.67689,22.14094,74300,33002,12.3,3.7,72.1,4.9,38.4,5.3,0.3,545.05832
"1102","Trimble",19.41345,8.728542,82500,36192,13.6,3.2,70.7,5.2,76.9,5.4,0.8,305.62134
"1103","Union",22.08406,8.405519,59400,35018,17.7,3.9,76.9,12.8,31.4,5.4,1.4,389.87813
"1104","Warren",35.97342,7.783572,100400,36151,15.4,6.7,80.3,5.8,11.1,5.4,4.5,721.20001
"1105","Washington",20.11648,9.269045,72000,33136,13.5,2.9,68.8,4.6,42.7,5.8,0.6,378.14916
"1106","Wayne",23.60672,19.16437,55400,20863,29.4,2.5,57.8,7.9,22.4,5,1.4,545.06177
"1107","Webster",21.96043,11.04,45800,31529,15.4,4.2,70.9,4.7,52.1,5.3,1.1,385.03427
"1108","Whitley",27.28592,9.863946,62100,22075,26.4,2,61.3,6.7,29.4,5.2,2.7,513.56382
"1109","Wolfe",26.17188,13.72549,45300,19310,35.9,1.8,53.6,9.1,51.5,5.1,0.6,415.94963
"1110","Woodford",27.61723,5.131214,117100,49491,7.3,3.9,82.6,2.6,54.8,5.9,2.1,346.39852
"1111","Acadia Parish",27.82613,8.906028,61700,26684,24.5,20,64.7,7.1,43.4,5.1,1.7,406.5
"1112","Allen Parish",23.96939,11.52124,58100,27777,19.9,12.3,63.2,7.3,30.4,5.2,0.8,667.83095
"1113","Ascension Parish",17.75505,8.50473,103800,44288,12.9,5.8,79.6,5.4,48.6,5.3,1.3,0
"1114","Assumption Parish",15.91213,14.48884,78800,31168,21.8,19,59.4,9.3,64.2,5.1,0.5,742.23625
"1115","Avoyelles Parish",25.57003,11.10039,54800,23851,25.9,20.9,59.8,8.1,29.4,5.2,1.1,0
"1116","Beauregard Parish",20.15862,16.52989,64800,32582,15.6,4.6,75,7.2,42.1,5.2,1.1,223.60001
"1117","Bienville Parish",22.16765,21.99234,46700,23663,26.1,2,71.9,10,53.2,5.1,0.7,673.37987
"1118","Bossier Parish",30.53948,9.080077,87600,39203,13.7,5.6,83,5.6,45,5.3,7.3,927
"1119","Caddo Parish",36.16061,9.531284,75100,31467,21.1,3.8,78.7,9.3,16.8,5.2,8.5,1018.1
"1120","Calcasieu Parish",28.46108,9.713797,80500,35372,15.4,8.7,77,6.9,6.4,5.2,5.2,965.59998
"1121","Caldwell Parish",20.78153,21.72791,53800,26972,21.2,3.3,65.4,7.4,43.3,5.1,0.1,720.91156
"1122","Cameron Parish",14.78285,32.68366,59600,34232,12.3,14.4,68.1,4.6,41.1,4.7,0.1,594.21241
"1123","Catahoula Parish",16.95247,23.71519,48800,22528,28.1,1.8,61.4,8.6,40.3,4.9,0.4,735.0882
"1124","Claiborne Parish",24.22647,19.76967,55400,25344,26.5,1.8,65.7,9.4,35.6,5.3,0.3,731.70314
"1125","Concordia Parish",23.90639,17.78531,55600,22742,29.1,3.2,64.6,9.9,42.4,5.1,1,756.20254
"1126","De Soto Parish",23.35156,13.50411,58100,28252,25.1,3.9,70.3,8.1,51.1,5.2,1.6,684.38063
"1127","East Baton Rouge",38.41013,7.51628,98800,37224,17.9,7.7,83.9,6.3,11.5,5.3,15,670.13336
"1128","East Carroll Pari",37.92523,10.11202,35900,20723,40.5,3.2,57.9,15,26.5,5.2,2.2,615.83404
"1129","East Feliciana Pa",17.64442,15.36323,76600,31631,23,5.4,70.7,11.2,55.4,5.3,1.1,766.36924
"1130","Evangeline Parish",30.61401,10.67471,53000,20532,32.2,27.7,55.5,7.3,36.2,4.9,2.2,0
"1131","Franklin Parish",23.75548,10.0777,48700,22964,28.4,1.8,61.4,8.3,27.4,5.2,0.8,724.91552
"1132","Grant Parish",18.33734,17.09061,58500,29622,21.5,2.6,73.1,7,65.7,5.1,0.1,708.43371
"1133","Iberia Parish",26.60652,8.845712,75500,31204,23.6,15.8,66.9,9.2,27,5.2,3.2,843.40002
"1134","Iberville Parish",22.71876,10.70024,76700,29039,23.1,4.6,65.7,7.4,45.3,5.3,0.9,766.45144
"1135","Jackson Parish",22.67499,17.06187,53100,28352,19.8,2.1,73.6,5.4,51.1,5.3,1.1,699.30661
"1136","Jefferson Parish",36.14513,6.212116,105300,38435,13.7,13,79.3,5.6,35.2,5.2,15.2,667.59998
"1137","Jefferson Davis P",25.12195,10.48035,60500,27736,20.9,18,69.4,7.9,45.3,5.3,1.1,998.29999
"1138","Lafayette Parish",33.94821,7.360282,100500,36518,15.7,18.3,79.8,6.9,13.8,5.1,10.4,943.09998
"1139","Lafourche Parish",22.05135,8.52618,78900,34910,16.5,21.5,66.3,5.9,35,5.2,1.8,587.20001
"1140","La Salle Parish",16.53752,15.65439,53200,28189,18.7,3.9,68.5,5.5,30.4,5.2,0.3,793.2447
"1141","Lincoln Parish",40.06564,10.38235,79800,26977,26.5,5.2,80.4,13.3,19.6,5.1,5.5,640.5
"1142","Livingston Parish",16.22127,9.891748,96100,38887,11.4,3.8,77.2,4.8,69,5.2,0.8,2481.8
"1143","Madison Parish",38.10696,10.24302,46900,20509,36.7,2.6,63.4,12.5,30.7,5.2,1.7,744.28099
"1144","Morehouse Parish",28.39571,10.45551,50400,25124,26.8,1.9,66.6,11.1,33.1,5.3,1.9,652.50525
"1145","Natchitoches Pari",35.49744,15.55358,70400,25722,26.5,3.8,72.7,9.9,17.5,5.2,4.3,1054.7
"1146","Orleans Parish",53.50091,12.47844,87300,27133,27.9,8.3,74.7,9.5,21.8,4.7,13.8,937.09998
"1147","Ouachita Parish",35.86642,8.20893,80000,32047,20.7,3,78.6,8.2,7.5,5.2,5.7,842.70001
"1148","Plaquemines Paris",21.13956,13.92997,110100,38173,18,8,68.7,6.7,36.4,5.2,1.1,706.36569
"1149","Pointe Coupee Par",22.31749,18.45198,80100,30618,23.1,6.7,69.1,7.2,45.4,5.1,1.7,792.05463
"1150","Rapides Parish",31.97156,9.450786,74000,29856,20.5,4.9,74.6,7.1,8.8,5.3,4.7,1128.9
"1151","Red River Parish",23.843,14.39318,48500,23153,29.9,1.7,67.4,11.9,38.6,5.2,1.5,684.69991
"1152","Richland Parish",27.71696,10.13797,55400,23668,27.9,1.8,61.9,6.9,42,5.2,1.3,700.00683
"1153","Sabine Parish",19.01095,32.55066,61400,26655,21.5,2.9,70.8,8.2,30.9,4.9,0.5,652.24287
"1154","St. Bernard Paris",25.33535,6.222471,85200,35939,13.1,7.3,73.1,5.8,58.7,5.2,2.3,650.30988
"1155","St. Charles Paris",18.58483,5.783133,104200,45139,11.4,6.7,80,5.2,54.5,5.7,1.4,0
"1156","St. Helena Parish",15.02711,23.06317,71400,24970,26.8,2.2,67.5,9.5,67.1,5,1.1,751.07059
"1157","St. James Parish",14.41648,8.060487,81500,35277,20.7,6.5,73.9,10.2,47.3,5.5,0.5,718.39568
"1158","St. John the Bapt",19.00161,8.041463,83500,39456,16.7,6.3,76.9,6.9,57.7,5.5,1.7,0
"1159","St. Landry Parish",29.25947,10.73559,59600,22855,29.3,18.4,62,10.4,38.8,5,2.6,1421.8
"1160","St. Martin Parish",18.30576,15.21857,71800,30701,21.5,30.5,62.9,8.6,58,4.9,1,0
"1161","St. Mary Parish",26.10136,10.77598,74200,28072,23.6,10,65.9,8.6,12.5,5.2,2.9,777
"1162","St. Tammany Paris",19.52406,8.150084,123900,47883,9.7,5.3,83.9,3.8,39.5,5.8,3.9,599.25
"1163","Tangipahoa Parish",26.67816,10.38388,85400,29412,22.7,3.7,71.5,8.6,31.1,5.1,2,0
"1164","Tensas Parish",30.62914,28.07383,45300,19799,36.3,4.1,63.2,11.6,24.6,5.3,1.9,719.86251
"1165","Terrebonne Parish",24.45759,9.845222,80500,35235,19.1,13.2,67.1,5.9,17.1,5.2,4.3,1188
"1166","Union Parish",18.7874,18.54134,63900,29061,18.6,2.5,71.7,7,52,5.1,1.3,0
"1167","Vermilion Parish",23.01835,11.70473,68000,29500,22.1,27.9,65.6,7,40.2,5,1.2,0
"1168","Vernon Parish",43.26397,13.17166,66900,31216,15.3,9,80.1,8.5,18.7,5.2,2.6,0
"1169","Washington Parish",23.53191,13.81242,54200,24264,24.7,2.4,68.2,8.2,31,5.2,1.8,1148.7
"1170","Webster Parish",25.51361,13.11147,57200,28408,20.2,2.1,70.8,8.1,35.2,5.2,2,290.79999
"1171","West Baton Rouge",21.23189,8.446834,87400,37117,17,5.4,73.4,5.6,62.5,5.3,1.8,775.3211
"1172","West Carroll Pari",21.01839,10.48193,48200,24637,23.4,2.7,59.5,12.2,39.5,5.3,0.6,632.95513
"1173","West Feliciana Pa",25.48697,18.7291,107500,39667,19.9,3.1,53.3,5.6,41.5,5.2,1.3,791.27233
"1174","Winn Parish",25.3457,20.95441,43000,25462,21.5,1.9,65.4,7.7,25.7,5.2,0.9,693.80458
"1175","Androscoggin",36.578,8.555265,89900,35793,11.1,16.4,79.8,5.1,26,5.1,7.6,162.05
"1176","Aroostook",26.93701,21.59921,60200,28837,14.3,24.1,76.9,6.5,3.9,5.1,3.9,0
"1177","Cumberland",33.26543,11.91762,131200,44048,7.9,5.9,90.1,3.7,11.3,5.5,8.3,117.4
"1178","Franklin",23.9878,38.37883,78300,31459,14.6,4.9,85.2,7.3,21.3,5.1,4.1,139.31219
"1179","Hancock",24.38712,35.58992,108600,35811,10.2,3.6,87.8,5.4,13.1,5.2,2.1,0
"1180","Kennebec",28.80691,15.40168,87200,36498,11.1,7.8,85.2,4.7,19.6,5.2,4.2,259.14999
"1181","Knox",25.9935,23.1538,112200,36774,10.1,3.4,87.5,3.4,13.9,5.5,2.7,177.85041
"1182","Lincoln",16.94448,32.09267,119900,38686,10.1,2.8,87.9,4.3,35.2,5.6,1.3,168.2879
"1183","Oxford",23.0259,30.90571,82800,33435,11.8,4.5,82.4,5.3,32.6,5.3,4.2,0
"1184","Penobscot",30.21551,13.09109,82400,34274,13.7,4.6,85.7,5.6,8.5,5.2,3.9,122
"1185","Piscataquis",20.59632,47.19582,62300,28250,14.8,3.4,80.3,8,24.6,4.9,2,131.06074
"1186","Sagadahoc",27.96628,14.38535,110200,41908,8.6,4.4,88,3.3,52.8,5.5,3.1,64.900002
"1187","Somerset",22.09212,27.37581,70100,30731,14.9,4.3,80.8,6.3,34.4,5,1.2,0
"1188","Waldo",20.16841,22.10114,90100,33986,13.9,3.3,84.6,5.7,39.5,5.3,1.5,0
"1189","Washington",22.38986,35.59013,68700,25869,19,5.4,79.9,8.5,8.4,5,2,173.85647
"1190","York",27.35003,20.87463,122600,43630,8.2,9.4,86.5,3.5,41.2,5.4,4.3,114.85715
"1191","Allegany",29.85131,11.10235,71100,30821,14.8,2.8,79.9,8.9,14.9,5.7,4.9,599.79999
"1192","Anne Arundel",24.48536,4.422346,159300,61768,5.1,7.3,86.4,3.1,43.7,6.4,10.1,1139.9
"1193","Baltimore",32.44764,4.416799,127300,50667,6.5,9.6,84.3,4.2,47.3,6,16.8,0
"1194","Calvert",14.81904,7.720481,169200,65945,4.4,4.2,86.9,3,60.6,6.7,3,710.66304
"1195","Caroline",25.99802,7.740273,101700,38832,11.7,4.8,75,4.8,55.9,5.8,1.5,690.00049
"1196","Carroll",18.02945,3.238113,162500,60021,3.8,4.2,85.3,2.7,55.1,6.8,5.1,661.20001
"1197","Cecil",25.07126,9.396129,132300,50510,7.2,4.1,81.2,4.1,56.1,5.9,3.3,987.29999
"1198","Charles",21.8417,5.090768,153000,62199,5.5,5.1,85.8,3.4,59.8,6.7,3.6,0
"1199","Dorchester",29.88352,13.45276,92300,34077,13.8,3.5,74.2,5.8,32.8,5.6,2.7,1262.9
"1200","Frederick",24.15358,4.049742,160200,60276,4.5,5.6,87.1,3.1,41.1,6.6,9.3,1206.4
"1201","Garrett",22.05472,31.53153,86400,32238,13.3,3.6,79.2,5.6,27.2,5.8,2.6,0
"1202","Harford",22.02669,4.184206,149800,57234,4.9,5.7,86.7,3.1,48.1,6.5,9,809.16669
"1203","Howard",26.24191,2.989722,206300,74167,3.9,14,93.1,2.4,62,7,15.3,0
"1204","Kent",29.71563,18.53348,115500,39869,13,5.1,78.8,4.4,28,5.8,6.2,702.94293
"1205","Montgomery",31.29019,3.008379,221800,71551,5.4,31.6,90.3,3.2,41.3,6.5,23.4,695.59998
"1206","Prince George's C",38.17173,5.214665,145600,55256,7.7,15.9,84.9,5.9,60.8,5.8,22.3,706.3667
"1207","Queen Anne's",16.7744,8.150414,160000,57037,6.3,4.4,84.2,2.8,59.8,6.2,1.5,0
"1208","St. Mary's",28.19986,10.09067,150000,54706,7.2,6.2,85.3,4.5,25.7,6,6.2,0
"1209","Somerset",30.28346,17.1522,81100,29903,20.1,4.2,69.5,9.7,42.2,5.6,3.8,677.96813
"1210","Talbot",28.41266,13.29091,149200,43532,8.3,5.7,84.4,3.4,23.9,6,3.1,455.89999
"1211","Washington",34.38041,6.127766,115000,40617,9.5,3.2,77.8,3.3,27,5.8,7.6,634.79999
"1212","Wicomico",33.53715,6.345746,94500,39035,12.8,5.8,80.7,5.5,21.7,5.7,6.7,1900.4
"1213","Worcester",24.97715,58.41639,121500,40650,9.6,5.1,81.7,6.8,27,4.8,35.1,64.699997
"1214","Baltimore city",49.65852,14.13785,69100,30078,22.9,7.8,68.4,10.7,38.1,5.5,14.5,2054.8999
"1215","Barnstable",22.18789,35.53164,178800,45933,6.9,6.8,91.8,5.2,14.6,5.7,3.7,425.07501
"1216","Berkshire",33.06432,15.52767,116800,39047,9.5,6.4,85.1,5.1,7.3,5.6,6.4,503.85001
"1217","Bristol",38.40106,5.30477,151500,43496,10,21.1,73.2,5.8,36.4,5.4,8.4,364.125
"1218","Dukes",28.68712,56.72014,304000,45559,7.3,8.2,90.4,2.7,4.4,5.6,0.6,282.85769
