"","County","PM10_mean","PM25_mean","NO2_mean","SO2_mean","O3_mean","CO_mean","TeCA","112TCA","DBCP","TDI","2Clacephen","2NP","PNP","CH3CN","Acetophenone","Acrolein","Acrylic_acid","C3H3N","Sb","Benzidine","Benzyl_Cl","Be","biphenyl","DEHP","Bromoform","Cd","CS2","CCl4","CS","Cl","C6H5Cl","chloroform","Chloroprene","Cr","Cresol","Cumene","CN","DBP","Diesel","DMF","Me2_phthalate","Me2SO4","ECH","Etacrylate","EtCl","EDB","EDC","EGLY","EOx","Glycol_ethers","HCB","HCBD","HCCPD","Hexane","N2H2","HCl","Isophorone","Pb","Mn","Hg","MeOH","MIBK","MMA","MeCl","Mehydrazine","MTBE","nitrobenzene","DMA","otoluidine","PAHPOM","PCP","PH3","P","PCBs","ProCl2","ProO","Quinoline","Se","Cl4C2","Toluene","C2HCl3","VyAc","VyCl","11DCE","Instances","Instance Rate"
"11","Buncombe",13.45949636,13.051658649,1170.1279115,540.1252669,7529.928099,1276.1516737,0.0168405388,0.0000092675318,0.0000016071283,0.0037578962,0.00000018766617,0.00000011722,0.0000914096,0.0001473774,0.0000495387,0.0500267014,0.0000091409578,0.0044386557,0.0000180356,0.000000031171875,0.000019881,0.0000450304,0.0000907584,0.5375674241,0.0000010283111,0.0000555376,0.0017667398,0.4971534248,0.00000039828278,0.0000948882,0.0002140368,0.0746554519,0.0000171716,0.0005730314,0.0027425672,0.001592871,0.0623916414,0.0000609105,0.5861754435,0.0024442695,0.0000137507,0.0000018052989,0.000001824559,0.0000091249423,0.0037242113,0.0058698193,0.0119388206,0.2604740859,0.0075686125,0.0151857981,0.00000088352945,0.00000029580453,0.00000023666118,0.2249387672,0.0000039479913,0.0959534374,0.0000080742846,0.0011312941,0.0006809713,0.0005400176,0.6795591951,0.134054771,0.0001951782,0.8965920216,0.0000025980028,0.0899061395,0.0000026374303,0.0001218011,0.00000044113219,0.0125275932,0.0000019483932,0.0000028383462,0.0000340753,0.0002305351,0.0058773021,0.0003746951,0.0000046088694,0.0002044261,0.1396438314,2.6103293425,0.0578274419,0.0002260469,0.0123193419,0.0001717455,"1,669",465.4
"12","Burke",16.00580925,12.661071774,957.85304167,347.94752003,7695.5757406,1329.3748,0.0120152897,0.0000346444,0.000002221019,0.0004046945,0.000000039127685,0.000000056916316,0.0000285067,0.000133441,0.0000133686,0.0310180468,0.0000093120363,0.0025403421,0.0000687326,0.00000015462942,0.0000067342441,0.0000351463,0.0000393475,0.5378188287,0.00000021870585,0.0000462915,0.0008623242,0.4969153125,0.000004951932,0.0006451086,0.0001185268,0.0570576748,0.0000080466228,0.000082966,0.0023696359,0.0006421529,0.0412609976,0.0004255987,0.3400784025,0.0011489754,0.0000064485024,0.00000052769233,0.00000088754133,0.0000591815,0.001844245,0.0032078663,0.0091861157,0.1207168851,0.004905271,0.0383608149,0.0000040383016,0.0000019201669,0.0000014831721,0.0946006238,0.0000143497,0.0860225466,0.0000166815,0.0008178627,0.0020305752,0.0005167107,0.4143547735,0.0694775235,0.0001032274,0.8876592185,0.00000080712398,0.0485436003,0.0000020806172,0.0002950751,0.00000017394193,0.0084110435,0.0000041049541,0.0000102387,0.000000058193214,0.0002279171,0.0044137236,0.0001990557,0.0000052669484,0.0000757926,0.041631253,1.4122118921,0.060485283,0.0002543417,0.0063924505,0.0000857661,"617",471.3
"13","Cabarrus",18.05618124,12.922106715,1074.0985807,250.51584551,7387.680007,1688.3083039,0.0150683419,0.0000201383,0.0000037576639,0.0011524229,0.00000043487988,0.00000011040143,0.0000585408,0.0001779834,0.0001349942,0.0582582751,0.0001838431,0.0025266792,0.0000484619,0.00000040383365,0.000046519,0.0000839877,0.0002978966,0.5391624557,0.0000026894102,0.0000503037,0.0019006349,0.497101431,0.0024651122,0.0013581021,0.000227456,0.0754356994,0.0000094734427,0.0003666519,0.0034112733,0.0019612507,0.0648015458,0.0001434874,0.7265287405,0.0021110696,0.0008299185,0.0000057715073,0.0000568496,0.0002409059,0.0036656562,0.0048095397,0.0123262988,0.213225781,0.0056607651,0.0476449647,0.00000097315,0.00000043213481,0.00000022428,0.2836819021,0.0000386375,1.0549042746,0.0000102648,0.0024949065,0.0009033624,0.0005821377,0.6823695301,0.1032758352,0.0003819277,1.0162950106,0.0000108817,0.1159512939,0.0000037894258,0.0001110467,0.0000024288258,0.0111570249,0.0000025308895,0.0002077904,0,0.000243529,0.0055922885,0.0004115992,0.0000108061,0.0001509047,0.09252763,2.5457702605,0.0427723295,0.0008318188,0.0102298347,0.000172009,"1,122",493.9
"14","Caldwell",15.05234642,12.581549538,886.52612827,318.34563534,7598.1371421,1352.4344432,0.0113327748,0.0000242647,0.0000022973704,0.0000951326,0.000000030995025,0.000000052327857,0.0000244253,0.0001051274,0.0000118438,0.0301349643,0.000042133,0.0023965379,0.000043408,0.00000020026295,0.0000034497526,0.0000296304,0.0000368164,0.5379681371,0.00000017685878,0.0000491679,0.000795919,0.4969275778,0.000006725396,0.000610558,0.000117431,0.0572781049,0.0000059068171,0.000088312,0.0019715764,0.0006815501,0.0375972581,0.001801169,0.299854481,0.0011099486,0.0000053014953,0.00000044938564,0.00000081582143,0.000022499,0.001736072,0.0028567522,0.0088721619,0.0877362102,0.0039191267,0.0790786207,0.0000020599821,0.00000023922394,0.00000020090768,0.0687020591,0.0000132476,0.0899496036,0.0000012941442,0.0007003815,0.0041645856,0.0005186229,0.4125515944,0.0837006478,0.0000770125,0.8998919419,0.00000073353595,0.0271608223,0.0000012252725,0.0000630477,0.00000016122929,0.0093747504,0.0000016817329,0.0000033950523,0,0.0002165265,0.0043059778,0.0001751843,0.0000069878828,0.0000769575,0.0430878122,1.7855539146,0.0550537272,0.001378106,0.0055485713,0.0000802743,"574",486.6
"15","Camden",11.121865169,10.092560921,552.72992477,1728.0368078,7744.1651867,4451.1155125,0.0018871149,0.00000074015601,0.0000029947593,0.0000304223,0.000000080761905,0.00000001003,0.0000053576909,0.0000132566,0.0000024310948,0.0110815296,0.0001525035,0.0009426445,0.00000016308461,0.00000033278002,0.0000056782399,0.000014693,0.0000196026,0.5370113762,0.00000045008551,0.0000296166,0.0001545976,0.4967092066,0.0000011701756,0.0000216684,0.0000211582,0.0527633764,0.000000976,0.0001514562,0.0008161257,0.0001478841,0.0083627909,0.000015038,0.1688275918,0.0001263667,0.0000488973,0.00000060017266,0.00000021588602,0.00000037338942,0.0002816352,0.0001963269,0.0015547287,0.0118079548,0.0011954665,0.0012331678,0.00000021665773,0.00000002568,0.00000002054,0.0423881673,0.0000179859,0.0775581795,0.0000020648506,0.0005979165,0.000627864,0.0005093347,0.0364849538,0.0122434128,0.000122326,0.8392052651,0.00000096919578,0.0313907627,0.00000023057703,0.0000098883577,0.000000024968247,0.0024930434,0.00000041116722,0.0000019436667,0,0.0001465267,0.0031417502,0.0000398167,0.0001051556,0.0000171506,0.0285066502,0.3012288987,0.0140560798,0.0000189037,0.0000476265,0.0000151313,"38",268.8
"16","Carteret",6.4561797005,8.7341334472,159.5258733,174.97849615,2683.4490759,735.34988188,0.0108522318,0.00000015255695,0.0000032166984,0.00013877,0.0000000045474565,0.000000020162027,0.0000155817,0.0000239397,0.0000074012525,0.0147235234,0.00000030084295,0.0006184788,0.0000050834402,0.00000024627996,0.000001776268,0.0000306035,0.0000151585,0.5369388393,0.000000035721749,0.0001200236,0.0003034706,0.4798027053,0.0000038165006,0.0020727669,0.000038609,0.054335398,0.000001641051,0.0000787024,0.0005169591,0.0002758071,0.0152056114,0.0000134142,0.3056853177,0.0005648004,0.0003341434,0.00000013295571,0.0000024753558,0.00000092166175,0.000814175,0.0024842781,0.0081673736,0.017120705,0.0008217475,0.0072860951,0.00000028590705,0.000000051086485,0.0000001182479,0.0901871912,0.0000125417,0.0139904829,0.00000085832474,0.0007059481,0.0005663981,0.0005031234,0.0803815795,0.0311871218,0.0008694984,0.8395642902,0.00000017283273,0.0205991727,0.00000045372466,0.0000205401,0.000000072439023,0.0037884621,0.00000053617008,0.00000093122045,0.00000012582971,0.0001624014,0.0050553402,0.0000656891,0.0000596896,0.0000345613,0.0503887083,0.8460061171,0.0089740062,0.0000559196,0.0050604344,0.0000294436,"560",473
"17","Caswell",13.166865983,12.149284307,740.05925,311.8485438,7274.7820381,1614.7362895,0.0027226637,0.00000042094191,0.0000038715836,0.0003651286,0.00000026051683,0.000000016995,0.0000080868476,0.0006482273,0.0000052281741,0.0185872029,0.0001344666,0.0014041967,0.0000170869,0.0000010985656,0.0000615746,0.0000491615,0.0000162893,0.5377324545,0.0000013918271,0.0000945463,0.0004275015,0.4967402791,0.0000011834999,0.0010875706,0.0000812496,0.0548187634,0.0000015871997,0.0002535237,0.0014161368,0.0002477405,0.0162137744,0.0000168901,0.2490291602,0.0002057233,0.0000028690143,0.0000054071424,0.00000034046467,0.0001149713,0.0004566523,0.0004353124,0.003637122,0.0305578018,0.0024077991,0.0184848551,0.00000049218121,0.000000044158333,0.000000035328333,0.0401661915,0.0000018919516,2.0437381437,0.00000098228866,0.0007533588,0.0006680249,0.0005237803,0.1175004675,0.0450645357,0.0000407522,0.8464403487,0.0000112986,0.0162496925,0.00000038844288,0.000015405,0.000000047849306,0.0051545556,0.00000074601861,0.0000305661,0,0.0001640556,0.002614018,0.0001323328,0.000041948,0.0001258008,0.0296595842,0.3755483433,0.0227770189,0.0001091649,0.0000558749,0.0000253038,"175",507.3
"18","Catawba",19.277152335,13.13649788,997.18457947,283.06730466,7530.0779346,1367.184979,0.0148246944,0.0003660922,0.0000027685789,0.0002983247,0.00000040145306,0.00000008721,0.0000632113,0.0001323756,0.0000585957,0.0502617881,0.0000145583,0.0023382409,0.000425317,0.00000026112026,0.0000079591181,0.0000449232,0.00008699,0.5382960091,0.0000022412043,0.0000605901,0.0013190358,0.4970239332,0.0000026995079,0.0047999814,0.0001742153,0.0694422896,0.0000080068889,0.0005518637,0.0038231652,0.0013396885,0.0566925131,0.0002004756,0.5538544281,0.0128681914,0.000042964,0.000003247671,0.0000039039708,0.000768709,0.0028732817,0.004791711,0.0110576005,0.0991343758,0.0045050792,0.0611004867,0.0000016657018,0.00000028345694,0.0000002276151,0.1967558869,0.0000248552,1.6005483999,0.0000413286,0.0016999823,0.0020300798,0.0005319621,0.5687196266,0.1635093191,0.0004296047,1.031402816,0.0000048519332,0.0806526635,0.0000020830065,0.0000950065,0.00000044010803,0.0124383883,0.0000022228546,0.0000100601,0,0.0002400238,0.00542597,0.0002910958,0.0000068039979,0.0001759567,0.1119772278,4.3784468998,0.1855938375,0.0016439445,0.0098008264,0.0001280589,"1,001",481
"19","Chatham",15.231627798,12.146529427,685.23386194,259.56931841,7233.5195559,1624.1203162,0.0057287419,0.0000084784241,0.0000044171257,0.0001553597,0.00000010253818,0.00000002780625,0.0000091898459,0.0001372994,0.000012444,0.0242001469,0.0000617162,0.001318479,0.0000571169,0.0000012846761,0.0000098445172,0.0000178633,0.0003344286,0.5379906905,0.00000057826374,0.000031589,0.0005604983,0.4967834594,0.0000646157,0.000444808,0.0000614232,0.0621361497,0.0000025116417,0.0000772464,0.001620248,0.0003799986,0.0216388159,0.0000270829,0.3045238557,0.0003702569,0.000006351571,0.0000018581356,0.00000045680431,0.0000065568166,0.0008892328,0.0003338856,0.0055892463,0.1414548857,0.0028158057,0.0092905294,0.0000004935038,0.0000000716825,0.00000005734625,0.0601409417,0.000005695905,0.1891791883,0.0000025433957,0.0007003108,0.0007328736,0.0005095644,0.3112387624,0.0661918498,0.0000519744,0.8470380614,0.000001888261,0.0254926009,0.0000207488,0.0000260205,0.0000044226459,0.0070088356,0.0000011215951,0.000003979125,0,0.0001836815,0.0033441244,0.0001986753,0.0000336239,0.0000907254,0.0415287322,0.7645165466,0.0303114898,0.0000829966,0.0000564297,0.0000498173,"545",468
"20","Cherokee",11.387717076,12.638931362,1478.1423493,794.86544086,6874.2264915,852.86862089,0.0030724782,0.00000003881844,0.0000010753528,0.0000433252,0.000000000142603,0.000000009538833,0.0000057629802,0.0000112489,0.0000028128232,0.0099614859,0.0000000001210722,0.0061567993,0.00000072359312,0.0000000066,0.00000027564678,0.0000154433,0.0000141377,0.5372169789,0.0000000007921975,0.000028504,0.000145636,0.4967056929,0.0002163867,0.0005957456,0.0000226884,0.0530614097,0.00000074961998,0.000049417,0.0004830799,0.0002930143,0.0096698721,0.00000331125,0.2266450321,0.0001563528,0.000009431839,0.00000004457818,0.00000014893167,0.000000055684247,0.0002868219,0.0004180822,0.0034863344,0.0046788086,0.003364649,0.0015617366,0.00000027871906,0.000000024222,0.00000001938,0.0310186087,0.00000022759708,0.0165335744,0.00000097295699,0.0003946993,0.0004284127,0.0005023792,0.0263770144,0.0235054127,0.0000908616,0.8391402474,0.00000006777847,0.019230743,0.000000214655,0.0000095588333,0.000000024553561,0.0046666521,0.00000067333941,0.0000029148085,0,0.0001586107,0.0012825255,0.0000353033,0.0000066091684,0.0000090276358,0.0251205823,0.2071476366,0.0441457564,0.0000205382,0.0000313223,0.0000146764,"219",448.8
"21","Chowan",10.012364561,10.078112443,343.49969269,767.41171787,7065.1633837,2457.0395384,0.0018855861,0.0002282423,0.0000036347447,0.001290621,0.000000022320138,0.0000000062745,0.0000034469047,0.0000076458333,0.0002357924,0.0085532814,0.0000020502243,0.0009181133,0.0000036307067,0.0000004621661,0.000006630147,0.0000180456,0.001233482,0.537143291,0.0000105498,0.0000319264,0.0001090773,0.4999594225,0.0000014811916,0.0008018946,0.0000213412,0.0538572772,0.0000005546,0.0000951055,0.000297628,0.000170445,0.0060599324,0.0000242688,0.1414015478,0.000137215,0.0082502635,0.00000026616643,0.00000010254208,0.0000001789864,0.0002394457,0.0002071942,0.0025538514,0.0061329362,0.001216746,0.0379718034,0.00000016222,0.000000016249244,0.000000012766,0.0467963857,0.0000663571,0.0573337596,0.0000711062,0.0005256242,0.0011264389,0.000511116,0.0489886289,0.0232000518,0.0143824486,0.8386321064,0.0000016897299,0.0080889909,0.000000141185,0.0000208918,0.000001943254,0.002370921,0.00000034730891,0.000003213625,0.0000044156395,0.0001440857,0.003465816,0.000022806,0.000391285,0.0000094311289,0.0270040795,0.2501463155,0.0128867446,0.0000085786284,0.000033506,0.000010334,"87",361.6
"22","Clay",11.000217505,12.68200421,1231.3431003,604.68099921,6458.6182005,858.95106045,0.0019361106,0.000000039711512,0.0000011404016,0.0000139622,0.000000000000538,0.0000000088535,0.0000031750755,0.0000104925,0.0000015265369,0.0097236886,0.00000000003564,0.0053637885,0.00000022161454,0.0000000066,0.00000024831648,0.0000142599,0.0000119379,0.5372472781,0.00000000000287,0.0000278852,0.0001338048,0.4967028834,0.0000005393559,0.000918317,0.0000199486,0.0526297757,0.00000068458333,0.0000514253,0.0004104013,0.0002241254,0.0084986707,0.0000022943,0.2197231038,0.00013706,0.0000005816,0.000000040453543,0.00000013822,0.000000052008566,0.0002367743,0.0003954715,0.0015219978,0.0032877072,0.0036034659,0.0010766667,0.00000024580083,0.0000000224715,0.000000017981,0.0259425475,0.00000026774715,0.0307104429,0.0000020010232,0.0003677171,0.0004523508,0.0005032299,0.0204546831,0.0076852307,0.0000073874515,0.8388176701,0.00000021543022,0.0096376502,0.000000199255,0.0000089055,0.000000025794833,0.0044543487,0.000000584585,0.0000041121667,0,0.0001558053,0.0003590787,0.0000341347,0.0000049895497,0.0000058423161,0.0247860882,0.1945932497,0.041963212,0.0000085545088,0.0000133179,0.0000130887,"70",358
"23","Cleveland",16.722262242,12.650308828,1075.0224741,327.30549485,7568.8552487,1204.8380586,0.0123513726,0.000208613,0.0000024482531,0.0008125512,0.00000025322049,0.000000041324375,0.0000463574,0.0001104781,0.0000779766,0.0370406353,0.0000352262,0.0028178182,0.0000355068,0.00000015043259,0.0000163294,0.0000259382,0.0053913877,0.5385660025,0.0000014479728,0.0000453284,0.0008256368,0.496838419,0.0000765465,0.0038929882,0.0001124103,0.0650589767,0.0000036166454,0.0001742542,0.0028371154,0.0019077574,0.0528280653,0.0009985294,0.4116757546,0.0016453112,0.0000280832,0.0000019272632,0.0000168581,0.0000519687,0.0025892082,0.0032941507,0.0094763222,0.6332703099,0.0055932256,0.0179963374,0.0000012983086,0.00000019697643,0.00000015462803,0.1215795785,0.0000242963,0.6964752137,0.0002492764,0.000671485,0.000696242,0.0005376975,1.4795409907,0.2329833214,0.0006295861,0.8612404319,0.0000140265,0.0626920993,0.00000096479146,0.0000486524,0.0000023976644,0.0153472572,0.0000023293407,0.0000033457313,0,0.0002482102,0.0044090368,0.0001915999,0.0000035382228,0.0001067647,0.0469896359,1.5484212682,0.0876475193,0.0005731953,0.0069631219,0.0000755566,"668",518.5
"24","Columbus",10.107905529,10.796572162,367.80876773,224.75409436,6479.1751561,989.27967319,0.0062490753,0.000025267,0.0000033959999,0.0001182894,0.000000032399587,0.000000011692154,0.0000058165396,0.0000279962,0.000002921858,0.0165460096,0.00000012993888,0.0010724952,0.0000061243222,0.00000030745152,0.0000114061,0.0000215903,0.0000231257,0.5375096447,0.00000016670568,0.0000424205,0.0002487445,0.4969228979,0.0000698871,0.0144165921,0.0000384915,0.14801174,0.0000010216154,0.0000628197,0.005026205,0.0001864529,0.0121418559,0.0000214111,0.1759041301,0.0002184222,0.0000172773,0.00000034341491,0.00000021147345,0.00000011502393,0.0004207506,0.0001867147,0.0065850329,0.0277591492,0.0018467221,0.0025121285,0.00000035181945,0.000000029799306,0.000000023834615,0.0365624039,0.000000087020095,0.0862052636,0.0000032421004,0.0005095053,0.0012606671,0.0005745612,0.2986269478,0.0241116482,0.0001651371,0.8454826748,0.00000059103693,0.0166372545,0.00000026306923,0.0000115055,0.000000029674334,0.0041905908,0.000001117027,0.000009971122,0,0.0001660555,0.0028678249,0.0000436403,0.000024447,0.0000233474,0.0370726686,0.5567776202,0.0217818217,0.0000195754,0.0002726622,0.0000218384,"329",416.2
"25","Craven",9.6160551354,9.8721272587,219.9714623,384.99887196,4714.87144,1143.0297712,0.0132546519,0.0000068654395,0.0000041708239,0.0001863081,0.0000000094653675,0.000000034928,0.0000146381,0.0000627821,0.0000114781,0.0192676156,0.0000024254005,0.0008165064,0.0000071941721,0.00000043069686,0.0000028694039,0.0000235021,0.0000346255,0.5372216852,0.00000012808368,0.0000817672,0.0005313906,0.4972467761,0.0000030642988,0.0161927618,0.0000687121,0.0613873701,0.00000499966,0.0000919549,0.0117176418,0.0006147681,0.0265973766,0.0001547891,0.1792525097,0.0010391007,0.0001797845,0.0000003137593,0.0000072236252,0.0000148759,0.0014529866,0.003779607,0.0096756199,0.0373580251,0.0017715414,0.0118468605,0.00000043324103,0.000000088008462,0.000001608687,0.0692222393,0.0000267285,0.0354747345,0.0000036166652,0.0007128984,0.0009152245,0.0005127149,0.3252812325,0.1071080119,0.0042207083,0.8510026368,0.0000002874928,0.0228918304,0.0000007859,0.000036694,0.00000014744118,0.0040909186,0.00000091026785,0.0000029794153,0.0000094063322,0.0001794641,0.0062161421,0.0001139619,0.0000711455,0.000037536,0.0454414634,0.8704618733,0.0118473758,0.0000732746,0.0079796859,0.0000518053,"682",505.3
"26","Cumberland",18.261979738,12.185466291,496.59760305,235.64642306,7879.4492584,878.82200934,0.018699214,0.0000067742154,0.0000044475012,0.000738251,0.00000022887913,0.00000016388157,0.0000526745,0.000523831,0.0000945034,0.0504309632,0.0000462894,0.0015811728,0.0000934085,0.00000065683632,0.0000121225,0.0000322211,0.0002852988,0.5403085106,0.0000021362914,0.0000406264,0.0034011195,0.497307992,0.0001060579,0.0001793675,0.0003397396,0.0734409323,0.0000167198,0.0004317381,0.0019663744,0.0006551332,0.0487757728,0.0000774683,0.4203244249,0.0025567822,0.0000100451,0.00000093484888,0.0000032167867,0.0000609757,0.0034977164,0.0067726171,0.0134477563,0.1264067446,0.0045957487,0.0198117442,0.00000032772026,0.00000041285333,0.00000033028941,0.2841689755,0.0000037516733,0.0586083363,0.0000215214,0.0010066598,0.0005537349,0.0005179243,0.5341545444,0.0841513563,0.0001814569,0.884749836,0.0000014072117,0.0829414559,0.0000036875902,0.000171382,0.0000188726,0.0127359537,0.00000044918628,0.0008999738,0,0.0001510837,0.0073954808,0.0005362963,0.000035417,0.0000483563,0.1156297841,2.2880530066,0.0273971737,0.0018480639,0.0147699806,0.0002550362,"1,400",433.5
"27","Currituck",9.0636830965,9.6540521078,451.96442748,1296.0503562,6203.7467893,4129.6141738,0.0025696497,0.00000044434062,0.0000025451705,0.0000466396,0.000000044717485,0.0000000071155335,0.0000041526134,0.0000093302212,0.0000019969457,0.0090962063,0.000186419,0.000858849,0.000000085964516,0.0000002526041,0.0000031878535,0.0000128487,0.0000068638884,0.5366781438,0.00000024914028,0.0000281577,0.0001131661,0.4628077118,0.0000022844221,0.0000052914139,0.00001717,0.0486754057,0.00000062237778,0.0001340552,0.0005117633,0.0001075161,0.0065247231,0.0000125093,0.1368010437,0.0001080082,0.00000080089167,0.00000033979185,0.00000012245513,0.00000077672187,0.0001802028,0.0001700578,0.0032079142,0.0054342285,0.0010225939,0.000765901,0.00000019203636,0.0000000184195,0.0000000147356,0.0498411432,0.0000126238,0.0998586104,0.0000057525509,0.0004258505,0.0004396231,0.0005048632,0.0189322861,0.007429699,0.0000068973534,0.8322467512,0.00000099958026,0.0384872196,0.00000016083516,0.0000065530667,0.000000012960145,0.0020931464,0.00000036271489,0.0000036922013,0,0.0001451192,0.0035546168,0.0000283711,0.0000883115,0.0000129969,0.0337199179,0.6047694556,0.0124087562,0.0000101438,0.0000727298,0.0000117172,"70",192.5
"28","Dare",5.4566085285,8.2300486453,106.07662564,170.36247144,2562.7676285,1104.0159184,0.0092260001,0.000000038000294,0.000002536434,0.0000567443,0,0.0000000086704735,0.0000212943,0.0000098628071,0.0000102627,0.0073945445,0.000000019666238,0.0006643846,0.000000046776057,0.00000018484134,0.00000023325105,0.0000119806,0.0000147903,0.5367029358,0,0.00002435,0.0001329414,0.4676518628,0.000002677492,0.000000055281619,0.0000185658,0.0504060564,0.00000068568921,0.0000424384,0.0001149072,0.000231345,0.0065477794,0.0000125075,0.1297909915,0.0003065676,0.0000024702167,0.000000039198715,0.00000013556981,0.000000053778421,0.0004069333,0.0015992833,0.0070582781,0.0131527232,0.0007088024,0.0010503205,0.00000012277884,0.000000021776084,0.000000017420929,0.0655368904,0.0000123753,0.0036768803,0.0000176413,0.0011273307,0.000367965,0.0005010724,0.0415381185,0.0059846655,0.0000323832,0.8338478043,0.0000055940643,0.0114961619,0.00000019514548,0.0000092470238,0.000000037953698,0.0035474292,0.00000021338262,0.0000011568354,0,0.0001416557,0.0050126711,0.0000255684,0.0000799645,0.0000043316915,0.0343746167,0.6517451133,0.0088305717,0.0000314281,0.0031051166,0.0000142519,"206",366
"29","Davidson",18.585287376,14.397070126,1147.3152867,264.85043907,20265.528652,1390.0177508,0.013776954,0.0000051564492,0.0000035926838,0.0003768179,0.00000035676725,0.000000047029524,0.00003941,0.0002007117,0.0000373363,0.0508468095,0.0006491815,0.0019044137,0.0000117759,0.00000070747992,0.0000606439,0.0001210932,0.0001602696,0.5387774531,0.0000018651448,0.0000647059,0.0009406267,0.4968827862,0.0014727252,0.0017149041,0.0007365846,0.065552825,0.0000519112,0.0004439502,0.0036659763,0.001310395,0.0570217107,0.0001919213,0.5693794142,0.0015170927,0.0000401887,0.0000042284057,0.0000022146641,0.0000385558,0.0027539141,0.0041881839,0.0107004818,0.1439242888,0.0038118054,0.1604495462,0.0000012764641,0.00000012516222,0.000000096567619,0.2188012473,0.000018056,0.8228659019,0.000008293704,0.0016237759,0.0059642601,0.0005308784,0.5809044838,0.346143438,0.0001489088,0.9151235081,0.0000046227425,0.0940781927,0.0000016518479,0.0000443418,0.0000034421589,0.0195435016,0.0000023060869,0.0000055945469,0,0.000253896,0.0054945817,0.0005264103,0.0000178083,0.0001290056,0.0812246829,2.5172451074,0.0387300219,0.0014922785,0.0085810264,0.0000795503,"1,107",492.9
"30","Davie",17.419999172,12.415904825,1165.6135695,271.21023729,7781.0453269,1568.6317554,0.0062186143,0.0000011203668,0.0000032610331,0.0003532553,0.00000023051956,0.00000003761,0.0000142821,0.0000629567,0.0000090425671,0.0326911351,0.0000790538,0.0022029838,0.0000441387,0.00000050083578,0.000018323,0.000024866,0.0006056108,0.5379156127,0.0000011439616,0.0000361332,0.0005898346,0.4968247009,0.000005877722,0.0006243015,0.0001608908,0.0632065251,0.000013046,0.0001188144,0.0023114968,0.000510283,0.0294084243,0.0000220212,0.408180509,0.0004922451,0.0000088051292,0.0000053251804,0.0000072320066,0.0000127878,0.001218465,0.0003844482,0.0071604532,0.0481692378,0.0034562614,0.0491769211,0.00000067646426,0.000000096602857,0.000000077285714,0.1079246518,0.0000184352,0.3309731593,0.000004895482,0.0006232215,0.0010714122,0.000517912,0.239438066,0.0694834282,0.0001462583,0.8516736437,0.000002957467,0.0344024311,0.0000042661529,0.000035364,0.000000066097619,0.0095209311,0.0000014440324,0.0000046849239,0.00000026758856,0.0002067625,0.0028976336,0.0001382936,0.0000144133,0.0000691672,0.0525750485,1.0534548611,0.0327149236,0.0007084707,0.0002405224,0.0000611886,"297",482.8
"31","Duplin",13.297497793,11.595861549,295.98833787,262.75266187,8464.538371,1362.1637349,0.0037588967,0.00000029122126,0.0000045591602,0.0000898256,0.000000021780355,0.000000010080875,0.0000038842359,0.0000122918,0.000010183,0.0122402545,0.00000032905454,0.0008312523,0.0001209807,0.00000054202283,0.000001212601,0.0000144739,0.0000139104,0.5374397,0.00000010688139,0.0000314067,0.0001833815,0.4967109984,0.0000051010043,0.0001510866,0.000024627,0.05198057,0.000001054975,0.0000520729,0.0006615333,0.0002188664,0.0100503961,0.0000041063585,0.1898825852,0.0001579708,0.0000069787017,0.00000019451318,0.00000015803,0.0000066486948,0.0003606536,0.0002097223,0.0043711575,0.0105207156,0.0014282754,0.0017462489,0.00000030186775,0.00000002584625,0.00000002067625,0.027642385,0.0000115012,0.053356422,0.0000025536885,0.0004743521,0.0005619651,0.0005036557,0.0496485375,0.0101163649,0.0000115279,0.8394526365,0.00000036756493,0.0123388371,0.0000002268375,0.0000096055,0.000000020253048,0.0033248752,0.00000062400251,0.0000028251875,0,0.0001585437,0.0027780175,0.000036249,0.0000510171,0.0000162963,0.037522746,0.5139334875,0.0137267026,0.0000174132,0.0000367358,0.0000154482,"298",376.5
"32","Durham",19.922115019,13.0716146,523.14640175,304.2420081,7978.4573401,1562.7597586,0.0201247235,0.0000010671089,0.0000046472953,0.0001291893,0.00000012173264,0.00000013560151,0.0000922282,0.0015274223,0.0000578635,0.062961183,0.0000024139126,0.0014144996,0.000051943,0.0000013710074,0.0000227902,0.0000499672,0.000126512,0.5378828755,0.0000013148377,0.0000603794,0.0021326036,0.4971922638,0.0000161144,0.0006179141,0.0002314516,0.1027262724,0.0000132329,0.0003730853,0.0024299917,0.0015236588,0.0631426927,0.0006060451,0.8502513784,0.0033915883,0.0000271956,0.0000018141485,0.0000021213099,0.0000078419489,0.0049987928,0.0077171655,0.014060761,0.564562514,0.0067856257,0.0288221621,0.000000192,0.00000034223226,0.0000002737866,0.3304118104,0.0000055104676,0.2925058933,0.0000077996333,0.001144862,0.0008266495,0.0005436697,1.2253795139,0.1675556734,0.0006909225,0.9136141578,0.0000034829251,0.1342227543,0.0001290118,0.0001410902,0.0000080330688,0.0105157812,0.00000035501704,0.0000025645377,0,0.0001467047,0.0085161225,0.0004336641,0.0000445367,0.0001382954,0.2025446574,2.6132779295,0.0584491221,0.0003674105,0.0164273087,0.0001985472,"1,559",464.3
